GSPC.Open,GSPC.High,GSPC.Low,GSPC.Close,GSPC.Volume,GSPC.Adjusted,DJI.Open,DJI.High,DJI.Low,DJI.Close,DJI.Volume,DJI.Adjusted,IXIC.Open,IXIC.High,IXIC.Low,IXIC.Close,IXIC.Volume,IXIC.Adjusted
1424.23999,1441.829956,1424.23999,1441.719971,1047700000,1441.719971,10904.259766,11023.05957,10904.259766,10957.599609,168890000,10957.599609,4370.009766,4428.47998,4370.009766,4427.5,1971180000,4427.5
1441.719971,1444.550049,1411.650024,1411.709961,1050500000,1411.709961,10948.820313,10948.820313,10698.849609,10699.160156,168550000,10699.160156,4460.180176,4460.759766,4362.740234,4363.240234,1775590000,4363.240234
1411.699951,1422.099976,1406.430054,1416.829956,1058800000,1416.829956,10697.919922,10738.25,10606.400391,10643.629883,156390000,10643.629883,4390.160156,4485.669922,4357.689941,4485.629883,1813590000,4485.629883
1416.829956,1416.829956,1378.890015,1387.119995,1025700000,1387.119995,10638.639648,10638.639648,10356.959961,10425.209961,193540000,10425.209961,4489.330078,4489.790039,4360.540039,4395.450195,1738590000,4395.450195
1387.119995,1394.930054,1380.530029,1389.939941,927300000,1389.939941,10431.650391,10549,10430.799805,10519.839844,167240000,10519.839844,4434.379883,4435.959961,4355.540039,4418.549805,1600850000,4418.549805
1389.939941,1407.719971,1376.25,1402.050049,1092100000,1402.050049,10520.150391,10763.070313,10494.480469,10718.089844,183320000,10718.089844,4415.52002,4440.620117,4291.100098,4420.77002,1708930000,4420.77002
1402.050049,1404.550049,1385.579956,1387.670044,1018800000,1387.670044,10711.820313,10741.669922,10561.410156,10561.410156,163280000,10561.410156,4427.189941,4477.640137,4413.660156,4427.649902,1782130000,4427.649902
1387.670044,1399.880005,1380.069946,1388.26001,1034800000,1388.26001,10565.759766,10671.860352,10454.610352,10514.570313,195830000,10514.570313,4483.009766,4553.140137,4444.75,4548.919922,2008440000,4548.919922
1388.26001,1388.589966,1345.319946,1346.089966,1042300000,1346.089966,10514.570313,10517.75,10199.980469,10219.519531,208930000,10219.519531,4563.720215,4564.450195,4404.609863,4411.740234,1898410000,4411.740234
1346.089966,1358.109985,1331.880005,1352.170044,980000000,1352.170044,10219.830078,10336.790039,10103.799805,10304.839844,194340000,10304.839844,4432.830078,4443.939941,4291.009766,4382.120117,1772290000,4382.120117
1352.170044,1370.109985,1342.439941,1360.689941,993700000,1360.689941,10294.820313,10338.349609,10164.919922,10225.730469,185280000,10225.730469,4406.879883,4567.970215,4401.379883,4550.330078,1892800000,4550.330078
1360.689941,1364.800049,1329.880005,1353.430054,1215000000,1353.430054,10242.480469,10248.05957,9942.780273,10092.629883,237540000,10092.629883,4583.890137,4620.029785,4495.200195,4617.649902,1944050000,4617.649902
1353.430054,1362.140015,1329.150024,1333.359985,1065200000,1333.359985,10090.769531,10132.419922,9836.05957,9862.120117,195240000,9862.120117,4618.830078,4662.930176,4576.189941,4590.5,1825500000,4590.5
1333.359985,1360.819946,1325.069946,1348.050049,1026500000,1348.050049,9854.660156,10156.540039,9842.570313,10038.650391,213230000,10038.650391,4575.069824,4626.720215,4466.419922,4577.850098,1798070000,4577.850098
1348.050049,1369.630005,1348.050049,1366.420044,1204300000,1366.420044,10039.580078,10204.94043,10029.959961,10128.30957,191360000,10128.30957,4646.640137,4698.459961,4637.169922,4696.689941,2088840000,4696.689941
1366.420044,1383.459961,1366.420044,1379.189941,1274100000,1379.189941,10128.110352,10186.330078,10084.55957,10137.929688,216780000,10137.929688,4732.819824,4796.899902,4732.819824,4784.080078,2232340000,4784.080078
1379.189941,1386.560059,1370.349976,1381.76001,1198600000,1381.76001,10135.44043,10212.389648,10103.490234,10164.919922,206510000,10164.919922,4816.810059,4829.009766,4705.450195,4754.509766,2137080000,4754.509766
1381.76001,1410.880005,1381.76001,1409.170044,1150300000,1409.170044,10171.120117,10443.519531,10171.120117,10367.200195,210460000,10367.200195,4846.009766,4914.790039,4813.819824,4914.790039,2136530000,4914.790039
1409.170044,1409.73999,1384.75,1391.280029,1029000000,1391.280029,10358.959961,10383.950195,10121.480469,10170.5,172590000,10170.5,4935.649902,4980.149902,4887.879883,4904.850098,2015580000,4904.850098
1391.280029,1399.209961,1349.98999,1355.619995,1314100000,1355.619995,10197.610352,10229.139648,9752.679688,9796.030273,278180000,9796.030273,4991.970215,5006.779785,4829.879883,4847.839844,2156410000,4847.839844
1355.619995,1373.790039,1346.619995,1366.699951,1203000000,1366.699951,9800.69043,9918.889648,9731.80957,9856.530273,223310000,9856.530273,4920.859863,4923.140137,4722.140137,4897.259766,2020130000,4897.259766
1366.699951,1401.819946,1357.880005,1401.689941,1123000000,1401.689941,9855.290039,10010.730469,9738.950195,10010.730469,187360000,10010.730469,4913.080078,5047.959961,4857.569824,5046.859863,2006810000,5046.859863
1401.689941,1413.459961,1392.069946,1395.069946,1138800000,1395.069946,10008.549805,10091.389648,9907.259766,9928.820313,197440000,9928.820313,5060.339844,5132.52002,5039.350098,5048.620117,1992170000,5048.620117
1395.069946,1398.390015,1364.839966,1383.619995,1016100000,1383.619995,9911.219727,9998.549805,9735.540039,9947.129883,186210000,9947.129883,4879.029785,5027.72998,4839.259766,4907.240234,1736270000,4907.240234
1383.619995,1395.150024,1359.150024,1359.150024,1094000000,1359.150024,9957.669922,10043.299805,9811.240234,9811.240234,186080000,9811.240234,4997.310059,5013.490234,4706.609863,4706.629883,1977820000,4706.629883
1359.150024,1397.98999,1356.98999,1392.140015,1302800000,1392.140015,9808.150391,10180.200195,9776.490234,10131.410156,204920000,10131.410156,4758.439941,4758.439941,4553.919922,4582.620117,1937800000,4582.620117
1392.150024,1458.469971,1392.150024,1458.469971,1482300000,1458.469971,10139.580078,10632.459961,10138.339844,10630.599609,253790000,10630.599609,4658.439941,4717.759766,4455.100098,4717.390137,2041510000,4717.390137
1458.469971,1477.329956,1453.319946,1464.469971,1295100000,1464.469971,10629.980469,10763.379883,10567.30957,10595.230469,247830000,10595.230469,4702.029785,4805.939941,4702.029785,4798.129883,1691530000,4798.129883
1464.469971,1470.300049,1448.48999,1456.630005,920800000,1456.630005,10594.75,10727.709961,10586.990234,10680.240234,177730000,10680.240234,4812.140137,4822.700195,4610,4610,1539860000,4610
1456.630005,1493.920044,1446.060059,1493.869995,1065900000,1493.869995,10680.240234,10907.339844,10603.610352,10907.339844,211950000,10907.339844,4589.52002,4712.240234,4467.529785,4711.680176,1753310000,4711.680176
1493.869995,1505.079956,1487.329956,1500.640015,1075000000,1500.640015,10916.959961,10917.269531,10789.129883,10866.700195,195830000,10866.700195,4750.540039,4900.419922,4736.899902,4864.75,1769510000,4864.75
1500.640015,1532.5,1492.390015,1527.349976,1078300000,1527.349976,10884.379883,11136.610352,10831.019531,11119.860352,224710000,11119.860352,4874.169922,4975.660156,4865.100098,4940.609863,1714160000,4940.609863
1527.349976,1552.869995,1516.829956,1527.459961,1052200000,1527.459961,11107.450195,11234.650391,11045.089844,11112.719727,217140000,11112.719727,4986.540039,5078.859863,4902.830078,4963.029785,1688970000,4963.029785
1527.459961,1534.630005,1518.459961,1523.859985,901000000,1523.859985,11093.25,11170.820313,10982.730469,11025.849609,184880000,11025.849609,4994.419922,5022.22998,4946.609863,4958.560059,1380380000,4958.560059
1523.859985,1527.359985,1507.089966,1507.72998,959100000,1507.72998,11023.679688,11094.339844,10932.780273,10936.110352,177780000,10936.110352,4939.049805,4952.930176,4833.890137,4833.890137,1490090000,4833.890137
1507.72998,1521.449951,1497.449951,1508.52002,1061900000,1508.52002,10939.049805,11101.549805,10910.75,11018.719727,199370000,11018.719727,4860.02002,4860.02002,4641.009766,4644.669922,1738270000,4644.669922
1508.52002,1517.380005,1474.630005,1487.920044,1193400000,1487.920044,11008.169922,11144.05957,10916.339844,10980.25,214190000,10980.25,4540.439941,4683.879883,4355.689941,4457.890137,1925860000,4457.890137
1487.920044,1519.810059,1484.380005,1498.579956,1227400000,1498.579956,10993.280273,11107.759766,10921.919922,10921.919922,179590000,10921.919922,4550.209961,4606.47998,4381.379883,4572.830078,2118100000,4572.830078
1498.579956,1507.189941,1486.959961,1505.969971,1021700000,1505.969971,10863.280273,11223.790039,10862.969727,11221.929688,279950000,11221.929688,4494.890137,4572.839844,4193.100098,4223.680176,1739920000,4223.680176
1505.97998,1526.449951,1416.410034,1494.72998,1515460000,1494.72998,11225.339844,11418.240234,10717.780273,11164.839844,319280000,11164.839844,4283.450195,4283.450195,3649.110107,4148.890137,2889100000,4148.890137
1494.72998,1506.550049,1478.050049,1487.369995,1110300000,1487.369995,11163.290039,11218.209961,11002.580078,11033.919922,189310000,11033.919922,4025.899902,4286.879883,4009.090088,4169.220215,1947700000,4169.220215
1487.369995,1511.76001,1487.369995,1501.339966,1008000000,1501.339966,11029.55957,11201.139648,11029.55957,11114.269531,161820000,11114.269531,4266.799805,4324.089844,4196.509766,4267.560059,1746450000,4267.560059
1501.339966,1518.680054,1501.339966,1516.349976,891600000,1516.349976,11122.030273,11192.450195,11062.769531,11111.480469,156500000,11111.480469,4354.129883,4446.450195,4323.180176,4446.450195,1563430000,4446.450195
1516.349976,1527.189941,1503.349976,1504.459961,853700000,1504.459961,11114.889648,11287.700195,11097.209961,11186.55957,150070000,11186.55957,4475.200195,4475.200195,4188.169922,4188.200195,1446140000,4188.200195
1504.459961,1512.800049,1486.780029,1500.589966,971400000,1500.589966,11180.980469,11361.150391,11102.480469,11287.080078,171130000,11287.080078,4094.610107,4182.959961,4009.52002,4055.899902,1679390000,4055.899902
1500.589966,1509.079956,1466.150024,1467.170044,1175900000,1467.170044,11283.049805,11425.450195,11116.75,11125.129883,234780000,11125.129883,4050.320068,4077.919922,3769.169922,3769.629883,1921090000,3769.629883
1467.170044,1477.52002,1439.339966,1440.51001,1032000000,1440.51001,11132.580078,11144.05957,10920.759766,10923.549805,200240000,10923.549805,3839.560059,3914.679932,3676.669922,3676.780029,1951500000,3676.780029
1440.51001,1440.51001,1339.400024,1356.560059,1279700000,1356.560059,10922.849609,10922.849609,10201.530273,10305.769531,267580000,10305.769531,3597.439941,3615.639893,3265.97998,3321.290039,2555780000,3321.290039
1356.560059,1401.530029,1346.5,1401.439941,1204700000,1401.439941,10303.290039,10583.75,10232.549805,10582.509766,247520000,10582.509766,3232.939941,3539.77002,3227.040039,3539.159912,2482830000,3539.159912
1401.439941,1441.609985,1397.810059,1441.609985,1109400000,1441.609985,10584.019531,10773.929688,10571.339844,10767.419922,218380000,10767.419922,3596.149902,3794.969971,3563.830078,3793.570068,2152720000,3793.570068
1441.609985,1447.689941,1424.26001,1427.469971,1001400000,1427.469971,10748.969727,10789.44043,10632.150391,10674.959961,193860000,10674.959961,3832.649902,3851.560059,3698.330078,3706.409912,1760270000,3706.409912
1427.469971,1435.48999,1422.079956,1434.540039,896200000,1434.540039,10668.19043,10845.290039,10665.089844,10844.049805,158390000,10844.049805,3735.080078,3751.330078,3599.679932,3643.879883,1422730000,3643.879883
1434.540039,1434.540039,1407.130005,1429.859985,868700000,1429.859985,10822.330078,10910.75,10695.44043,10906.099609,295330000,10906.099609,3466.689941,3496.820068,3345.25,3482.47998,1540710000,3482.47998
1429.859985,1477.670044,1429.859985,1477.439941,1071100000,1477.439941,10916.650391,11136.610352,10881.040039,11124.820313,240200000,11124.820313,3592.72998,3711.570068,3583.919922,3711.22998,1622910000,3711.22998
1477.439941,1482.939941,1456.97998,1460.98999,999600000,1460.98999,11127.919922,11141.879883,10902.05957,10945.5,198970000,10945.5,3728.98999,3777.080078,3629.360107,3630.090088,1592830000,3630.090088
1460.98999,1469.209961,1434.810059,1464.920044,1111000000,1464.920044,10941.910156,10941.910156,10747.25,10888.099609,192920000,10888.099609,3519.129883,3774.110107,3513.76001,3774.030029,1548760000,3774.030029
1464.920044,1473.619995,1448.150024,1452.430054,984600000,1452.430054,10892.759766,10959.230469,10715.299805,10733.910156,173520000,10733.910156,3830.610107,3873.850098,3810.060059,3860.659912,1583710000,3860.659912
1452.430054,1481.51001,1452.430054,1468.25,966300000,1468.25,10749.419922,10926.259766,10724.219727,10811.780273,174020000,10811.780273,3930.179932,3982.379883,3899.709961,3958.080078,1500610000,3958.080078
1468.25,1468.25,1445.219971,1446.290039,1011500000,1446.290039,10805.580078,10824.5,10710.019531,10731.120117,208610000,10731.120117,3927.919922,3948.629883,3784.540039,3785.449951,1438040000,3785.449951
1446.290039,1446.290039,1398.359985,1415.099976,991600000,1415.099976,10732.209961,10732.209961,10400.089844,10480.129883,200220000,10480.129883,3755.300049,3759.209961,3592.790039,3707.310059,1480050000,3707.310059
1415.099976,1420.98999,1404.939941,1409.569946,925800000,1409.569946,10478.889648,10523.099609,10407.530273,10412.490234,169170000,10412.490234,3723.27002,3762.469971,3679.429932,3720.23999,1287850000,3720.23999
1409.569946,1436.030029,1405.079956,1432.630005,805500000,1432.630005,10409.700195,10585.919922,10375.80957,10577.860352,138300000,10577.860352,3694.280029,3818.399902,3694.280029,3816.820068,1197290000,3816.820068
1432.630005,1432.630005,1417.050049,1424.170044,787600000,1424.170044,10571.30957,10627.849609,10522.070313,10603.629883,144180000,10603.629883,3758.459961,3765.219971,3669.110107,3669.379883,1142710000,3669.379883
1424.170044,1430.280029,1401.849976,1412.140015,896600000,1412.140015,10607.540039,10684.849609,10514.25,10536.75,166320000,10536.75,3704.850098,3708.73999,3540.820068,3585.01001,1454780000,3585.01001
1412.140015,1412.140015,1375.140015,1383.050049,1006400000,1383.050049,10533.089844,10533.089844,10292.099609,10367.780273,225970000,10367.780273,3525.02002,3531.47998,3367.060059,3384.72998,1580110000,3384.72998
1383.050049,1410.26001,1383.050049,1407.810059,953600000,1407.810059,10369.269531,10575.099609,10369.269531,10545.969727,185720000,10545.969727,3450.060059,3502.530029,3389.870117,3499.580078,1370230000,3499.580078
1407.810059,1430.130005,1407.810059,1420.959961,858200000,1420.959961,10549.05957,10673.790039,10543.919922,10609.370117,137770000,10609.370117,3546.23999,3619.689941,3523.199951,3529.060059,1220040000,3529.060059
1420.959961,1452.390015,1416.540039,1452.359985,854600000,1452.359985,10606.969727,10811.549805,10605.259766,10807.780273,155810000,10807.780273,3533.209961,3607.77002,3445.129883,3607.649902,1155810000,3607.649902
1452.359985,1470.400024,1450.76001,1466.040039,955500000,1466.040039,10816.009766,10971.240234,10816.009766,10934.570313,181920000,10934.570313,3674.889893,3729.120117,3626.98999,3717.570068,1495270000,3717.570068
1466.040039,1466.040039,1441.670044,1447.800049,820500000,1447.800049,10930.639648,10930.639648,10752.610352,10769.740234,169570000,10769.740234,3649.540039,3690.820068,3616.27002,3644.959961,1227380000,3644.959961
1447.800049,1458.040039,1436.589966,1437.209961,807900000,1437.209961,10771.799805,10864.320313,10764.259766,10777.280273,161220000,10777.280273,3660.23999,3663.840088,3538.709961,3538.709961,1258610000,3538.709961
1437.209961,1437.209961,1401.73999,1406.949951,853700000,1406.949951,10764.219727,10764.219727,10570.650391,10626.849609,188270000,10626.849609,3480.629883,3506.179932,3381.72998,3390.399902,1366930000,3390.399902
1406.949951,1410.550049,1368.72998,1400.719971,869000000,1400.719971,10624.790039,10664.540039,10369.490234,10542.549805,185570000,10542.549805,3390.949951,3390.949951,3172.649902,3364.209961,1615480000,3364.209961
1400.719971,1403.77002,1373.430054,1373.859985,869900000,1373.859985,10539.120117,10557.450195,10416.780273,10422.269531,157080000,10422.269531,3346.659912,3389.600098,3163.969971,3164.550049,1330440000,3164.550049
1373.859985,1401.75,1361.089966,1399.050049,1152300000,1399.050049,10420.900391,10554.879883,10364.009766,10535.349609,225350000,10535.349609,3155.139893,3276.189941,3042.659912,3270.610107,2087980000,3270.610107
1399.050049,1411.650024,1373.930054,1381.52002,984500000,1381.52002,10529.870117,10558.650391,10266,10323.919922,184380000,10323.919922,3308.51001,3365.840088,3194.590088,3205.350098,1561840000,3205.350098
1381.52002,1391.420044,1369.75,1378.02002,722600000,1378.02002,10322.889648,10387.660156,10258.80957,10299.240234,129200000,10299.240234,3215.280029,3256.629883,3150.780029,3205.110107,1069440000,3205.110107
1378.02002,1422.449951,1378.02002,1422.449951,844200000,1422.449951,10302.30957,10528.150391,10302.30957,10527.129883,165450000,10527.129883,3286.540039,3460.23999,3286.540039,3459.47998,1457360000,3459.47998
1422.439941,1434.48999,1415.5,1420.599976,960500000,1420.599976,10528.280273,10599.429688,10490.799805,10522.330078,162880000,10522.330078,3428.25,3501.51001,3399.620117,3400.909912,1533730000,3400.909912
1420.599976,1448.810059,1420.599976,1448.810059,960100000,1448.810059,10532.269531,10673.450195,10513.080078,10652.200195,183990000,10652.200195,3471.949951,3583.27002,3459.850098,3582.5,1580240000,3582.5
1448.810059,1483.22998,1448.810059,1477.26001,1162400000,1477.26001,10660.089844,10846.080078,10660.089844,10794.759766,200900000,10794.759766,3728.949951,3814.5,3728.949951,3813.379883,1903210000,3813.379883
1477.26001,1477.280029,1464.680054,1467.630005,838600000,1467.630005,10793.110352,10863,10752.280273,10815.299805,151120000,10815.299805,3773.23999,3875.659912,3765.600098,3821.76001,1455960000,3821.76001
1467.630005,1471.359985,1454.73999,1457.839966,950100000,1457.839966,10822.610352,10822.610352,10707.719727,10735.570313,169370000,10735.570313,3825.97998,3884.01001,3749.179932,3756.370117,1603060000,3756.370117
1457.839966,1474.640015,1455.060059,1471.359985,854600000,1471.359985,10733.480469,10848.379883,10695.179688,10812.860352,154430000,10812.860352,3766.550049,3839.370117,3725.870117,3839.26001,1431220000,3839.26001
1471.359985,1475.650024,1456.48999,1461.670044,854300000,1461.670044,10818.780273,10823.660156,10635.730469,10668.719727,176280000,10668.719727,3886.040039,3890.02002,3797.409912,3825.560059,1399250000,3825.560059
1461.670044,1472.670044,1454.959961,1456.949951,786000000,1456.949951,10678.469727,10763.769531,10588.290039,10614.05957,136750000,10614.05957,3892.75,3893.669922,3847.709961,3874.840088,1268720000,3874.840088
1456.949951,1462.930054,1445.98999,1446,774100000,1446,10615.120117,10652.589844,10564.209961,10564.209961,136750000,10564.209961,3892.050049,3892.050049,3767.879883,3767.909912,1281000000,3767.909912
1446,1470.420044,1442.380005,1469.439941,935900000,1469.439941,10562.30957,10654.719727,10492.790039,10621.839844,155190000,10621.839844,3743.909912,3851.429932,3695.350098,3851.060059,1398790000,3851.060059
1469.439941,1483.619995,1467.709961,1470.540039,929700000,1470.540039,10632.459961,10737.709961,10624.679688,10687.950195,166340000,10687.950195,3875.040039,3883.340088,3797,3797.409912,1400300000,3797.409912
1470.540039,1482.040039,1464.619995,1478.72998,1011400000,1478.72998,10689.629883,10763.700195,10669.209961,10714.820313,176200000,10714.820313,3802.189941,3849.939941,3763.73999,3845.73999,1426630000,3845.73999
1478.72998,1480.77002,1460.420044,1464.459961,1250800000,1464.459961,10717.759766,10724.830078,10449.299805,10449.299805,233100000,10449.299805,3877.070068,3883.149902,3822.340088,3860.560059,1501190000,3860.560059
1464.459961,1488.930054,1459.050049,1486,921700000,1486,10448.400391,10597.44043,10440.110352,10557.839844,169330000,10557.839844,3818.649902,3990.790039,3818.649902,3989.830078,1411400000,3989.830078
1486,1487.319946,1470.180054,1475.949951,1031500000,1475.949951,10558.900391,10561.379883,10407.94043,10435.160156,179000000,10435.160156,4003.090088,4050.580078,3982.22998,4013.360107,1694520000,4013.360107
1475.949951,1482.189941,1468,1479.130005,1009600000,1479.130005,10446.830078,10521.070313,10410.05957,10497.740234,204540000,10497.740234,3965.370117,4073.159912,3961.300049,4064.01001,1541900000,4064.01001
1479.130005,1479.130005,1448.030029,1452.180054,1022700000,1452.180054,10495.969727,10495.969727,10335.459961,10376.120117,189280000,10376.120117,4073.72998,4073.72998,3936.840088,3936.840088,1639540000,3936.840088
1452.180054,1459.939941,1438.310059,1441.47998,847600000,1441.47998,10376.469727,10478.650391,10376.469727,10404.75,142390000,10404.75,3950.050049,3957.679932,3830.22998,3845.340088,1344960000,3845.340088
1441.47998,1459.660034,1441.47998,1455.310059,889000000,1455.310059,10403.69043,10566.679688,10403.69043,10542.990234,157390000,10542.990234,3884.649902,3935.120117,3852.409912,3912.120117,1316960000,3912.120117
1455.310059,1463.349976,1450.550049,1450.550049,1042500000,1450.550049,10541.580078,10615.830078,10504.459961,10504.459961,159240000,10504.459961,3904.399902,3945.75,3858.949951,3858.959961,1476020000,3858.959961
1450.550049,1467.630005,1450.550049,1454.819946,1095100000,1454.819946,10506.389648,10620.419922,10506.389648,10527.790039,189270000,10527.790039,3877.77002,3974.47998,3872.169922,3940.340088,1660130000,3940.340088
1454.819946,1455.140015,1434.630005,1442.390015,1110900000,1442.390015,10523.900391,10523.900391,10359.5,10398.040039,168670000,10398.040039,3900.290039,3929.100098,3838.850098,3877.22998,1550990000,3877.22998
1442.390015,1454.680054,1438.709961,1454.599976,1459700000,1454.599976,10393.089844,10448.240234,10336.160156,10447.889648,224060000,10447.889648,3889.51001,3967.48999,3889.330078,3966.110107,2066390000,3966.110107
1454.599976,1469.579956,1450.849976,1469.540039,451900000,1469.540039,10450.360352,10565.620117,10422.080078,10560.669922,74690000,10560.669922,3950.590088,3995.850098,3942.929932,3991.929932,600810000,3991.929932
1469.540039,1469.540039,1442.449951,1446.22998,1019300000,1446.22998,10538.230469,10572.69043,10463.179688,10483.599609,154490000,10483.599609,3949.76001,3950.189941,3859.199951,3863.100098,1342600000,3863.100098
1446.22998,1461.650024,1439.560059,1456.670044,947300000,1456.670044,10481.450195,10527.790039,10393.089844,10481.469727,147120000,10481.469727,3872.909912,3961.100098,3820.340088,3960.570068,1482480000,3960.570068
1456.670044,1484.119995,1456.670044,1478.900024,931700000,1478.900024,10483.330078,10658.25,10483.330078,10635.980469,158820000,10635.980469,3978.379883,4054.050049,3960.810059,4023.199951,1486480000,4023.199951
1478.900024,1486.560059,1474.76001,1475.619995,838700000,1475.619995,10627.139648,10703.150391,10604.860352,10646.580078,148470000,10646.580078,3993.620117,4028.540039,3976.199951,3980.290039,1395950000,3980.290039
1475.619995,1488.77002,1470.47998,1480.880005,980500000,1480.880005,10649.05957,10807.450195,10626.790039,10727.19043,160920000,10727.19043,3970.419922,4029.300049,3936.75,3956.419922,1714500000,3956.419922
1480.880005,1497.689941,1480.880005,1492.920044,1001200000,1492.920044,10722.240234,10834.320313,10722.240234,10783.759766,151430000,10783.759766,4024.590088,4103.649902,4001.72998,4099.589844,1775980000,4099.589844
