XLC,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU,Dates,date
80.057388,178.089615,67.889603,44.83276,35.581066,128.845459,96.295952,77.057083,44.349545,150.67218,63.194477,2021-09-21,2021-09-21
80.017845,180.514832,68.083214,46.215141,36.175713,129.061279,97.059753,77.854599,44.723278,152.737961,63.155941,2021-09-22,2021-09-22
80.838287,182.34613,68.334892,47.834236,37.062798,129.993134,98.548149,78.963326,44.502872000000004,154.783951,62.818768,2021-09-23,2021-09-23
81.500572,183.029129,68.363937,48.194035,37.257767,129.463425,98.753784,78.846619,43.994984,154.892654,62.751343,2021-09-24,2021-09-24
81.490692,184.009109,68.054176,49.907806,37.764679,127.619301,98.851715,79.459335,43.266685,153.390274,62.009583,2021-09-27,2021-09-27
79.503838,180.465332,67.250687,50.078232,37.140785,125.431816,97.706032,78.477043,43.007946,148.843628,61.229282,2021-09-28,2021-09-28
79.434654,180.643509,67.860558,50.078232,37.170033,126.422554,97.813744,78.15609,43.285843,148.655823,62.028839,2021-09-29,2021-09-29
79.187523,177.634277,66.640816,49.320766,36.585133,124.872673,95.806351,76.940376,42.595882,147.588379,61.537544,2021-09-30,2021-09-30
80.52198,178.970612,66.815056,50.977734,37.189533,124.902107,97.1185,78.16581,43.055866,149.812271,61.537544,2021-10-01,2021-10-01
78.782242,177.555084,66.602089,51.810947,36.867836,122.9991,96.589737,77.825409,43.103775,146.342972,62.385281,2021-10-04,2021-10-04
79.958542,178.267807,66.940903,52.113941,37.589211,123.734795,97.666855,78.515945,42.768375,148.428497,62.231144,2021-10-05,2021-10-05
80.096924,178.832031,67.5895,51.564777,37.628197,123.509186,98.097717,78.370064,43.180439,149.397125,63.194477,2021-10-06,2021-10-06
80.442894,181.613602,67.889603,51.962444,37.852413,125.147346,98.861504,79.391258,43.228352,150.76113899999999,62.857307,2021-10-07,2021-10-07
80.047508,180.782104,67.812157,53.562603,38.037624,124.519547,98.851715,78.953598,42.758785,150.197754,62.394905,2021-10-08,2021-10-08
78.841553,180.049591,67.792801,53.363766,37.657444,123.548409,98.05854,78.963326,42.816288,149.367493,61.54718,2021-10-11,2021-10-11
78.110069,181.475021,67.821838,53.411106,37.540462,122.95005,97.735397,79.070313,43.391262,148.596512,61.961411,2021-10-12,2021-10-12
78.475822,182.365906,67.947678,53.363766,37.326004,123.146248,97.941032,79.663589,43.640415,149.505859,62.683907,2021-10-13,2021-10-13
79.582916,184.276398,68.71244,54.017082,37.949894,124.911919,99.791763,81.599007,44.253723,152.876328,63.454571,2021-10-14,2021-10-14
79.395103,187.097534,68.547867,54.282196,38.515289,125.529907,100.751396,81.842155,44.272888,154.101944,63.271538,2021-10-15,2021-10-15
80.007965,189.384171,68.141289,54.320068,38.525032,124.676491,100.819931,81.783791,44.349545,155.406631,62.664646,2021-10-18,2021-10-18
80.778984,188.84964,68.170334,54.935513,38.90522,126.314651,101.417252,82.211731,44.550789,156.948517,63.454571,2021-10-19,2021-10-19
80.937141,188.71106,68.567238,55.380524,39.217163,128.119568,102.053749,82.873077,45.231174,156.513641,64.456429,2021-10-20,2021-10-20
81.174385,191.482712,68.48011,54.357944,39.051441,128.63945,102.259384,82.659111,45.374916,157.116577,64.456429,2021-10-21,2021-10-21
79.454414,190.799713,69.01255,54.869236,39.59734,129.159363,102.621689,82.503502,45.700733,156.572952,64.783966,2021-10-22,2021-10-22
79.800392,195.531342,68.964142,55.674049,39.548603,129.316299,102.856697,83.330185,45.834896,157.086914,64.504601,2021-10-25,2021-10-25
79.088676,195.56105,69.206154,55.995975,39.577839,129.953903,102.2202,83.563606,46.045715,157.531708,64.851402,2021-10-26,2021-10-26
78.871216,195.996597,68.799568,54.386349,38.924717,128.923935,101.025558,82.36734,45.710316,157.393311,64.417908,2021-10-27,2021-10-27
79.128212,198.599991,69.041573,54.774551,39.402374,130.00296,102.28875,83.184296,46.381123,158.974777,64.841766,2021-10-28,2021-10-28
79.375336,199.1147,68.973808,54.414757,39.246407,131.268356,102.31813,82.785553,45.825317,159.656769,64.456429,2021-10-29,2021-10-29
79.503838,202.767365,69.080299,55.352123,39.2659,131.11142,102.602104,82.980049,45.930725,159.41954,64.687637,2021-11-01,2021-11-01
79.513725,201.401337,69.544968,54.83136,39.363384,131.935394,102.944817,83.923454,46.361954,160.82309,64.74543,2021-11-02,2021-11-02
79.800392,205.024307,70.193565,54.376881,39.509609,132.710327,102.719612,84.798767,46.630272,161.762054,64.504601,2021-11-03,2021-11-03
80.116707,207.786072,70.261337,54.452625,38.992954,131.79805,103.130875,84.750153,46.103218,164.292374,64.14817,2021-11-04,2021-11-04
80.759216,209.122406,70.667915,55.162754,39.012447,130.326675,104.178627,85.411499,46.20863,165.14241,64.755074,2021-11-05,2021-11-05
80.403366,206.162674,70.106445,55.664581,39.22691,131.101593,104.609489,86.481339,46.199039,166.031952,63.791737,2021-11-08,2021-11-08
80.205666,202.351624,70.348457,55.891823,39.012447,130.620941,104.873878,86.880081,46.371536,165.34996,64.11927,2021-11-09,2021-11-09
79.296257,201.599319,70.561432,54.414757,38.94421,130.993698,104.286354,86.286819,46.141548,162.621964,64.639465,2021-11-10,2021-11-10
79.138092,201.054901,70.513023,54.623058,39.051441,130.61113,103.855492,86.977341,46.160713,163.383041,64.244507,2021-11-11,2021-11-11
80.294631999999993,201.727982,70.513023,54.490498,39.139179,131.25853,104.678032,87.628967,46.179878,165.36972,64.205978,2021-11-12,2021-11-12
80.52198,201.559723,70.851852,54.944981,39.139179,130.444382,104.873878,87.230217,46.438614,165.201706,65.053703,2021-11-15,2021-11-15
79.919006,204.737244,70.40654,55.030197,39.100178,130.993698,104.893471,86.987061,46.151131,166.941269,64.74543,2021-11-16,2021-11-16
79.612579,206.043884,70.25164,54.187511,38.651764,131.180084,104.266769,86.413246,46.457779,166.437225,64.80323,2021-11-17,2021-11-17
79.039253,208.380005,69.999962,53.865589,38.456802,131.229111,104.051338,86.043671,46.448204,168.097733,64.466064,2021-11-18,2021-11-18
78.772369,209.280777,69.748268,51.763611,38.037624,130.43457,103.532356,85.888054,46.199039,169.323334,64.83213,2021-11-19,2021-11-19
77.813522,208.756149,70.300056,52.682037,38.573776,129.846008,103.816322,86.024223,45.969059,167.435471,65.227097,2021-11-22,2021-11-22
77.605957,207.241638,70.764709,54.301132,39.178165,129.983337,103.992577,86.111748,46.457779,167.050018,65.294525,2021-11-23,2021-11-23
77.714691,207.667282,70.551743,54.83136,39.090435,129.93428,103.875084,85.499039,47.080666,168.265762,65.333076,2021-11-24,2021-11-24
76.29126,202.005173,69.66114,52.625233,37.793919,129.453629,101.064735,84.030449,45.806145,164.065063,64.311935,2021-11-26,2021-11-26
76.943657,205.143097,69.835388,52.928219,37.910896,129.806763,101.240997,84.419472,46.381123,168.166916,65.265633,2021-11-29,2021-11-29
74.502113,202.371414,68.044479,51.687862,37.004307,127.25634,98.675446,82.328438,45.41325,166.763382,63.358234,2021-11-30,2021-11-30
72.782135,198.718765,67.715347,51.138699,36.594887,127.030739,97.30455,81.492027,44.819111,164.480164,63.473843,2021-12-01,2021-12-01
74.007866,201.54982,68.431717,52.625233,37.686687,127.648735,100.19323,83.155121,46.045715,165.992432,64.283043,2021-12-02,2021-12-02
73.839813,197.629898,69.2836,52.208622,37.072544,127.884132,100.075729,82.970337,45.815727,163.215012,64.928467,2021-12-03,2021-12-03
75.055656,199.88681,70.503342,52.985031,37.637943,128.610031,101.769768,84.18605,46.476944,164.766785,65.920692,2021-12-06,2021-12-06
75.826683,204.549164,70.658226,54.225388,38.310574,130.267807,102.807739,85.469849,47.301075,170.519318,66.411995,2021-12-07,2021-12-07
76.380219,205.063919,70.435577,54.215916,38.105862,131.248734,103.06234,85.829697,47.502308,171.300156,66.344566,2021-12-08,2021-12-08
75.77726,201.510223,70.629189,53.799313,38.027874,131.552826,102.739197,85.353142,46.89859,169.451843,66.257858,2021-12-09,2021-12-09
75.816788,202.915878,71.819893,54.196987,38.066872,132.01387,103.160248,85.878342,47.138165,172.851944,66.614304,2021-12-10,2021-12-10
75.421402,197.689301,72.758904,52.691513,37.657444,133.259644,102.092918,85.362862,47.770634,170.282089,67.433121,2021-12-13,2021-12-13
75.223701,196.541016,72.807312,52.473736,37.881657,132.720154,101.123489,85.275337,47.243576,167.484909,67.028519,2021-12-14,2021-12-14
76.014488,199.035522,73.543037,52.218094,37.988884,135.437317,102.004784,85.460136,47.943123,171.922852,68.12674,2021-12-15,2021-12-15
75.905754,194.640457,74.065781,52.549484,38.466549,136.241699,102.053749,86.335434,48.125202,167.050018,68.473534,2021-12-16,2021-12-16
75.599335,193.313995,72.79763,51.479557,37.61845,135.290161,100.310738,85.25589,47.962292,165.933136,67.442764,2021-12-17,2021-12-17
75.071381,190.193192,72.819069,50.841759,36.887749,134.470917,98.703682,83.732941,47.648182,163.959518,67.506844,2021-12-20,2021-12-20
76.497734,195.12027,72.721603,52.290001,37.651752,135.032196,100.669502,84.788635,47.918808,168.108765,67.40976,2021-12-21,2021-12-21
76.685928,198.679276,73.17971,52.625679,37.82806,136.607712,100.954544,85.463112,48.392384,170.307159,67.701027,2021-12-22,2021-12-22
77.369377,201.435272,73.345413,52.654457,38.023956,137.168991,102.143867,86.323318,48.24741,171.257828,67.691315,2021-12-23,2021-12-23
78.122177,203.398163,74.12516,53.80537,38.41576,138.616486,103.225067,87.623398,49.233227,174.931732,68.021416,2021-12-27,2021-12-27
78.082558,203.487381,74.544273,53.76701,38.435356,138.252167,103.74601,88.131706,49.445866,174.020676,68.633087,2021-12-28,2021-12-28
77.696251,203.893845,74.885422,53.421734,38.386372,139.039932,103.932762,88.49337,49.745476,174.16922,69.002022,2021-12-29,2021-12-29
78.023125,203.160233,74.651489,53.095638,38.31781,139.3255,103.559258,88.180573,49.96777,173.020493,69.254463,2021-12-30,2021-12-30
76.943459,202.674484,75.158325,53.229912,38.249245,138.73465,104.001564,88.571579,50.074085,172.178772,69.497192,2021-12-31,2021-12-31
77.47834,208.493774,75.148582,54.879562,38.719402,137.306854,103.146431,87.418121,49.610168,173.812744,68.807846,2022-01-03,2022-01-03
77.309952,207.224838,75.655426,56.778576,39.738075,135.49498,105.220367,88.49337,49.416866,171.97084,68.594254,2022-01-04,2022-01-04
75.368538,201.633545,75.587196,56.768982,39.277714,134.529984,104.217812,88.483597,47.812489,166.68277,68.555412,2022-01-05,2022-01-05
75.705307,201.108109,75.382507,58.034988,39.855614,132.974167,104.699432,87.36924,47.87048,165.841019,67.846649,2022-01-06,2022-01-06
75.715225,197.757294,75.460487,58.831043,40.325771,132.294724,104.669937,87.291046,47.61919,164.315994,68.361237,2022-01-07,2022-01-07
75.239769,196.547836,74.865921,58.648815,40.188641,133.653595,103.490456,86.401512,47.338902,164.345718,67.914619,2022-01-10,2022-01-10
76.180763,198.441345,74.778206,60.643734,40.541264,134.717072,104.109688,87.349693,47.261589,166.316345,67.302956,2022-01-11,2022-01-11
76.279816,199.749954,74.807442,60.758823,40.570641,134.333054,104.443871,88.229446,47.387226,167.098679,67.516548,2022-01-12,2022-01-12
75.487404,195.734924,74.943901,60.451916,40.413925,132.245499,104.669937,87.545189,47.222927,162.771179,67.846649,2022-01-13,2022-01-13
75.834076,194.822876,75.080353,61.871384,39.992748,132.019012,104.040886,86.802299,46.672024,164.147644,67.380623,2022-01-14,2022-01-14
74.912895,191.134995,73.998444,62.120739,39.101398,130.167755,102.841736,85.658607,46.353077,160.206375,66.574768,2022-01-18,2022-01-18
74.784134,187.685059,74.466301,61.669971,38.445141,129.636017,101.691727,85.443565,45.753857000000004,157.968353,66.875755,2022-01-19,2022-01-19
74.041245,184.264832,73.978951,61.104103,38.200268,128.789169,100.394287,84.202141,45.347923,155.928391,66.963135,2022-01-20,2022-01-20
71.535225,178.861908,74.037437,59.895641,37.416676,127.489372,99.470352,82.149384,45.318932,152.828842,66.836914,2022-01-21,2022-01-21
72.060211,181.013153,73.793762,60.298458,37.524422,127.065941,100.040443,82.19825,45.415581,153.621063,66.196129,2022-01-24,2022-01-24
70.584335,177.949844,72.975029,62.638657,37.681141,126.24865,99.057533,81.455345,45.289936,150.065979,65.157257,2022-01-25,2022-01-25
69.554192,177.087372,72.419456,62.533157,37.779087,125.588898,98.192574,80.604919,44.536068,150.947311,64.62326,2022-01-26,2022-01-26
69.63343,172.794754,72.906799,63.214119,37.436264,125.913849,97.317787,80.878624,43.733879,149.907547,65.196098,2022-01-27,2022-01-27
71.624374,176.561935,73.764526,62.945564,37.92601,128.483932,97.995987,81.347824,45.25127,156.46315,65.982529,2022-01-28,2022-01-28
73.248817,183.352783,74.047188,63.223705,38.259041,129.222443,99.018211,82.550148,45.753857000000004,160.394531,67.234993,2022-01-31,2022-01-31
73.882751,184.46312,73.978951,65.477592,38.787964,129.567093,100.384453,83.820915,45.444576,160.81044,66.341759,2022-02-01,2022-02-01
75.358635,183.362717,74.865921,65.688591,39.052429,131.310013,101.082321,84.084831,46.22744,162.117615,67.322365,2022-02-02,2022-02-02
70.316895,177.751602,74.885422,65.06517,38.621452,130.748734,99.470352,82.618568,45.753857000000004,157.413818,67.021385,2022-02-03,2022-02-03
70.495186,182.807541,73.969208,66.081818,39.277714,130.276062,98.398979,81.250076,45.125629000000004,158.047592,66.487396,2022-02-04,2022-02-04
69.266945,182.430832,74.105659,66.925819,39.395252,130.049591,98.477623,80.849297000000007,45.1353,156.997879,66.390297,2022-02-07,2022-02-07
69.237236,184.998444,74.388321,65.487183,39.943771,131.113068,99.460533,82.100502,44.729366,158.938828,66.43885,2022-02-08,2022-02-08
71.188545,187.447128,74.407814,66.033875,40.198437,132.127319,100.826767,83.889328,45.811844,162.464188,66.730118,2022-02-09,2022-02-09
70.168312,184.215286,73.608566,65.621452,39.845821,130.059464,99.175484,83.400581,44.507069,158.215927,65.040749,2022-02-10,2022-02-10
68.652817,178.921387,73.345413,67.53006,39.287506,128.257446,97.661804,82.110283,43.898182,153.383392,65.07959,2022-02-11,2022-02-11
68.662727,179.942505,73.140724,65.93795,38.846737,126.947769,97.298119,81.435799,43.424603,153.333862,64.526169,2022-02-14,2022-02-14
69.623528,183.967438,73.267433,65.247398,39.375664,128.375595,98.762657,82.931381,43.63723,157.364288,64.225197,2022-02-15,2022-02-15
69.138176,184.492874,73.403885,65.774902,39.405048,128.572556,99.283607,83.53743,43.753212,157.205841,64.370827,2022-02-16,2022-02-16
67.295815,179.555862,73.969208,65.669411,38.425556,126.504669,97.465225,82.110283,43.376278,152.502045,64.409653,2022-02-17,2022-02-17
66.770836,178.445526,74.105659,65.266586,38.41576,125.559349,96.659233,81.973427,43.182976,150.95723,64.293159,2022-02-18,2022-02-18
66.087379,173.240891,73.530594,64.211586,38.21986,125.244255,95.725471,80.810204,43.067001,149.560944,64.225197,2022-02-22,2022-02-22
64.977997,167.451309,72.936035,64.873352,37.553802,124.614044,93.966064,79.774048,42.506432,145.817719,63.137783,2022-02-23,2022-02-23
66.800552,171.277985,71.678688,64.365036,37.103241,125.116226,95.165215,79.539444,43.240971,150.798767,63.642654,2022-02-24,2022-02-24
67.880219,174.668442,73.988708,66.062637,38.298218,128.946716,97.43573,82.442627,44.323444,152.848663,65.613579,2022-02-25,2022-02-25
67.800972,175.89772,73.004272,67.693108,37.73011,127.971886,98.182739,81.504227,43.55991,152.571381,65.9534,2022-02-28,2022-02-28
66.949127,173.230957,72.575401,68.374054,36.339226,127.262894,96.718208,79.627411,43.472931,149.521332,65.380554,2022-03-01,2022-03-01
67.523628,176.869278,73.345413,69.937393,37.279549,129.18306,98.782318,81.377151,44.24612,152.759521,66.176712,2022-03-02,2022-03-02
66.820366,172.864151,73.939972,70.129211,37.16201,129.842819,98.890434,81.474907,44.729366,150.937408,67.341789,2022-03-03,2022-03-03
65.859558,170.118088,73.949722,72.152916,36.466564,130.492706,98.674194,81.191422,45.1063,148.293396,68.827271,2022-03-04,2022-03-04
63.670513,161.780701,72.604637,73.217499,35.134453,128.218048,96.030167,78.376213,44.284779,142.866699,69.720497,2022-03-07,2022-03-07
63.512035,162.117767,70.645523,74.368423,34.928761,125.59874,95.44043,77.975441,43.888519,142.173508,68.642792,2022-03-08,2022-03-08
65.413818,167.332336,71.123116,72.09536,36.211899,127.971886,97.170357,80.38987,44.623055,147.798248,68.157333,2022-03-09,2022-03-09
64.928474,168.521988,70.450577,74.301285,35.908257,127.922646,97.04258,80.604919,44.777695,145.213638,68.61367,2022-03-10,2022-03-10
63.759659,165.280228,69.631844,73.70665,35.653587,126.967484,96.266075,80.008652,44.333103,142.658737,68.380653,2022-03-11,2022-03-11
63.016773,162.524231,70.002228,71.500725,36.104153,127.863564,96.590431,79.89135,44.062489,140.014694,68.302986,2022-03-14,2022-03-14
64.225204,167.966812,71.571472,68.882378,36.613491,130.41394,98.123772,80.810204,44.410423,144.718491,69.176796,2022-03-15,2022-03-15
65.99823,173.696899,71.649445,68.565872,37.641964,131.979614,99.421211,82.080956,44.903339,149.422287,69.050575,2022-03-16,2022-03-16
66.711411,176.59169,72.146538,70.925255,38.112114,134.067169,100.69899,83.654739,45.541222,150.481903,69.34185,2022-03-17,2022-03-17
67.583061,180.309296,72.312233,70.858116,38.200268,134.894333,101.082321,84.163033,45.647541,153.561646,68.749588,2022-03-18,2022-03-18
66.950493,178.799118,72.405243,73.714523,38.162903,134.791611,101.310127,84.862617,45.41328,153.269989,69.208969,2022-03-21,2022-03-21
68.201721,183.23732,72.943756,73.172295,38.782398,134.821243,101.862389,85.323776,45.442436,155.472443,69.306709,2022-03-22,2022-03-22
67.268257,180.963608,72.356293,74.431053,38.064568,132.401184,100.886078,84.931305,44.927265,153.081467,69.404442,2022-03-23,2022-03-23
68.370537,182.373505,72.865425,74.615013,38.369404,133.981613,101.655296,86.638565,45.277195,157.059799,70.117935,2022-03-24,2022-03-24
68.698242,182.055786,73.472481,76.251396,38.861065,134.603928,102.286453,87.609932,45.81181,156.970505,71.134422,2022-03-25,2022-03-25
68.91671,186.911011,73.776001,74.363266,38.752899,135.581802,102.316032,87.217461,46.395031,158.835678,71.593803,2022-03-28,2022-03-28
70.118286,190.167679,74.432007,74.169617,38.8414,136.381912,103.262764,87.953354,47.755875,162.208801,72.258423,2022-03-29,2022-03-29
69.621758,187.278366,74.480957,75.031372,38.566067,136.648605,103.144417,87.658989,47.493423,160.046036,72.85463,2022-03-30,2022-03-30
68.301018,183.684143,74.304726,74.014694,37.681072,135.315125,101.556671,86.491394,46.968525,157.674911,72.776436,2022-03-31,2022-03-31
68.80748,183.912476,75.048843,74.615013,37.582737,136.381912,100.767723,87.403893,47.901676,157.208618,73.792923,2022-04-01,2022-04-01
70.704163,188.042892,74.813866,74.711853,37.415577,135.245972,100.639534,87.423508,47.755875,160.194839,73.226036,2022-04-04,2022-04-04
69.800507,183.634476,74.882401,73.54023,37.179577,135.532425,99.209572,86.726868,47.79475,156.821716,73.68541,2022-04-05,2022-04-05
68.499634,178.948044,75.83213,73.97596,36.923912,137.596878,98.440353,85.726067,48.504337,153.111221,75.151497,2022-04-06,2022-04-06
67.903809,179.861496,76.752502,74.944229000000007,36.884575,140.244095,98.77565,86.285339,48.105804,153.34935,74.96579,2022-04-07,2022-04-07
67.605904,178.203384,77.075615,77.006653,37.258244,141.08371,98.223396,86.815178,48.280766,151.20639,75.219917,2022-04-08,2022-04-08
66.732025,174.897064,76.762299,74.692482,37.091076,138.278442,97.907814,86.383461,47.619793,147.396713,74.193657,2022-04-11,2022-04-11
66.185852,175.284286,76.781876,75.93187,36.687912,136.935089,97.750031,86.403084,47.473988,146.741943,74.477104,2022-04-12,2022-04-12
67.159035,179.643066,77.212685,77.064735,36.687912,137.60675,98.667175,87.678619,47.668392,149.103134,74.33049,2022-04-13,2022-04-13
66.017044,177.131073,77.1931,77.316498,36.274918,136.944946,98.558693,87.384262,47.396221,145.481964,74.369583,2022-04-14,2022-04-14
65.798584,177.667221,76.556686,78.449371,36.491249,135.433655,98.213524,87.462761,47.279579,145.958176,73.968857,2022-04-18,2022-04-18
67.109383,182.820313,77.721817,77.810318,36.992741,136.727631,99.998512,88.286957,48.271046,148.696381,74.447769,2022-04-19,2022-04-19
64.199791,180.467163,78.886963,78.110481,37.248413,138.564896,100.540909,88.84623,49.184757,148.557495,75.053757,2022-04-20,2022-04-20
62.372601,178.719696,78.818428,75.631706,36.658413,137.033844,99.515289,87.394073,48.863987,146.037537,73.812469,2022-04-21,2022-04-21
60.892975,174.569427,77.58474,73.782295,35.566917,132.035706,97.069565,84.126732,47.989159,141.950073,72.57119,2022-04-22,2022-04-22
61.727127,175.830368,77.927437,71.342255,35.625919,132.924713,97.069565,83.891251,47.765594,144.083099,72.072723,2022-04-25,2022-04-25
59.701332,166.934113,76.723129,71.439087,34.731094,130.583679,94.94928,82.596085,47.017132,138.715836,71.349449,2022-04-26,2022-04-26
58.370663,166.953964,77.007072,72.484825,34.701595,130.297226,95.304306,83.812744,46.735245,140.76947,71.007362,2022-04-27,2022-04-27
60.704304,170.37944,78.142838,74.6828,35.144093,132.094971,96.379242,85.137352,47.59063,146.404617,71.799057,2022-04-28,2022-04-28
58.648716,161.721466,76.018166,72.765625,33.934597,128.697037,93.825027,83.430092,45.296635,140.303192,69.648796,2022-04-29,2022-04-29
60.267361,164.084518,75.01947,73.927536,33.944431,127.896935,94.022263,83.17498,44.120476,142.436218,68.935287,2022-05-02,2022-05-02
60.426247,163.67746,74.80407,75.999641,34.386932,128.301926,94.643562,84.107109,44.655094,142.684219,69.199196,2022-05-03,2022-05-03
62.501694,168.483017,76.488152,79.156219,35.439095,131.146713,97.385147,86.834793,45.179993,147.694336,70.743469,2022-05-04,2022-05-04
60.197845,159.040649,75.039063,77.965233,34.406597,128.598251,94.840797,84.146355,44.023273,140.590897,70.020203,2022-05-05,2022-05-05
58.956554,157.025101,75.117393,80.289093,34.160763,128.193268,94.199776,82.939499,43.576138,139.4599,70.577309,2022-05-06,2022-05-06
57.42728,150.333038,75.088013,73.646736,33.344604,124.874352,91.921715,80.31974,41.544598,134.062851,70.049522,2022-05-09,2022-05-09
57.685471,149.886246,74.569092,74.314857,33.049606,125.318848,91.320137,79.819328,40.621166,136.106583,69.199196,2022-05-10,2022-05-10
56.64278,144.514725,74.245987,75.312172,32.744774,124.489113,90.49176,79.858582,40.562843,131.810791,69.697662,2022-05-11,2022-05-11
57.258461,145.507614,74.226395,75.631706,32.498943,125.694199,90.659401,79.711395,40.864174,130.451614,68.993942,2022-05-12,2022-05-12
58.59906,151.236572,75.342575,78.216988,32.970936,127.027695,91.813232,80.937881,41.884804,134.787079,69.814957,2022-05-13,2022-05-13
58.22171,147.969971,75.685272,80.279419,32.69561,127.966087,91.685028,80.790703,41.544598,133.596573,70.029976,2022-05-16,2022-05-16
59.492794,151.703217,75.166336,81.208954,33.570766,129.724319,93.765869,83.076859,41.99173,137.465775,70.753242,2022-05-17,2022-05-17
57.546444,141.784302,70.329536,79.127167,32.646442,126.375763,90.274796,80.496353,40.766972,131.175842,70.069077,2022-05-18,2022-05-18
57.466999,141.883575,69.076271,78.836678,32.430111,126.652351,89.466118,81.065437,40.689209,129.737289,69.922462,2022-05-19,2022-05-19
57.615955,139.411285,69.223129,79.175575,32.371105,128.193268,88.499672,80.869202,41.165501,130.025009,70.117935,2022-05-20,2022-05-20
58.479897,140.453827,70.652649,81.267044,33.423271,129.319321,89.949356,82.350792,41.700123,133.01123,70.958488,2022-05-23,2022-05-23
56.404449,136.839722,71.807991,81.576889,33.354431,129.704559,89.900047,81.879822,42.186138,131.036942,72.375717,2022-05-24,2022-05-24
57.159157,140.702042,71.827576,83.261688,33.619934,129.665054,90.422722,82.242859,42.419426,132.564774,72.326843,2022-05-25,2022-05-25
58.549408,147.602615,72.591278,84.181549,34.396763,130.218201,92.257011,83.753876,42.370823,135.749451,72.532089,2022-05-26,2022-05-26
59.80064,152.666321,73.433311,85.7211,34.976925,132.381424,94.150475,85.716248,43.566418,140.342865,73.665871,2022-05-27,2022-05-27
59.760918,153.440781,72.914391,84.433289,34.878597,130.613312,93.391113,84.411278,42.983204,139.340836,72.649384,2022-05-31,2022-05-31
59.075722,151.842224,71.964645,85.808243,34.318096,128.736542,92.819138,83.567451,42.516628,138.924164,72.532089,2022-06-01,2022-06-01
60.515621,156.488953,73.012299,85.537125,34.790096,129.753952,94.594254,85.873238,43.158165,142.287384,73.02079,2022-06-02,2022-06-02
59.204811,151.911728,72.277962,86.670006,34.288597,128.232788,94.22937,85.03923,42.613834,138.884476,72.668922,2022-06-03,2022-06-03
59.502728,153.430847,72.307343,86.573174,34.386932,128.252533,94.623833,85.843803,42.487465,138.894394,72.99147,2022-06-06,2022-06-06
59.929729,153.053543,72.689194,89.158463,34.652428,129.921875,95.896011,86.46196,42.983204,140.551208,73.43129,2022-06-07,2022-06-07
59.770844,152.15004,71.798203,89.352119,34.042763,128.894592,94.160339,84.666382,41.95285,138.963837,71.99453,2022-06-08,2022-06-08
57.933727,149.399734,70.721184,87.376839,33.187275,125.980659,92.306313,82.664764,40.990536,135.253387,70.264542,2022-06-09,2022-06-09
56.315075,143.442398,70.417656,85.895386,31.98761,123.955719,89.584465,80.133316,40.018505,130.054764,69.726982,2022-06-10,2022-06-10
53.65374,136.819855,68.900032,81.412285,31.033785,120.202187,86.892197,77.003334,38.093887,124.290642,66.521141,2022-06-13,2022-06-13
53.504791,136.710632,68.087372,81.567207,30.76829,119.056358,86.67524,76.414619,37.821716,125.074409,64.840034,2022-06-14,2022-06-14
54.706364,140.553116,68.155914,79.76622,31.112452,120.261452,87.513489,76.395004,38.686825,127.713409,65.260307,2022-06-15,2022-06-15
52.710358,133.672409,67.636978,75.273438,30.325792,118.493324,84.594406,73.637878,37.763393,122.514778,63.999477,2022-06-16,2022-06-16
53.465065,135.131958,67.392197,71.158287,30.414293,118.424187,84.377441,73.510315,37.986965,123.635857,63.403275,2022-06-17,2022-06-17
53.843334,138.997223,69.190529,74.844711,31.021271,121.612297,85.916695,74.621796,38.69442,126.782036,64.610161,2022-06-21,2022-06-21
53.932926,138.728531,69.141197,71.848572,30.95207,123.298607,85.441254,73.663452,39.321526,126.244904,65.289955,2022-06-22,2022-06-22
54.599865,140.907974,70.482788,69.185341,30.833445,126.066116,85.005424,72.655724,40.095608,128.134811,66.826881,2022-06-23,2022-06-23
56.680336,146.281982,71.863838,70.095924,31.970299,128.159119,87.976952,75.540604,40.967678,132.740158,67.989433,2022-06-24,2022-06-24
56.142803,144.74939,71.66655,72.152107,31.861553,128.635254,87.768944,74.91819,40.820702,131.844955,68.541153,2022-06-27,2022-06-27
54.510277,138.967377,70.709679,74.100571,31.545212,126.393463,86.748726,74.11792,40.262184,127.89608,68.284996,2022-06-28,2022-06-28
54.679504,138.857895,71.15358,71.525459,31.36727,127.494522,86.243561,73.584419,40.007423,128.154678,68.334259,2022-06-29,2022-06-29
54.022514,136.817764,71.202911,70.017601,31.090473,127.206863,86.510994,72.715004,40.036819,126.443848,69.092865,2022-06-30,2022-06-30
54.570004,139.335587,72.228836,71.065269,31.515554,128.635254,87.263786,73.228745,40.75211,126.7323,70.78743,2022-07-01,2022-07-01
55.834213,142.450516,71.765198,68.245369,31.406813,127.891281,85.956314,71.75666,40.585533,128.323776,68.373665,2022-07-05,2022-07-05
55.844166,141.982788,71.972351,67.080208,31.327728,128.754303,86.451569,72.211136,40.556137,129.427872,69.083023,2022-07-06,2022-07-06
56.720154,145.645065,72.041405,69.498665,31.782471,129.299866,87.471794,72.853317,40.585533,132.103561,69.014061,2022-07-07,2022-07-07
56.451385,145.664948,71.913162,69.469284,31.713272,129.686722,87.075592,72.141968,40.399364,132.163254,68.787453,2022-07-08,2022-07-08
