MSFT,SBUX,WBD,TMO,KO,IBKR,NOC,SLB,NTR,SBAC,PCG,Dates,date
103.391396,53.651169,33.400002,224.90033,40.563747,49.680889,287.066193,50.991482,48.288189,150.44072,48.849998,2018-10-19,2018-10-19
104.314369,53.870674,33.380001,223.534012,40.248562,48.785564,286.207794,49.543804,47.198597,149.651382,47.779999,2018-10-22,2018-10-22
102.858543,53.788364,32.779999,221.118164,40.590015,48.221115,283.753967,48.043785,45.650677,150.041153,47.290001,2018-10-23,2018-10-23
97.358803,53.102402,29.82,218.375626,40.913971,46.926781,266.716766,46.229828,43.84333,150.518677,47.240002,2018-10-24,2018-10-24
103.048851,53.925545,30.940001,227.910233,40.721359,47.919434,251.900192,46.482742,44.422718,152.146057,47.369999,2018-10-25,2018-10-25
101.773819,53.111542,30.129999,227.722061,40.204777,46.488857,251.769501,46.1339,44.708088,147.351593,46.290001,2018-10-26,2018-10-26
98.814613,53.385929,30.360001,226.088486,40.677574,45.856277,239.136276,44.869362,44.111408,150.811005,46.779999,2018-10-29,2018-10-29
98.700447,53.587143,31.25,230.365677,41.701962,47.004642,243.614868,45.628075,44.777267,158.080673,46.93,2018-10-30,2018-10-30
101.631104,53.294476,32.389999,231.335953,41.920841,48.084873,244.407944,44.747269,45.771744,158.031921,46.810001,2018-10-31,2018-10-31
100.784264,53.623726,33.049999,231.345871,41.79826,50.41077,254.857849,45.052498,47.717445,159.649582,47.18,2018-11-01,2018-11-01
101.012634,58.827877,32.310001,231.890411,42.025902,53.408173,255.464355,44.825752,47.708805,160.66304,47.439999,2018-11-02,2018-11-02
102.297165,58.974216,33.200001,234.177551,42.630016,53.164879,260.726685,45.314133,46.869984,162.368393,48.709999,2018-11-05,2018-11-05
102.496971,60.373577,33.290001,235.870621,42.997753,53.962891,263.805634,45.418781,49.274021,161.968826,48.580002,2018-11-06,2018-11-06
106.531395,62.339996,33.080002,243.098297,43.225391,55.831383,266.763397,45.628075,49.680454,166.256531,48.799999,2018-11-07,2018-11-07
106.331566,62.852169,33.799999,243.137909,43.190376,54.829018,265.009399,44.982735,48.893524,167.143372,47.799999,2018-11-08,2018-11-08
104.257263,62.742405,32.98,241.038879,43.496807,53.885029,266.595459,43.953663,48.556267,167.133575,39.919998,2018-11-09,2018-11-09
101.68821,62.11134,32.41,233.999313,43.663162,52.756142,258.963226,43.125164,47.622322,167.513626,32.98,2018-11-12,2018-11-12
101.754791,61.654034,32.110001,232.692413,43.654408,53.768253,255.315109,41.285049,47.146709,168.069122,32.720001,2018-11-13,2018-11-13
100.311806,61.644833,31.92,232.751785,43.566845,52.542034,252.590607,41.694923,45.382591,167.650055,25.59,2018-11-14,2018-11-14
102.519302,62.178146,31.76,235.335983,43.549347,52.863194,254.111435,41.930393,46.290592,165.827774,17.74,2018-11-15,2018-11-15
103.484474,62.674698,31.440001,238.672607,43.925827,52.649094,254.382095,42.052486,46.480843,167.630585,24.4,2018-11-16,2018-11-16
99.977333,62.444817,30.469999,230.573593,44.223511,52.152775,251.228333,42.130985,45.175053,168.722,23.26,2018-11-19,2018-11-19
97.196472,61.773563,29.51,231.08844,43.234158,49.817127,248.942474,40.901321,43.903862,164.463547,23.51,2018-11-20,2018-11-20
98.534332,61.396568,30.360001,230.712204,42.665051,50.33292,249.782242,41.546677,44.292999,163.33313,24.299999,2018-11-21,2018-11-21
98.496124,60.41267,30.43,232.682465,42.918949,50.517818,248.737198,40.439098,43.782799,161.413391,23.84,2018-11-23,2018-11-23
101.745247,60.403477,30.139999,237.811188,42.787621,51.471546,248.093399,40.665848,44.63026,161.812912,25.120001,2018-11-26,2018-11-26
102.385513,60.762093,30.129999,239.593369,43.225391,51.831612,242.905777,40.290852,43.774139,160.984604,26.969999,2018-11-27,2018-11-27
106.188904,61.442539,31.309999,244.949783,43.523071,54.595451,245.518219,40.473999,44.085453,164.063965,27.459999,2018-11-28,2018-11-28
105.300163,61.4977,31.629999,246.1082,43.223042,54.439468,243.213669,40.029224,44.405422,164.24913,26.76,2018-11-29,2018-11-29
105.969109,61.350597,30.719999,247.078491,44.476139,56.399052,243.597961,39.331543,44.587017,166.451416,26.379999,2018-11-30,2018-11-30
107.115852,62.067818,28.200001,249.484421,43.849594,56.701279,245.088333,40.378059,45.209648,165.623154,27.110001,2018-12-03,2018-12-03
103.704277,61.286217,27.98,241.474564,43.752518,55.238899,234.186996,38.896942,44.284351,165.496475,26.75,2018-12-04,2018-12-04
104.344536,61.194271,29.15,239.642838,43.576023,54.634449,240.907791,37.31004,44.734028,167.133575,26.030001,2018-12-06,2018-12-06
100.168465,60.20118,28.93,233.524078,43.32011,51.729187,241.404541,37.944798,43.116936,163.878845,25.790001,2018-12-07,2018-12-07
102.815544,60.219563,28.370001,234.73201,43.45248,51.19297,253.299469,37.001469,42.26947,164.560974,25.889999,2018-12-10,2018-12-10
103.771149,60.614952,27.940001,235.147842,43.71722,51.075993,251.209229,36.357891,41.422001,166.919235,26.059999,2018-12-11,2018-12-11
104.239426,60.808071,28.379999,238.880524,43.434841,51.456211,253.187012,36.534206,41.145271,164.658417,26.389999,2018-12-12,2018-12-12
104.59301,61.525307,27.969999,239.128021,43.655449,50.754272,251.068634,36.163925,40.661003,167.825531,26.51,2018-12-13,2018-12-13
101.324768,60.081646,27.969999,232.033936,43.54073,50.734772,246.250626,34.471226,40.626423,168.098328,26.01,2018-12-14,2018-12-14
98.324112,59.281658,27.52,226.762909,42.649441,51.816933,241.123352,34.427147,39.424404,160.409653,24.440001,2018-12-17,2018-12-17
99.356201,59.695431,26.9,228.179749,42.640621,53.289066,240.842133,33.360394,39.467648,161.218521,23.02,2018-12-18,2018-12-18
99.0886,58.904655,26.879999,226.257614,42.269981,52.596867,237.477081,33.316311,39.286041,160.887161,23.75,2018-12-19,2018-12-19
97.005348,57.148369,25.860001,217.637711,41.95229,52.655369,228.356659,31.914541,38.940132,159.230545,23.85,2018-12-20,2018-12-20
93.870911,56.44952,25.049999,213.803329,41.978771,51.085735,220.50174,31.473724,38.698006,157.661636,22.75,2018-12-21,2018-12-21
89.952858,55.686325,24.469999,206.55069,40.557999,50.169323,212.056198,31.024107,38.179146,154.095016,23.15,2018-12-24,2018-12-24
96.097504,58.003517,25.549999,215.963287,41.422813,52.596867,218.064606,32.276005,40.133503,160.078339,23.33,2018-12-26,2018-12-26
96.690002,58.113869,24.780001,219.05452,41.943466,51.42696,224.560425,32.029148,40.894493,159.025909,23.6,2018-12-27,2018-12-27
95.935059,58.288574,24.639999,220.402008,41.65226,51.953423,227.07251,32.267185,40.318516,158.343781,23.889999,2018-12-28,2018-12-28
97.062698,59.217297,24.74,221.729691,41.784626,53.279312,229.556442,31.808746,41.016666,157.759064,23.75,2018-12-31,2018-12-31
96.63266,59.143723,25.83,217.399918,41.413998,51.836433,230.934372,32.796158,40.370876,156.648163,23.799999,2019-01-02,2019-01-02
93.077744,56.578259,25.68,210.216675,41.158073,51.144241,224.888504,33.148796,39.314911,158.392502,23.950001,2019-01-03,2019-01-03
97.4067,58.454094,26.139999,219.718369,41.978771,53.133076,232.36853,34.462421,41.130119,158.782333,24.4,2019-01-04,2019-01-04
97.530937,58.454094,26.530001,222.680832,41.431641,51.15398,234.177597,35.414555,41.662468,160.390167,18.950001,2019-01-07,2019-01-07
98.238091,58.500053,27.24,227.862686,41.899345,51.183235,235.236816,35.855362,42.94532,162.99205,17.559999,2019-01-08,2019-01-08
99.642883,58.739132,27.280001,234.213669,41.096306,50.432549,236.352234,36.357891,43.119869,160.731232,17.83,2019-01-09,2019-01-09
99.002602,59.024189,26.809999,236.660965,41.537537,50.793262,241.517044,36.719353,43.678394,163.761887,17.76,2019-01-10,2019-01-10
98.238091,58.601215,27.120001,237.790421,41.775799,50.149815,240.007904,36.798695,43.521301,165.457458,17.59,2019-01-11,2019-01-11
97.521385,58.27018,27,232.876129,41.608131,49.925591,243.672943,36.428425,43.355495,164.843597,8.38,2019-01-14,2019-01-14
100.350044,58.92305,27.1,233.30217,41.978771,50.50079,242.716843,36.781071,43.346767,166.149353,6.91,2019-01-15,2019-01-15
100.703629,58.637993,27.110001,232.469894,41.405167,51.027245,239.717331,36.366707,43.259502,168.166565,7.03,2019-01-16,2019-01-16
101.410774,59.106949,27.299999,235.97731,41.528713,51.963173,247.534775,36.4725,44.507446,169.033829,6.36,2019-01-17,2019-01-17
102.930222,59.493149,27.709999,238.444382,42.014057,53.259819,250.974884,39.434734,44.760532,168.634308,7.23,2019-01-18,2019-01-18
100.990311,60.127617,26.6,238.484009,42.111141,50.647034,248.144058,38.755894,44.34164,168.741501,7.7,2019-01-22,2019-01-22
101.974602,61.08392,26.559999,239.237015,42.596489,49.067665,253.299469,38.182835,44.167103,171.021759,7.99,2019-01-23,2019-01-23
101.487228,59.529922,27.32,238.365112,42.08466,48.40472,252.915161,38.403233,44.472546,172.025528,13.95,2019-01-24,2019-01-24
102.414169,61.6908,27.68,238.682159,41.802273,49.291897,255.745956,39.672756,45.083435,172.746628,11.77,2019-01-25,2019-01-25
100.416946,61.516109,27.790001,235.690002,41.625782,48.755692,257.114502,39.002743,44.943794,173.087692,12.01,2019-01-28,2019-01-28
98.371902,61.644833,27.4,234.718994,41.828754000000004,49.72086,262.579254,38.791153,45.039795,174.198608,13.99,2019-01-29,2019-01-29
101.659241,62.665508,26.74,242.803833,42.234684,49.44788,263.226044,39.672756,45.423782,174.247314,13.67,2019-01-30,2019-01-30
99.795776,62.656303,28.379999,243.408264,42.472946,49.13591,258.286163,38.976292,45.223057,177.872421,13,2019-01-31,2019-01-31
98.218987,62.628719,28.559999,241.188858,42.975941,48.365723,255.858444,39.284859,45.563408,176.517899,13.08,2019-02-01,2019-02-01
101.047646,62.141384,28.290001,241.347382,43.4613,48.931168,261.266998,39.320122,45.441235,177.804199,13.29,2019-02-04,2019-02-04
102.461967,63.75972,29.040001,243.745117,43.470127,49.740353,261.013916,39.796196,45.345249,179.879837,14.08,2019-02-05,2019-02-05
101.324768,63.639587,29.120001,244.973709,43.470127,49.535618,262.841705,39.734478,45.214336,176.79071,13.67,2019-02-06,2019-02-06
100.598503,63.907623,28.639999,240.673691,43.61132,48.950676,261.079468,38.315075,45.650677,178.963837,14.06,2019-02-07,2019-02-07
100.980736,64.471474,29.190001,241.268127,43.681923,49.194401,263.038544,37.715584,45.956135,178.5448,14.2,2019-02-08,2019-02-08
100.579384,64.693298,28.639999,242.31839,43.778996,49.798847,263.835297,38.517845,45.467411,179.275681,14.33,2019-02-11,2019-02-11
102.146614,64.471474,28.129999,246.043777,43.823112,50.130322,266.281738,39.293732,47.055714,178.535049,15.43,2019-02-12,2019-02-12
102.070152,65.173965,28.32,245.112442,43.937832,51.465961,265.550659,39.614792,47.204082,179.636215,15.21,2019-02-13,2019-02-13
102.156151,65.478973,28.77,243.873917,40.231487,51.582951,263.019836,39.365086,46.977177,179.490036,15.47,2019-02-14,2019-02-14
103.417587,65.35881,29.299999,250.165466,39.92263,51.836433,269.000031,40.08746,46.636826,180.766632,15.48,2019-02-15,2019-02-15
103.369812,64.887405,29.059999,248.520737,39.560818,53.220821,269.346893,40.613632,46.558285,178.866379,17.74,2019-02-19,2019-02-19
102.832375,65.063034,29.09,249.89798,39.799076,53.05508,270.162354,40.934692,47.526974,178.320663,18.209999,2019-02-20,2019-02-20
105.00132,65.349571,29,249.13504,40.469757,54.137241,269.487427,39.882343,47.273895,177.999115,19.4,2019-02-21,2019-02-21
106.498436,65.904167,29.209999,249.779068,39.957924,54.87817,271.755981,39.561287,47.291344,177.891922,18.77,2019-02-22,2019-02-22
107.093445,65.673073,29.209999,251.503036,39.657887,55.823845,270.193512,39.944778,47.876057,176.469162,18.65,2019-02-25,2019-02-25
107.832443,65.756264,28.389999,251.651657,39.437275,54.429718,269.722809,39.516697,48.015686,176.371735,18.52,2019-02-26,2019-02-26
107.650093,64.841202,28.639999,256.754303,39.657887,54.176235,269.929932,39.552364,48.495663,175.806503,17.799999,2019-02-27,2019-02-27
107.515732,64.942863,28.9,257.180267,40.01088,53.94183,272.932648,39.293732,47.509514,175.952698,17.030001,2019-02-28,2019-02-28
107.995583,65.48822,29.08,261.628937,40.046177,54.254364,270.146454,40.301495,47.718967,177.46315,17.91,2019-03-01,2019-03-01
107.73645,65.580658,28.780001,257.061401,40.284447,53.209324,266.475433,40.346085,48.102951,177.823685,18.049999,2019-03-04,2019-03-04
107.199036,66.162971,28.99,252.117325,40.240314,52.418221,266.258942,39.944778,47.413528,177.453415,18.309999,2019-03-05,2019-03-05
107.246994,65.876442,28.809999,248.926956,40.107944,52.535419,263.990448,38.678383,47.186626,177.64827,18.360001,2019-03-06,2019-03-06
105.941803,65.266388,28.42,248.500946,39.957924,52.359627,260.206482,37.893574,45.868855,178.700714,19.07,2019-03-07,2019-03-07
106.056976,64.110977,28.92,247.549774,39.569645,50.796925,259.7547,36.823399,46.113209,178.788437,19.389999,2019-03-08,2019-03-08
108.283508,64.406746,28.42,251.978607,40.752136,52.427986,262.823242,37.527931,46.610649,181.166153,19.379999,2019-03-11,2019-03-11
109.041672,64.748756,28.370001,252.57309,40.637424,52.750294,259.011108,37.98275,46.863724,182.345261,19.219999,2019-03-12,2019-03-12
109.886185,64.79496,26.93,256.486755,40.787437,52.70145,262.766785,38.482182,47.046993,184.138321,19.459999,2019-03-13,2019-03-13
109.972572,65.386543,27.43,259.213379,40.680622,53.033524,258.615784,38.428669,46.828819,184.606094,19.51,2019-03-14,2019-03-14
111.23938,65.321838,27.43,260.859344,40.324551,52.857719,255.28363,37.804386,46.689186,186.077576,19.65,2019-03-15,2019-03-15
112.832489,65.478973,27.23,261.295532,40.42247,53.639065,258.747559,38.669464,46.872456,186.672012,19.43,2019-03-18,2019-03-18
112.909279,65.978111,27.26,263.704987,40.555992,52.769821,255.095352,38.571365,46.916088,186.993576,19.07,2019-03-19,2019-03-19
112.784492,66.209198,26.690001,263.377808,40.529285,51.705246,254.577667,39.498859,46.689186,187.69519,19.08,2019-03-20,2019-03-20
115.375725,66.791512,26.68,268.751831,40.511486,50.337894,256.479034,39.436428,46.401199,191.066925,19.049999,2019-03-21,2019-03-21
112.333458,66.514206,26.67,261.573212,40.885357,48.990082,252.600952,37.875736,44.044922,192.090088,19.42,2019-03-22,2019-03-22
112.918869,66.828484,27.110001,266.520905,40.974369,48.687313,252.82692,37.875736,44.123463,190.589417,18.209999,2019-03-25,2019-03-25
113.158798,67.43853,27.639999,269.138611,41.517376,49.488182,250.238403,38.392998,44.603447,190.024216,17.950001,2019-03-26,2019-03-26
112.064735,67.235191,27.58,266.570496,41.490677,49.566326,248.421753,38.063023,45.161976,188.806107,17.68,2019-03-27,2019-03-27
112.218292,68.362846,26.91,268.008179,41.463963,50.61137,251.320938,38.901337,45.839581,189.956009,17.25,2019-03-28,2019-03-28
113.187576,68.714119,27.02,271.3992,41.713223,50.669968,253.768204,38.856743,46.429184,194.565323,17.799999,2019-03-29,2019-03-29
114.224068,68.362846,27.75,273.848267,41.588589,52.545185,258.013306,39.918015,46.983589,192.859955,18.01,2019-04-01,2019-04-01
114.387222,68.649406,27.389999,272.47995,41.455067,53.121426,257.279114,39.677223,46.965973,194.545853,17.66,2019-04-02,2019-04-02
115.135788,68.704857,27.870001,274.413513,41.107895,51.47084,251.094971,38.874584,47.476391,195.01358,18.469999,2019-04-03,2019-04-03
114.550354,68.723351,28.879999,272.717957,41.374947,52.398689,255.095352,39.329407,47.907593,193.074356,18.860001,2019-04-04,2019-04-04
115.059013,69.351883,29.48,274.145721,41.366058,52.496353,260.074738,40.132046,47.581993,195.880829,19.370001,2019-04-05,2019-04-05
115.097382,69.509003,28.870001,276.059387,41.437263,52.623325,260.639496,41.175484,47.581993,196.348602,19.68,2019-04-08,2019-04-08
114.473595,69.435074,28.84,275.44458,41.544083,52.134987,257.41098,40.649311,46.886787,196.056274,18.82,2019-04-09,2019-04-09
115.346909,69.767838,30.59,276.485718,41.517376,51.763844,254.643631,40.622551,46.657982,197.362045,18.870001,2019-04-10,2019-04-10
115.481285,70.128319,30.190001,278.13165299999997,41.579693,51.763844,261.100769,40.40852,45.953976,198.131912,19.129999,2019-04-11,2019-04-11
116.076294,70.849281,30.02,278.270416,41.606396,52.877254,266.428314,40.711731,45.874783,199.028473,23.08,2019-04-12,2019-04-12
116.172287,70.396378,30.049999,275.206604,41.837837,53.170261000000004,263.764526,41.380604,46.666782,197.927277,23.719999,2019-04-15,2019-04-15
115.903557,69.971176,29.98,264.567596,41.793331,54.039497,265.072906,42.218918,46.904381,193.805191,22.26,2019-04-16,2019-04-16
116.863258,69.435074,30.41,255.326645,42.087086,52.89679,262.399719,42.281349,47.379585,192.265549,21.85,2019-04-17,2019-04-17
118.398781,70.303932,30.129999,257.577454,42.265118,53.599998,264.649384,40.63147,47.537994,193.123077,21,2019-04-18,2019-04-18
118.773056,69.693893,29.120001,256.89328,42.193909,53.570702,266.277802,40.890102,47.353195,194.282684,21.4,2019-04-22,2019-04-22
120.385376,70.239227,29.469999,261.682281,42.91494,53.707436,275.42691,40.925774,47.555595,194.877151,21.530001,2019-04-23,2019-04-23
119.972702,70.608971,30.379999,259.342255,42.710201,52.974926,263.557434,39.454273,46.631588,195.715225,22.93,2019-04-24,2019-04-24
123.945862,71.274475,30.370001,267.264496,42.585583,53.316761,262.795044,38.615955,46.737183,194.438629,23.09,2019-04-25,2019-04-25
124.656036,71.588722,31.51,270.903442,42.95945,52.916321,266.503662,38.615955,47.335594,195.939316,23.41,2019-04-26,2019-04-26
124.540894,71.0896,31.629999,270.209351,43.101868,53.404652,269.205109,38.731888,47.282795,194.711472,23.42,2019-04-29,2019-04-29
125.337463,71.801323,30.9,275.097565,43.671585,52.974926,272.885529,38.063023,47.678791,198.531433,22.52,2019-04-30,2019-04-30
122.727036,71.65345,30.889999,274.145721,43.253197,53.980904,272.320801,36.89473,47.203587,198.609375,21.700001,2019-05-01,2019-05-01
121.124336,71.607224,29.26,275.454559,43.075161,54.596214,272.904297,36.671776,46.411579,198.979706,20.959999,2019-05-02,2019-05-02
123.70594,72.143341,29.34,276.277496,43.368923,55.387321,274.890442,36.814465,47.5116,201.640045,21.49,2019-05-03,2019-05-03
122.986176,72.152565,29.139999,276.594788,43.146389,57.184399,274.231567,36.778801,46.904381,200.782486,21.34,2019-05-06,2019-05-06
120.462143,72.060158,28.690001,269.396393,42.728004,55.621716,271.445374,36.208035,45.179573,199.135635,21,2019-05-07,2019-05-07
120.452553,72.478027,28.92,268.216431,42.594475,54.986874,273.497345,35.913723,45.417179,202.634048,20.26,2019-05-08,2019-05-08
120.442955,72.338745,28.450001,266.719238,42.193909,54.66457,277.676636,35.913723,44.528366,202.020065,19.35,2019-05-09,2019-05-09
122.007263,72.821609,28.459999,266.897736,42.897129,55.152908,283.136047,35.280537,45.874783,205.021484,18.6,2019-05-10,2019-05-10
118.379601,71.205833,27.34,258.866364,42.772511,53.570702,278.128418,34.031975,44.079563,203.93013,18.23,2019-05-13,2019-05-13
119.703972,71.558693,27.74,265.122894,43.342213,53.961372,278.279053,34.781113,43.850765,204.125,18.360001,2019-05-14,2019-05-14
121.389679,72.208733,27.75,260.809784,43.778404,52.974926,277.196533,35.075413,44.361164,205.03125,18.059999,2019-05-15,2019-05-15
124.192749,73.267334,27.879999,264.756042,44.134468,54.449707,286.816437,35.548077,44.026756,206.892517,18.17,2019-05-16,2019-05-16
123.364372,73.276627,27.870001,259.510834,43.796211,54.137165,288.680176,34.798943,43.472359,204.621964,17.02,2019-05-17,2019-05-17
121.582336,71.187248,27.309999,260.680908,43.484646,52.711224,296.106781,34.888126,42.65395,198.044174,17.68,2019-05-20,2019-05-20
122.237343,71.995155,28.01,263.110107,43.262108,52.681923,297.669281,35.227024,43.041153,200.256287,18.450001,2019-05-21,2019-05-21
122.97905,71.735138,27.42,269.356628,44.196781,52.838192,298.036407,34.192497,42.583553,201.562088,19,2019-05-22,2019-05-22
121.543808,70.955116,27.24,268.722076,44.374817,52.603783,292.821747,33.43446,41.659546,204.670685,18.99,2019-05-23,2019-05-23
121.601585,70.713676,27.139999,269.495422,44.161179,52.213116,293.744202,32.997459,42.389946,203.413605,18.83,2019-05-24,2019-05-24
121.524544,70.295784,27.92,264.12149,43.707184,51.812683,290.12973,32.551544,42.117146,198.628891,17.73,2019-05-28,2019-05-28
120.349358,69.905769,27.469999,262.515167,43.271011,51.080177,288.04007,32.266167,42.733154,198.570419,17.129999,2019-05-29,2019-05-29
121.110336,70.732224,27.129999,265.707825,43.84071,51.25631,291.616852,31.37434,43.093956,207.18483,17.780001,2019-05-30,2019-05-30
119.135666,70.630081,27.26,264.71637,43.733891,49.710205,286.663574,30.937347,42.891556,210.887924,17.1,2019-05-31,2019-05-31
115.436745,70.778664,27.32,263.030701,44.490532,49.377502,290.151642,31.65081,43.789158,211.872101,17.889999,2019-06-03,2019-06-03
118.634773,72.914459,28.620001,265.697937,44.508331,51.403095,295.190155,32.32019,45.135571,211.911102,18.74,2019-06-04,2019-06-04
121.206665,74.251671,28.049999,272.460175,45.202667,51.540089,299.444031,31.605579,45.205975,215.087921,20.75,2019-06-05,2019-06-05
123.12355,75.58886,28.379999,273.917694,45.75457,53.056835,297.600708,31.70508,45.584381,215.828537,20.969999,2019-06-06,2019-06-06
126.571999,76.591766,28.42,279.301727,45.834686,53.39933,300.88089,32.202591,45.452377,214.87355,20.459999,2019-06-07,2019-06-07
127.727928,76.081024,28.25,281.354065,45.736763,53.438469,294.282684,32.085014,45.654781,215.886978,19.77,2019-06-10,2019-06-10
127.246284,76.489616,28.969999,282.633118,45.692261,53.321045,284.281372,33.188568,46.165176,217.572861,19.1,2019-06-11,2019-06-11
126.65873,77.009644,29.23,282.801666,45.968212,52.117428,288.176056,32.184509,46.613983,221.061493,18.24,2019-06-12,2019-06-12
127.458206,77.399666,29.889999,284.002228,45.869526,53.369972,290.803986,33.279037,46.684383,218.771484,18.290001,2019-06-13,2019-06-13
127.583427,78.22612,29.02,283.029907,46.03101,53.927742,292.505554,32.501106,46.877983,220.720444,18.48,2019-06-14,2019-06-14
127.968712,77.093208,29.52,283.694611,45.63628,53.683102,292.543304,33.161434,47.018784,221.938538,18.879999,2019-06-17,2019-06-17
130.193863,77.000343,29.65,286.939117,45.429935,54.006031,296.059845,33.40567,47.678791,223.692612,19.139999,2019-06-18,2019-06-18
130.704376,77.826828,30.5,290.491089,45.860558,53.526543,297.950439,33.025753,47.713997,227.522324,20.530001,2019-06-19,2019-06-19
131.918106,78.64399,30.93,291.046722,46.345001,53.595039,306.108398,34.599693,48.224392,227.717224,23.57,2019-06-20,2019-06-20
131.937347,77.836105,30.690001,292.157959,46.246315,52.14679,304.539215,35.169575,48.189194,225.992371,22.959999,2019-06-21,2019-06-21
132.717575,77.678238,31.01,293.239471,46.578251,51.354168,303.896393,34.961529,48.294804,226.586838,21.67,2019-06-24,2019-06-24
128.52739,78.235405,29.93,291.235199,46.434704,51.735798,303.584473,34.898212,47.617199,222.503738,21.6,2019-06-25,2019-06-25
129.009018,77.427505,29.52,289.945435,45.860558,51.226955,301.268433,35.296211,47.5116,217.796967,21.719999,2019-06-26,2019-06-26
129.220947,77.594658,29.74,291.473328,45.824677,51.872795000000004,300.871521,35.377628,47.626911,219.093033,23.950001,2019-06-27,2019-06-27
129.037964,77.845398,30.700001,291.384094,45.681133,53.03727,305.437256,35.94751,47.422886,219.102798,22.92,2019-06-28,2019-06-28
130.694763,78.513985,30.68,297.069305,46.291168,52.567566,301.117218,35.567596,47.733364,219.248962,23.35,2019-07-01,2019-07-01
131.561676,79.405449,30.879999,298.755951,46.632084,51.774944,305.985565,35.440948,47.680134,224.54039,22.4,2019-07-02,2019-07-02
132.409348,81.52269,30.9,303.042236,46.739727,52.606701,307.460205,35.721367,46.926128,228.311661,22.370001,2019-07-03,2019-07-03
132.024063,81.52269,31.26,298.299591,46.748707,53.712463,307.412964,35.793724,47.467236,226.67453,21.790001,2019-07-05,2019-07-05
131.927704,81.197678,31.299999,295.481812,46.650013,51.804295,306.269104,36.083187,46.526932,227.463852,21.73,2019-07-08,2019-07-08
131.446075,81.00267,31.629999,294.578888,46.2822,52.587135,307.989532,36.363613,45.639881,228.759918,21.889999,2019-07-09,2019-07-09
132.785049,82.070564,31.65,294.201874,46.488537,51.471592,306.335358,36.743526,44.939083,229.948792,21.4,2019-07-10,2019-07-10
133.314789,82.711311,31.620001,293.239471,46.685905,51.784729,307.157715,37.060123,44.397972,229.17897,20.450001,2019-07-11,2019-07-11
133.796448,83.361343,32.41,288.665558,46.757668,51.099743,311.506104,36.915401,44.300381,227.999832,19.4,2019-07-12,2019-07-12
133.796448,83.723511,32.380001,286.571991,46.766647,49.993988,307.479126,36.607841,44.557644,229.266632,17.74,2019-07-15,2019-07-15
132.04332,83.649193,32.57,283.972443,46.775616,49.240505,306.117889,36.24601,45.205204,226.382156,18.129999,2019-07-16,2019-07-16
131.263046,83.807076,31.799999,284.756317,46.811504,48.046677,304.38797,34.943436,45.285049,225.933929,18.450001,2019-07-17,2019-07-17
131.407562,84.967819,31.32,291.433685,46.676933,48.927368,303.575043,35.079121,45.311649,225.885178,18.459999,2019-07-18,2019-07-18
131.60022,83.853508,31.459999,287.55423,46.102779,48.487022,304.539215,35.015793,45.675362,222.571945,17.790001,2019-07-19,2019-07-19
133.343674,84.42926,30.98,289.44931,45.950268,48.252171,305.522369,35.721367,45.604389,224.423492,17.65,2019-07-22,2019-07-22
134.172104,83.677071,30.889999,291.324585,48.740303,49.015442,306.269104,35.956547,46.216465,227.220245,18.889999,2019-07-23,2019-07-23
135.549576,84.178505,31.49,286.105682,48.246883,48.800156,324.210999,36.481205,46.012444,228.10701,18.889999,2019-07-24,2019-07-24
135.039032,84.484955,31.459999,288.318207,47.609936,49.025227,335.318329,36.137459,44.921345,227.824402,18.35,2019-07-25,2019-07-25
136.146805,92.034561,31.469999,284.964691,48.596756,49.592777,333.238647,36.19173,45.089892999999996,230.7771,18.700001,2019-07-26,2019-07-26
135.848175,91.022369,31.08,286.661316,48.43528,49.36771,335.989441,35.468079,44.832634,230.93301399999999,18.280001,2019-07-29,2019-07-29
135.193146,89.750175,31.02,281.69046,48.193062,49.886345,333.6073,35.775631,48.088184,242.090866,18,2019-07-30,2019-07-30
131.263046,87.930092,30.309999,275.509155,47.215202,50.160332,326.668793,36.155556,48.620438,239.147888,18.129999,2019-07-31,2019-07-31
132.987305,88.570847,29.940001,275.638153,46.676933,49.856991,326.148895,34.834885,47.759972,240.492706,18.049999,2019-08-01,2019-08-01
131.869919,88.691551,29.43,272.671509,46.946068,49.054585,322.5,33.848907,47.476109,242.276001,18.6,2019-08-02,2019-08-02
127.352242,87.010773,29.18,266.361206,46.336021,47.831398,324.059723,32.555386,46.216465,238.728867,17.950001,2019-08-05,2019-08-05
129.741119,88.533699,29.540001,273.802582,46.892235,47.694408,334.874054,32.075958,45.710831,241.652328,18.23,2019-08-06,2019-08-06
130.309433,88.757401,29.860001,272.641785,47.708614,46.970276,341.651917,31.424665,45.879387,241.408707,18.16,2019-08-07,2019-08-07
133.786804,89.736137,29.67,278.30719,48.166145,47.430191,348.779449,31.849819,46.775318,246.115433,18.51,2019-08-08,2019-08-08
132.650177,89.764114,29.459999,274.209442,47.923927,46.598419,350.273041,31.234705,46.677742,247.801331,18.120001,2019-08-09,2019-08-09
130.80069,88.468445,29.25,269.873535,47.726563,44.876186,352.796997,30.999519,44.699566,248.33725,16.75,2019-08-12,2019-08-12
133.507462,90.071686,29.6,273.018799,47.995689,45.492672,350.386505,31.325171,44.539894,253.14151,16.950001,2019-08-13,2019-08-13
129.486954,88.477768,27.49,267.37326,47.538162,44.45541,341.651917,29.253708,43.3601,248.249573,15.93,2019-08-14,2019-08-14
