MSFT,SBUX,WBD,TMO,KO,IBKR,NOC,SLB,NTR,SBAC,PCG,Dates,date
129.197006,89.046356,27.17,271.17334,48.327625,44.553261,345.244019,28.629555,43.324608,253.219421,14.39,2019-08-15,2019-08-15
131.564865,89.96917,27.950001,273.99115,48.812073,45.756874,347.786896,29.597445,44.158455,253.648239,14.28,2019-08-16,2019-08-16
133.768417,90.099686,28.42,277.334808,49.063263,46.608208,349.838196,30.845743,44.477802,254.184174,10.67,2019-08-19,2019-08-19
132.656952,89.139572,28.209999,274.030823,48.336601,45.727512,348.826752,30.664835,43.71492,253.414322,11.66,2019-08-20,2019-08-20
134.135651,89.782745,28.280001,276.094574,48.533962,45.756874,348.949677,30.474869,43.77702,253.774918,12.25,2019-08-21,2019-08-21
133.159515,89.9412,28.030001,275.995331,48.883839,45.590527,351.672058,30.492964,43.989914,253.882095,11.68,2019-08-22,2019-08-22
128.916748,88.272697,27.01,267.254181,48.210999,44.426048,341.727539,28.973286,42.606079,254.145172,11.04,2019-08-23,2019-08-23
130.907669,89.950531,27.200001,268.802002,48.928692,43.633423,346.595795,28.575281,43.253647,258.228271,11.8,2019-08-26,2019-08-26
131.187958,89.568359,26.469999,270.796265,49.090179,44.083561,344.260864,28.267729,43.218163,258.442963,11.22,2019-08-27,2019-08-27
131.014023,90.481842,26.940001,273.901764,49.440056,44.484768,343.996277,28.602419,43.679436,256.793762,10.82,2019-08-28,2019-08-28
133.488129,91.069077,27.73,283.535919,49.386223,45.052319,347.805817,29.181335,44.256046,256.179047,10.43,2019-08-29,2019-08-29
133.236847,90.006462,27.6,284.815857,49.377251,46.187439,347.749084,29.335117,44.672966,256.091187,10.45,2019-08-30,2019-08-30
131.477829,90.202202,26.889999,281.313354,49.6105,46.295067,346.198761,29.142181,43.635086,259.44809,10.57,2019-09-03,2019-09-03
133.014572,89.586998,27.040001,283.664948,50.032143,46.275501,351.70993,30.299788,44.300381,262.775726,10.69,2019-09-04,2019-09-04
135.353424,89.074326,27.4,291.721466,49.44902,47.175766,348.278442,31.292019,45.595516,256.842651,10.56,2019-09-05,2019-09-05
134.435272,89.242104,27.34,292.74334700000003,49.547707,47.948822,348.90451,31.420631,45.826157,256.04245,10.19,2019-09-06,2019-09-06
132.908264,87.769348,27.299999,289.737061,48.910755,47.91946,337.577057,33.285664,45.329391,245.913132,11.19,2019-09-09,2019-09-09
131.516541,84.217934,28.43,287.236755,48.803097,48.487022,336.875061,34.415695,46.38501,235.266647,10.9,2019-09-10,2019-09-10
131.555206,84.805168,28.549999,292.634216,49.135033,49.798275,340.442169,34.28709,45.923737,236.388901,10.68,2019-09-11,2019-09-11
132.908264,85.811874,28.110001,292.664032,49.440056,50.248402,346.485413,33.901215,45.302784,239.960464,10.1,2019-09-12,2019-09-12
132.714966,84.339104,27.889999,295.323029,49.033386,50.630043,345.024384,34.296268,45.879387,237.637955,11.18,2019-09-13,2019-09-13
131.758163,83.351044,27.969999,293.208313,48.762291,51.050816,352.376831,36.11536,45.959217,240.341049,11.01,2019-09-16,2019-09-16
132.782593,84.59079,27.200001,290.607147,49.015327,50.874687,355.260864,35.067997,45.870502,246.879211,11.16,2019-09-17,2019-09-17
133.874725,84.78653,27.209999,292.840973,49.006287,50.590904,358.05957,34.939388,45.897121,247.269547,11.75,2019-09-18,2019-09-18
136.339188,85.34581,26.67,293.128937,49.268349,50.649605,356.313934,34.691326,46.207592,245.142212,12.2,2019-09-19,2019-09-19
134.763855,83.956947,26.23,294.201141,48.717106,51.031242,349.293549,34.268703,45.746315,250.567886,11.61,2019-09-20,2019-09-20
134.473907,84.646706,26.58,288.363373,48.924953,50.923603,350.194824,34.296268,44.664085,249.396912,11.54,2019-09-23,2019-09-23
132.772934,83.817116,26.42,283.11142,49.069538,49.309006,350.555359,32.670116,44.087498,248.616241,10.93,2019-09-24,2019-09-24
134.686539,84.217934,26.690001,280.301727,48.952068,50.620262,355.773163,32.376114,43.812504,240.067795,10.77,2019-09-25,2019-09-25
134.860519,83.705254,26.459999,284.789215,49.150879,50.404968,362.546936,31.733007,43.34235,240.028763,10.7,2019-09-26,2019-09-26
133.111237,82.372299,26.799999,285.335327,49.078575,52.244648,352.139679,31.540079,44.273479,231.109528,10.12,2019-09-27,2019-09-27
134.367615,82.418915,26.629999,289.17749,49.196056,52.626274,355.564514,31.39307,44.65847,235.325195,10,2019-09-30,2019-09-30
132.473343,80.63855,26.77,285.335327,49.385834,47.674824,348.923584,30.04254,44.891254000000004,231.3535,9.9,2019-10-01,2019-10-01
130.134491,78.597191,26.43,277.52182,47.967056,46.295067,343.904877,29.178932,44.076515,228.133179,8.96,2019-10-02,2019-10-02
131.709824,78.923416,27.02,280.877625,48.653851,45.884083,345.641022,29.445364,43.52142,231.548676,9.55,2019-10-03,2019-10-03
133.488129,80.088585,27.01,290.200104,49.28643,46.569069,350.05249,29.289179,43.396072,230.865555,10.87,2019-10-04,2019-10-04
132.521652,80.023354,27.379999,287.082672,48.680962,46.569069,349.046936,29.215681,43.52142,230.641144,11.5,2019-10-07,2019-10-07
131.12027,79.147133,26.83,269.97644,48.4189,46.569069,349.540192,28.214264,43.34235,231.431564,10.9,2019-10-08,2019-10-08
133.604126,80.023354,27.01,274.52356,48.644821,44.474983,348.77182,28.388823,44.121284,232.875824,10.98,2019-10-09,2019-10-09
134.435272,80.125885,27.35,278.643738,48.491192,46.295067,349.83432,28.545006,44.515217,236.954865,7.79,2019-10-10,2019-10-10
134.995804,80.498741,27.969999,281.602295,48.165867,46.891987,343.639313,29.840422,45.562737,235.637466,8.02,2019-10-11,2019-10-11
134.870148,80.741096,27.75,282.207947,48.165867,46.030869,347.62384,29.923105,44.873344,235.042191,7.67,2019-10-14,2019-10-14
136.822433,80.582619,27.860001,283.96521,48.355633,46.422279,343.373688,30.143602,44.586845,233.236832,7.71,2019-10-15,2019-10-15
135.701385,80.824974,27.799999,278.544434,48.337563,45.111034,345.982574,29.353491000000002,44.291386,227.313492,7.88,2019-10-16,2019-10-16
135.005478,80.433495,27.889999,279.566986,48.608665,44.778328,337.994507,29.298365,43.960121,234.242035,7.83,2019-10-17,2019-10-17
132.801956,80.191124,27.709999,279.398224,49.5033,44.03463,331.685638,29.684237,43.861633,238.203934,7.76,2019-10-18,2019-10-18
133.787735,79.557289,27.690001,281.503052,49.006287,44.21077,332.416168,30.86021,43.807922,239.892166,8.04,2019-10-21,2019-10-21
131.796799,77.795547,28.17,278.971375,48.662891,44.934887,334.304047,31.990255,43.512463,239.062683,8.1,2019-10-22,2019-10-22
132.637619,77.12442,28.16,294.796844,49.376789,44.279263,335.082031,32.458805,43.333401,241.990219,8.2,2019-10-23,2019-10-23
135.247086,77.534546,27.540001,291.331909,49.349686,44.641323,338.601715,32.256683,43.199097,240.604523,7.2,2019-10-24,2019-10-24
136.010605,77.720993000000007,27.57,294.548676,48.572521,45.522026,327.302582,32.238308,44.183949,238.252701,5,2019-10-25,2019-10-25
139.354584,77.926056,27.790001,297.745483,48.409859,46.66692,328.754181,32.173996,43.772106,236.652344,3.8,2019-10-28,2019-10-28
138.040161,78.420082,27.42,295.809509,48.265274,47.038776,329.361298,31.96269,44.345108,232.914825,5.03,2019-10-29,2019-10-29
139.760468,78.476028,26.91,299.691406,48.744221,47.26384,335.91684,30.410036,43.709435,236.047318,6.14,2019-10-30,2019-10-30
138.562057,78.8209,26.959999,299.810608,49.187019,46.549496,334.398926,30.033352,42.787258,234.837265,6.17,2019-10-31,2019-10-31
138.90033,77.562523,27.26,301.418945,48.708076,45.981945,334.066895,31.641138,43.225964,234.378632,6.43,2019-11-01,2019-11-01
139.702499,76.779533,27.809999,298.609222,48.021282,45.443737,323.194763,33.294853,44.058605,228.933395,7.27,2019-11-04,2019-11-04
139.615524,76.332115,27.950001,290.52774,47.370625,45.326309,320.519409,33.735847,44.551029,223.234467,8,2019-11-05,2019-11-05
139.228958,77.357452,27.690001,292.453827,47.714035,44.964252,326.372864,32.670116,43.942215,225.90831,6.92,2019-11-06,2019-11-06
139.422195,76.388023,31.030001,291.431183,47.253159,45.55138,325.813141,33.147858,44.148136,221.25351,6.02,2019-11-07,2019-11-07
141.065231,76.220253,30.91,292.533234,47.180859,45.952587,332.150482,33.386723,43.969078,222.941711,6.48,2019-11-08,2019-11-08
141.210159,76.835449,30.959999,291.421234,46.8465,44.915325,332.046173,33.451035,43.413979,223.097839,6.26,2019-11-11,2019-11-11
142.138,78.053276,30.74,293.843719,46.729019,45.277386,333.649475,33.267292,43.807922,220.921753,7.06,2019-11-12,2019-11-12
142.369934,78.634094,29.879999,297.864624,47.361599,45.522026,335.575317,32.183186,44.273479,225.732635,6.92,2019-11-13,2019-11-13
143.094788,79.046265,29.9,298.678772,47.560398,45.619877,337.444244,31.889191,44.148136,229.304214,6.7,2019-11-14,2019-11-14
144.94072,78.887024,29.719999,304.605835,47.596554,45.502449,338.364502,32.486374,44.201855,231.52916,7.42,2019-11-15,2019-11-15
145.29834,78.70903,30.76,298.827637,47.921875,44.954464,338.402466,31.870815,42.86784,230.455704,7.09,2019-11-18,2019-11-18
145.346634,78.371788,31.57,304.218719,47.967056,45.874302,335.404602,31.5217,42.679821,234.193237,6.84,2019-11-19,2019-11-19
145.094482,78.315582,32.02,305.122101,48.093578,46.226578,334.892212,33.202976,41.829266,235.297623,7.15,2019-11-20,2019-11-20
144.95874,77.097755,32.139999,303.116669,47.858616,45.825378,330.357452,33.643959,41.677059,232.326477,7.01,2019-11-21,2019-11-21
145.065445,77.772255,32.529999,305.558899,47.921875,46.911556,331.249176,33.634785,41.694965,227.08786,7.31,2019-11-22,2019-11-22
146.655823,78.456093,32.330002,308.368652,48.093578,48.330456,331.80896,34.066582,42.455986,226.296188,7.4,2019-11-25,2019-11-25
147.431625,79.214912,33.360001,311.19812,48.708076,47.890102,335.698669,33.432663,41.990421,231.72052,7.47,2019-11-26,2019-11-26
147.712845,80.348419,33.119999,313.154053,48.753258,48.282333,334.778412,33.781784,42.187393,232.160309,7.55,2019-11-27,2019-11-27
146.801331,80.029915,32.939999,311.694611,48.616699,47.478275,334.978394,33.258102,42.455986,231.114548,7.46,2019-11-29,2019-11-29
145.026657,79.224258,32.740002,310.791107,48.935341,45.919201,325.417664,33.405094,41.578571,226.882599,7.86,2019-12-02,2019-12-02
144.793884,79.458466,32.130001,310.642212,48.980865,45.340675,326.769867,32.594658,41.399506,229.648514,8.52,2019-12-03,2019-12-03
145.317566,80.001816,32.200001,313.372498,49.426975,46.321228,326.826996,33.712517,41.766598,230.029678,9.47,2019-12-04,2019-12-04
145.395096,79.111855,32.080002,313.729858,49.335926,46.64481,327.969788,33.395775,41.435322,230.596558,9.78,2019-12-05,2019-12-05
147.16011,80.86364,32.040001,317.820251,49.545319,46.282009,328.303009,34.36459,41.874031,231.134094,9.65,2019-12-06,2019-12-06
146.781891,80.82618,32.02,314.156769,49.226677,45.370087,326.674683,34.616108,42.026237,232.365585,11.18,2019-12-09,2019-12-09
146.558823,80.601341,32.240002,314.812042,48.953548,45.5564,328.036377,34.783779,41.506954,230.264282,12.32,2019-12-10,2019-12-10
147.111618,81.116577,32.09,315.794922,49.117424,45.840759,332.064514,35.771221,41.515896,230.430405,12.14,2019-12-11,2019-12-11
148.605042,82.634186,32.360001,317.065643,49.290405,47.154697,329.38855,36.395344,41.990421,222.885239,11.72,2019-12-12,2019-12-12
149.856033,83.065094,32.34,318.197601,49.545319,45.948616,328.198212,36.330143,42.635044,230.147003,11.24,2019-12-13,2019-12-13
150.825775,83.168159,32.349998,319.339905,49.545319,45.732895,328.236359,36.702763,43.378159,229.365082,9.67,2019-12-16,2019-12-16
150.011154,82.559235,32.369999,317.680969,49.545319,46.00745,329.331421,36.758652,43.422932,222.445435,10.91,2019-12-17,2019-12-17
149.700851,82.428093,32.349998,317.492218,49.081005,46.076092,322.532349,36.9077,43.494556,228.602737,11.31,2019-12-18,2019-12-18
151.00029,82.924591,32.759998,321.118103,49.454288,46.468311,325.874725,36.898384,43.252823,232.7565,10.92,2019-12-19,2019-12-19
152.648895,82.868385,32.950001,324.565277,50.046062,46.380062,329.398071,36.730709,43.637806,235.756989,10.99,2019-12-20,2019-12-20
152.648895,82.652931,32.900002,325.876526,49.991444,46.046673,331.502594,37.997608,43.512463,235.160797,10.94,2019-12-23,2019-12-23
152.619812,82.924591,33.029999,324.356628,49.809357,45.791733,330.512207,37.867195,43.575134,234.711227,10.95,2019-12-24,2019-12-24
153.870804,82.512405,33.279999,323.561859,50.091576,46.360451,331.350281,37.326897,43.790012,235.796082,10.86,2019-12-26,2019-12-26
154.152023,82.559235,33.130001,324.396362,50.392025,46.223171,329.902832,37.261692,43.0648,235.942673,10.44,2019-12-27,2019-12-27
152.823441,81.912849,32.759998,322.896301,50.319187,45.664265,332.407257,37.634308,42.811737,233.088806,10.8,2019-12-30,2019-12-30
152.93013,82.362511,32.740002,322.727386,50.392025,45.71328,327.550751,37.447998,43.299786,235.532196,10.87,2019-12-31,2019-12-31
155.761795,83.702141,32.220001,324.21756,50.06427,46.870338,338.720795,37.420048,42.775597,233.46022,10.85,2020-01-02,2020-01-02
153.822296,83.214996,32.029999,320.69101,49.791145,46.301617,357.109039,37.783344,42.341782,235.571304,10.57,2020-01-03,2020-01-03
154.21991,82.559235,31.959999,322.995667,49.772938,46.507526,357.889893,38.025555,42.739452,235.786285,10.38,2020-01-06,2020-01-06
152.813766,82.306313,32.07,324.823486,49.39056,46.25259,357.070923,37.829922,43.155186,232.072357,10.58,2020-01-07,2020-01-07
155.247818,83.261833,32.110001,325.340088,49.481594,47.144894,352.614349,36.712078,43.137096,234.593918,10.61,2020-01-08,2020-01-08
157.187347,84.807541,32.25,327.436157,50.382923,47.664585,354.585541,37.131268,43.04673,235.737442,10.26,2020-01-09,2020-01-09
156.460007,84.46093,31.85,326.562012,50.555897,47.576332,356.518616,37.103325,42.667141,239.285233,10.2,2020-01-10,2020-01-10
158.341354,85.322777,31.790001,329.830261,51.102158,48.086212,358.842194,36.544399,43.363045,244.387009,11.07,2020-01-13,2020-01-13
157.226135,85.238449,31.9,330.605133,50.983799,48.086212,356.785278,36.823849,43.697433,243.028473,11.92,2020-01-14,2020-01-14
158.24437,85.753693,32.240002,332.989288,51.621098,47.615551,362.108459,35.706009,43.3269,243.849457,12.75,2020-01-15,2020-01-15
161.143951,86.727966,32.77,334.519165,51.73035,48.821629,365.460388,36.125198,42.576771,245.051605,12.63,2020-01-16,2020-01-16
162.045792,87.702209,32.43,336.953003,51.839596,49.174637,361.832275,35.743263,42.359856,246.331909,13.08,2020-01-17,2020-01-17
161.463974,86.681114,31.969999,335.035736,52.048992,49.841412,360.080109,34.420483,42.124878,248.677567,13.23,2020-01-21,2020-01-21
160.688187,86.681114,32.029999,337.807343,52.449585,48.233295,357.404175,34.168968,41.528381,246.889038,12.54,2020-01-22,2020-01-22
161.677307,87.824005,30.450001,333.168091,52.649872,47.301773,363.289215,33.936077,40.986126,249.234665,13.73,2020-01-23,2020-01-23
160.048126,86.212723,30.32,331.47934,52.513313,46.723255,363.422485,33.321262,40.019085,247.416794,14.27,2020-01-24,2020-01-24
157.371613,83.121307,30.200001,328.777283,52.331223,46.036865,360.97525,31.63517,38.690536,247.016083,14.04,2020-01-27,2020-01-27
160.455429,82.999535,30.52,331.062164,51.90332,46.036865,363.612976,31.63517,39.639507,246.048508,14.95,2020-01-28,2020-01-28
162.957352,81.238365,29.700001,331.687988,51.90332,47.017418,364.384308,31.420921,39.133392,243.693085,15.05,2020-01-29,2020-01-29
167.554001,80.413986,29.92,317.750458,53.587616,47.635162,366.498291,31.709694,38.907452,247.993439,14.91,2020-01-30,2020-01-30
165.081146,79.467834,29.26,311.124481,53.168819,46.085896,356.690063,31.215973,38.582081,243.908081,15.21,2020-01-31,2020-01-31
169.105621,80.573242,29.15,316.240509,53.332695,50.174786,346.386536,31.169399,38.618233,243.927658,17.27,2020-02-03,2020-02-03
174.671997,82.793427,29.74,323.810272,53.569408,52.322197,344.539093,31.737638,38.744766,248.413696,16.75,2020-02-04,2020-02-04
174.458649,82.407562,30.629999,330.29715,53.578503,51.125923,350.243164,32.669186,40.037151,248.804657,16.889999,2020-02-05,2020-02-05
178.075836,81.080536,30.049999,329.810425,53.705967,50.723896,346.386536,32.147514,39.910637,250.690887,16.84,2020-02-06,2020-02-06
178.327972,81.334648,29.790001,324.058655,53.888058,50.743511,344.167755,32.063683,39.106274,252.958374,17.35,2020-02-07,2020-02-07
182.992493,82.379333,29.83,331.73761,54.397896,52.410446,345.948517,31.998465,38.826103,258.744293,18.030001,2020-02-10,2020-02-10
178.861343,82.360512,30.209999,335.552307,54.252228,54.165634,350.471802,32.414406,39.250881,277.568115,17.9,2020-02-11,2020-02-11
179.123199,83.358131,30.35,332.363525,54.088348,54.126408,350.176575,33.132835,39.296066,286.178589,16.870001,2020-02-12,2020-02-12
178.153442,84.6381,30.33,333.37674,54.270432,54.195053,350.433655,32.773613,38.636311,283.217255,16.76,2020-02-13,2020-02-13
179.743805,84.026344,30.209999,336.953003,54.579983,54.067581,353.233337,32.537292,37.307762,287.937805,16.200001,2020-02-14,2020-02-14
181.56694,83.979301,30.299999,335.14502,54.197601,53.753807,354.64267,31.809414,37.316795,285.113342,16.09,2020-02-18,2020-02-18
182.111465,84.835739,30.48,337.49939,54.416107,54.783375,348.671967,32.414406,37.958485,283.285645,17.51,2020-02-19,2020-02-19
179.330429,83.38636,29.98,333.843658,54.370575,55.891407,345.9104,31.97957,39.070126,285.513977,17.85,2020-02-20,2020-02-20
173.661331,82.21933,29.209999,332.731018,54.743851,53.969524,348.854095,31.563631,38.4646,288.954285,17.92,2020-02-21,2020-02-21
166.173843,79.546448,28.309999,321.018799,53.396427,52.900719,343.48288,29.238192,37.976551,288.817444,17.25,2020-02-24,2020-02-24
163.431641,77.353569,27.42,307.58786,52.640774,51.263203,324.922394,27.735161,36.675125,284.497528,17.57,2020-02-25,2020-02-25
165.473709,75.923004,26.469999,307.121063,52.440479,53.008579,319.522491,26.827671,36.566673,281.75119,16.719999,2020-02-26,2020-02-26
153.814606,73.68306,24.67,295.120667,50.009644,50.729481,316.894196,25.371906,35.726162,265.732391,16.33,2020-02-27,2020-02-27
157.538879,73.814819,25.700001,288.882172,48.698627,50.199009,314.284973,25.608234,36.539558,259.086395,15.5,2020-02-28,2020-02-28
168.021378,77.532364,26.4,302.94873,50.910961,53.273823,321.11853,26.269943,37.063744,278.594299,15.05,2020-03-02,2020-03-02
159.969894,73.974808,26.24,308.313141,51.038422,50.74913,314.801086,25.343546,36.738392,280.167816,14.81,2020-03-03,2020-03-03
165.843201,74.981857,26.51,324.485748,53.642238999999996,49.698006,331.612579,25.59878,37.009529,296.372345,15.13,2020-03-04,2020-03-04
161.681351,71.706612,25.23,310.826508,51.657516,47.379604,313.271942,24.417152,36.512451,293.518524,15.08,2020-03-05,2020-03-05
157.111053,70.906654,25.440001,309.117798,50.310081,47.153675,314.399689,22.54545,34.813351,279.102539,14.27,2020-03-06,2020-03-06
146.463226,66.662041,23.65,293.402161,47.214645,43.13578,299.413666,16.363174,31.225374,259.136963,12.62,2020-03-09,2020-03-09
156.478973,70.464294,25.08,305.670715,48.853401,45.837299,320.067261,17.195044,30.637918,275.955261,13.9,2020-03-10,2020-03-10
149.390167,64.280907,24.059999,287.471527,47.533287,43.872555,303.781433,16.429348,28.920748,268.916626,12.04,2020-03-11,2020-03-11
135.22226,58.445744,22.280001,282.444885,42.935646,40.699516,277.642059,13.631255,25.278542,258.40274,9.06,2020-03-12,2020-03-12
154.44664,65.805573,22.889999,298.371552,44.515308,43.342079,300.579742,15.276081,28.27907,275.955261,10.21,2020-03-13,2020-03-13
131.682724,55.142292,20.629999,277.722534,41.567211,39.206314,270.082062,13.621802,24.781464,251.305389,8.95,2020-03-16,2020-03-16
142.524994,55.509338,21.51,294.58374,43.330559,41.907822,305.195923,13.234227,23.940958,268.681702,9.22,2020-03-17,2020-03-17
136.525284,53.015285,19.879999,301.214874,41.190662,37.565762,308.703491,11.390889,22.684711,254.770874,7.27,2020-03-18,2020-03-18
138.7715,57.796345,21.219999,279.203888,38.417072,39.952911,283.76825,13.111338,24.76339,239.978943,7.91,2020-03-19,2020-03-19
133.559433,54.615246,18.76,276.74823,35.175087,37.23175,271.448761,13.498913,25.079714,224.501862,7.22,2020-03-20,2020-03-20
132.227249,53.222332,18.49,253.812653,34.495461,34.65794,257.915527,12.128223,23.308315,210.923828,8.12,2020-03-23,2020-03-23
144.246155,61.062153,20.030001,280.386902,36.231251,40.021679,268.830139,13.848674,25.902147,237.140015,8.83,2020-03-24,2020-03-24
142.865356,61.937431,21.059999,270.097198,38.215015,42.72319,275.596741,13.80141,27.691614,238.021072,9.25,2020-03-25,2020-03-25
151.801712,65.786758,20.93,281.500397,40.676361,42.359711,306.973663,14.671089,29.517242,258.921539,9.79,2020-03-26,2020-03-26
145.568634,62.436237,19.030001,272.74176,39.317108,40.689682,298.333801,13.007355,27.989862,255.87706,9.6,2020-03-27,2020-03-27
155.808029,63.866795,20.01,283.299896,41.328426,41.455933,299.834351,12.553609,29.759861,272.793274,9.67,2020-03-30,2020-03-30
153.357559,61.871552,19.440001,281.947754,40.639618,42.408829,289.15863,12.752123,31.126339,264.286224,8.99,2020-03-31,2020-03-31
147.912125,58.935143,19.450001,273.59671,38.683407,42.487423,293.4021,11.901351,28.998671,254.986237,8.42,2020-04-01,2020-04-01
150.975174,61.175091,18.68,285.874786,40.364094,43.656429,300.379028,13.120792,30.080849,269.151581,8.28,2020-04-02,2020-04-02
149.584656,59.339844,18.360001,280.565918,40.253883,41.937286,299.729156,13.508366,29.934109,259.225006,7.93,2020-04-03,2020-04-03
160.708908,63.800922,19.65,302.228882,42.862171,44.452156,317.620514,14.812881,31.54821,271.6185,8.56,2020-04-06,2020-04-06
158.978043,64.666779,20.67,294.852142,42.715221,43.184902,311.112,15.569123,32.052608,270.835297,8.57,2020-04-07,2020-04-07
160.572769,67.35849,21.58,305.360626,43.918339,44.403038,315.078308,16.334816,32.841316,295.700623,10.9,2020-04-08,2020-04-08
160.58252,69.532555,22.32,315.531006,45.002064,44.727215,321.749359,15.569123,33.712559,299.371643,11.99,2020-04-09,2020-04-09
160.942291,67.537323,21.99,313.482941,43.10096,43.705563,323.851929,15.077565,32.79546,282.915558,11.6,2020-04-13,2020-04-13
168.906296,69.334915,22.299999,324.468658,44.928585,44.520927,333.35199,14.689994,32.722092,296.239044,11.96,2020-04-14,2020-04-14
167.13652,68.280823,21.35,323.931732,43.725475,43.951149,329.051147,13.924298,31.740797,295.465607,11.31,2020-04-15,2020-04-15
172.154099,69.184334,21.469999,326.924225,43.257084,44.717392,330.914825,13.281492,31.318932,302.200775,11.13,2020-04-16,2020-04-16
173.671036,72.56308,22.139999,329.648224,44.13876,45.120174,340.529602,14.444214,32.841316,308.201691,11.41,2020-04-17,2020-04-17
170.228729,70.887833,21.700001,325.254089,42.733593,43.587669,328.688019,14.378044,32.777119,293.948273,11.14,2020-04-20,2020-04-20
163.188583,68.440819,20.780001,317.757965,41.677422,42.428463,318.910736,13.886487,30.814528,287.839661,10.84,2020-04-21,2020-04-21
168.731262,72.892471,20.370001,333.634918,41.952938,38.69548,326.87207,14.500934,31.456495,300.105896,11,2020-04-22,2020-04-22
166.689224,70.727806,20.389999,318.642761,41.392712,38.51865,320.965576,15.616389,31.520695,300.213531,11,2020-04-23,2020-04-23
169.732803,71.13253,21.02,326.785065,41.723343,37.939049,324.291626,15.228816,31.704111,299.352081,10.61,2020-04-24,2020-04-24
169.246597,73.165421,22.75,340.71347,42.963188,39.412605,329.548126,15.172096,32.364426,302.298737,10.48,2020-04-27,2020-04-27
165.123627,74.059517,23.42,330.523163,42.926456,38.813362,329.280548,15.266628,32.694576,298.882202,10.92,2020-04-28,2020-04-28
172.533325,72.337204,24.73,333.664703,43.275455,40.91563,317.142578,17.2045,33.877632,285.333618,10.51,2020-04-29,2020-04-29
174.264206,72.214851,22.42,332.730194,42.145813,40.277096,316.034027,15.899978,32.749603,283.816223,10.64,2020-04-30,2020-04-30
169.752274,69.447845,21.67,327.888611,41.879475,40.306564,313.539551,14.888505,31.804991,280.722717,10.14,2020-05-01,2020-05-01
173.904434,67.659653,21.870001,324.816559,41.456997,39.874313,308.28302,15.34225,32.474476,282.426056,11,2020-05-04,2020-05-04
175.771423,68.610229,21.25,334.360626,41.695786,39.550144,314.189423,15.361159,32.74044,288.309601,11.81,2020-05-05,2020-05-05
177.502289,68.666702,20.85,333.197479,41.098824,39.461727,308.732208,14.954678,32.492817,282.279266,11.49,2020-05-06,2020-05-06
178.533081,71.932037,20.530001,337.104553,40.96106,39.756439,309.793091,15.814902,31.584888,280.106018,11.14,2020-05-07,2020-05-07
179.583267,73.701935,21.09,331.069916,42.347855,40.404793,313.147705,17.0627,32.566185,285.715363,11.59,2020-05-08,2020-05-08
181.586411,71.80899,20.33,338.406952,41.824364,39.520664,312.975616,16.410444,31.740797,290.316406,11.3,2020-05-11,2020-05-11
177.47316,70.370346,19.780001,329.787476,41.163113,37.929234,311.102448,16.145758,30.245928,283.08194,11.19,2020-05-12,2020-05-12
174.789307,69.67942,19.129999,332.143616,40.354908,36.465504,306.27597,14.983038,28.686859,278.108917,11.11,2020-05-13,2020-05-13
175.54776,70.218918,20.540001,335.325012,40.134495,37.015629,298.123505,15.219363,28.96199,276.973358,11.1,2020-05-14,2020-05-14
178.105194,70.190521,20.469999,340.92218,39.730389,36.583389,307.394165,15.077565,29.062868,278.118683,11.33,2020-05-15,2020-05-15
179.806915,72.149734,21.280001,344.948639,41.300877,38.410591,316.511871,16.968172,30.135876,283.238617,12.27,2020-05-18,2020-05-18
178.562225,71.79953,21.049999,340.78299,40.905956,37.772053,312.555115,16.174116,29.741524,278.314514,11.86,2020-05-19,2020-05-19
181.039001,73.597824,21.17,339.162445,42.145813,38.499004,306.218597,17.213947,29.594786,277.776093,12,2020-05-20,2020-05-20
178.864487,73.872307,20.67,333.794037,41.48455,38.27306,313.587341,16.816925,29.906599,275.367889,11.83,2020-05-21,2020-05-21
178.94252,73.465324,20.299999,338.27774,41.35598,38.135532,311.484741,16.61841,30.200073,283.855408,11.7,2020-05-22,2020-05-22
177.050797,73.597824,21.92,330.632538,42.329494,39.815384,309.84082,17.393555,30.768669,287.311005,11.08,2020-05-26,2020-05-26
177.284836,74.392853,22.620001,335.384674,42.917274,42.733013,327.799164,18.008001,31.722456,296.983704,10.93,2020-05-27,2020-05-27
176.885056,74.336075,21.969999,340.743195,43.247898,42.104301,327.560211,17.762226,31.575718,304.631592,11.68,2020-05-28,2020-05-28
178.688995,73.815514,21.75,347.15567,42.871357,41.700581,321.72467,17.459724,31.181368,308.004456,11.86,2020-05-29,2020-05-29
178.279449,74.127846,21.950001,347.29483,43.156063,42.035366,317.37674,17.421917,32.16267,311.485291,11.87,2020-06-01,2020-06-01
180.307678,73.616753,21.83,348.050385,43.073406,42.242153,313.911896,17.95014,33.400745,312.053925,11.84,2020-06-02,2020-06-02
180.746475,75.320412,22.27,345.167297,43.991817,43.246502,322.454102,18.66396,34.372875,308.808502,11.83,2020-06-03,2020-06-03
178.367233,74.525368,23.09,346.121704,44.010178,42.78371,322.24292,19.349224,33.630013,294.728546,11.87,2020-06-04,2020-06-04
182.540695,77.743393,24.780001,352.136536,45.084721,42.813259,328.34726,20.929142,35.060696,291.38504,12.52,2020-06-05,2020-06-05
183.671814,79.087372,26.15,347.841644,45.782711,44.35918,334.768341,22.509058,35.831059,288.894592,12.57,2020-06-08,2020-06-08
185.075974,77.961075,23.879999,345.624603,45.002064,43.453289,328.759979,21.424055,35.14323,302.239136,11.81,2020-06-09,2020-06-09
