"Date","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted","dn","mavg","up"
2018-02-28,94.839996,95.709999,93.629997,93.769997,31167300,88.497757,86.5339179553153,91.5573334166667,96.580748878018
2018-03-01,93.989998,94.57,91.839996,92.849998,37135600,87.629486,86.6034204503714,91.47966655,96.3559126496286
2018-03-02,91.580002,93.150002,90.860001,93.050003,32830400,87.818222,86.6873627082245,91.3654999166666,96.0436371251088
2018-03-05,92.339996,94.269997,92.260002,93.639999,23901600,88.375061,86.6734679467806,91.41416655,96.1548651532194
2018-03-06,94.339996,94.489998,92.940002,93.32,22175800,88.073044,86.840292374839,91.6059999166666,96.3717074584943
2018-03-07,93.160004,93.940002,92.43,93.860001,26716100,88.582695,87.09890889453,91.8088332166666,96.5187575388033
2018-03-08,94.269997,95.099998,93.769997,94.43,25887800,89.120636,87.2396994085146,92.0208332166666,96.8019670248187
2018-03-09,95.290001,96.540001,95,96.540001,36937300,91.112007,88.1146543265304,92.4946665666666,96.8746788068029
2018-03-12,96.5,97.209999,96.040001,96.769997,26073700,91.329079,89.0227131333795,92.97933315,96.9359531666204
2018-03-13,97,97.239998,93.970001,94.410004,35387800,89.101776,89.6864093171498,93.2923332666666,96.8982572161835
2018-03-14,95.120003,95.410004,93.5,93.849998,32132000,88.573265,90.4461206710876,93.5444998833333,96.642879095579
2018-03-15,93.529999,94.580002,92.830002,94.18,27611000,88.884705,91.0767315563314,93.7341666166666,96.3916016770019
2018-03-16,94.68,95.379997,93.919998,94.599998,49081300,89.281075,91.3059792649819,93.8658330333333,96.4256868016847
2018-03-19,93.739998,93.900002,92.110001,92.889999,33344100,87.667236,91.3822614156454,93.8924996833333,96.4027379510212
2018-03-20,93.050003,93.769997,93,93.129997,23075200,87.893715,91.5298091999417,93.9443329,96.3588566000582
2018-03-21,92.93,94.050003,92.209999,92.480003,24457100,87.280304,91.6679558243255,93.9843330333333,96.300710242341
2018-03-22,91.269997,91.75,89.660004,89.790001,38604700,84.741539,91.2473487855921,93.907333,96.5673172144078
2018-03-23,89.5,90.459999,87.080002,87.18,44068900,82.278282,90.0128068254228,93.6444997,97.2761925745771
2018-03-26,90.610001,94,90.400002,93.779999,56396800,88.507202,89.9351333402805,93.5288331333333,97.122532926386
2018-03-27,94.940002,95.139999,88.510002,89.470001,56569000,84.439522,89.6395129520254,93.3435,97.0474870479745
2018-03-28,89.82,91.230003,88.870003,89.389999,52501100,84.364014,89.1451529436528,93.1165002,97.0878474563471
2018-03-29,90.18,92.290001,88.400002,91.269997,45867500,86.138321,88.8807543696927,92.9948336333333,97.1089128969738
2018-04-02,90.470001,90.879997,87.510002,88.519997,48515400,83.542938,88.3570278790849,92.8256668,97.294305720915
2018-04-03,89.580002,90.050003,87.889999,89.709999,37213800,84.666031,87.8909184608578,92.6170001833333,97.3430819058088
2018-04-04,87.849998,92.760002,87.730003,92.330002,35560000,87.138718,87.7265061050746,92.4848336333333,97.243161161592
2018-04-05,92.440002,93.07,91.400002,92.379997,29771900,87.185898,87.6886773855741,92.4285002333333,97.1683230810925
2018-04-06,91.489998,92.459999,89.480003,90.230003,38026000,85.156784,87.5413062633243,92.2430004,96.9446945366757
2018-04-09,91.040001,93.169998,90.620003,90.769997,31533900,85.666435,87.6422645949372,92.017667,96.3930694050627
2018-04-10,92.389999,93.279999,91.639999,92.879997,26812000,87.657799,87.9785076687166,91.8140003,95.6494929312833
2018-04-11,92.010002,93.290001,91.480003,91.860001,24872100,86.69516,88.1498351007928,91.664167,95.1784988992071
2018-04-12,92.43,94.160004,92.43,93.580002,26758900,88.318436,88.2154138991121,91.6210004,95.0265869008878
2018-04-13,94.050003,94.18,92.440002,93.080002,23346100,87.846535,88.2565794318656,91.5895004,94.9224213681344
2018-04-16,94.07,94.660004,93.419998,94.169998,20288100,88.875259,88.3222170669477,91.5620005166666,94.8017839663856
2018-04-17,95,96.540001,94.879997,96.07,26771000,90.668434,88.0088506926716,91.7051671166666,95.4014835406616
2018-04-18,96.220001,96.720001,95.519997,96.440002,21043300,91.017624,87.7093760059654,91.85150055,95.9936250940346
2018-04-19,96.440002,97.07,95.339996,96.110001,23552500,90.706177,87.4800690934459,92.0145004166666,96.5489317398874
2018-04-20,95.910004,96.110001,94.050003,95,31154400,89.6586,87.5920501162603,92.2471670666666,96.902284017073
2018-04-23,95.739998,96.290001,94.629997,95.349998,22331800,89.988914,88.1386453244083,92.60633365,97.0740219755916
2018-04-24,96.239998,96.470001,92.410004,93.120003,34524800,87.8843,88.1611655749684,92.6700004333333,97.1788352916982
2018-04-25,93.300003,93.300003,90.279999,92.309998,33729300,87.119827,88.2563955278935,92.7161670666667,97.1759386054398
2018-04-26,93.550003,95.150002,93.099998,94.260002,42529000,88.960213,88.6368962443669,92.9331670166667,97.2294377889665
2018-04-27,97.599998,97.900002,93.910004,95.82,48272800,90.43248,88.8494031398303,93.1943337833333,97.5392644268363
