"Date","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted","dn","mavg","up"
2018-04-30,96.330002,96.400002,93.150002,93.519997,41523600,88.261803,89.5534929576866,93.4636672,97.3738414423133
2018-05-01,93.209999,95.290001,92.790001,95,31408900,89.6586,90.3181578202739,93.7208338833333,97.1235099463927
2018-05-02,94.989998,95.169998,93.190002,93.510002,27471000,88.252365,90.7170323883545,93.8716671333333,97.0263018783122
2018-05-03,92.959999,94.93,92.449997,94.07,31142500,88.780884,90.8784391020233,93.9483337666667,97.01822843131
2018-05-04,93.32,95.370003,92.919998,95.160004,22531300,89.809593,91.4418952153281,94.1363337666667,96.8307723180052
2018-05-07,95.169998,96.709999,95.099998,96.220001,24242000,90.80999,91.8326958225124,94.3608337666667,96.8889717108209
2018-05-08,95.849998,96.160004,95.059998,95.809998,23484600,90.423058,92.0604875762493,94.5146671833333,96.9688467904174
2018-05-09,96.010002,96.970001,95.050003,96.940002,27327400,91.489517,92.3870091153991,94.7201672,97.0533252846009
2018-05-10,97.459999,97.949997,97.050003,97.910004,22388100,92.404976,92.3613893748238,94.9325005,97.5036116251762
2018-05-11,97.800003,97.870003,97.040001,97.699997,16778300,92.206787,92.4635789190836,95.1476671166667,97.8317553142497
2018-05-14,97.919998,98.690002,97.309998,98.029999,19454100,92.518234,92.4350194068637,95.3440004333333,98.252981459803
2018-05-15,97.239998,97.849998,96.339996,97.32,24594000,91.848145,92.4003809811203,95.4110003666667,98.4216197522131
2018-05-16,97.360001,97.400002,96.620003,97.150002,17384700,92.085114,92.3758915069682,95.4525004833334,98.5291094596985
2018-05-17,96.760002,97.540001,95.830002,96.18,17246700,91.16568,92.3733929324433,95.46966725,98.5659415675568
2018-05-18,96.010002,96.93,96.010002,96.360001,17865800,91.336311,92.4211465927806,95.5386672333334,98.6561878738861
2018-05-21,97,98.010002,96.800003,97.599998,19422500,92.511665,92.4129368697199,95.6410006833333,98.8690644969468
2018-05-22,97.68,98.169998,97.199997,97.5,15441200,92.416855,92.5761752692502,95.8221671333334,99.0681589974165
2018-05-23,96.709999,98.730003,96.32,98.660004,21251200,93.51638,93.2780829960369,96.11916725,98.9602515039631
2018-05-24,98.730003,98.940002,96.809998,98.309998,26649300,93.184616,93.5034084187832,96.3116671833333,99.1199259478835
2018-05-25,98.300003,98.980003,97.860001,98.360001,18363900,93.232033,93.4955509381413,96.4378338333333,99.3801167285253
2018-05-29,97.839996,98.879997,97.230003,98.010002,28671000,92.900284,93.7639424694828,96.6220005166667,99.4800585638506
2018-05-30,98.309998,99.25,97.910004,98.949997,22158500,93.791267,94.0422203924928,96.8391671666667,99.6361139408405
2018-05-31,99.290001,99.989998,98.610001,98.839996,34140900,93.687004,94.4611116113228,97.09866705,99.7362224886772
2018-06-01,99.279999,100.860001,99.169998,100.790001,28655600,95.535339,94.8914396228815,97.4215004333333,99.9515612437852
2018-06-04,101.260002,101.860001,100.849998,101.669998,27281600,96.369484,95.0409014193441,97.7703336333334,100.499765847323
2018-06-05,102,102.330002,101.529999,102.190002,23514400,96.862373,94.8964719172029,98.07066705,101.244862182797
2018-06-06,102.480003,102.599998,101.900002,102.489998,21122900,97.14669,94.9226755389261,98.4033336833334,101.883991827741
2018-06-07,102.650002,102.690002,100.379997,100.879997,28232200,95.620659,95.0901960735854,98.65316685,102.216137626415
2018-06-08,101.089996,101.949997,100.540001,101.629997,22165100,96.331558,95.1213524910725,98.8400000333334,102.558647575594
2018-06-11,101.010002,101.589996,100.669998,101.050003,23490900,95.781815,95.2254547429603,99.0183333,102.81121185704
2018-06-12,101.099998,101.449997,100.75,101.309998,18325200,96.028229,95.3022324379707,99.1763332333333,103.050434028696
2018-06-13,101.720001,102.010002,100.559998,100.849998,29492900,95.592201,95.5255257566206,99.3748333,103.224140843379
2018-06-14,101.650002,102.029999,101,101.419998,25691800,96.132507,95.7967465673655,99.5961664666667,103.395586365968
2018-06-15,101.510002,101.529999,100.07,100.129997,65738600,94.90976,96.2542589048981,99.79916635,103.344073795102
2018-06-18,100.010002,101.110001,99.419998,100.860001,23586000,95.601685,96.8027891293749,100.0006663,103.198543470625
2018-06-19,99.650002,101,99.5,100.860001,28653100,95.601685,97.1669578375156,100.149832933333,103.132708029151
2018-06-20,101.370003,102.519997,101.120003,101.870003,26180800,96.559059,97.5298704061019,100.360499733333,103.191129060565
2018-06-21,102.080002,102.459999,100.879997,101.139999,23198200,95.867073,97.9069951157307,100.539999533333,103.173003950936
2018-06-22,100.410004,100.769997,99.629997,100.410004,38923100,95.175171,98.2804567253058,100.652499533333,103.024542341361
2018-06-25,100,100.110001,97.300003,98.389999,35433300,93.260475,98.327122056463,100.6624995,102.997876943537
2018-06-26,98.82,100.080002,98.75,99.080002,26897200,93.91449,98.6204361749214,100.7256662,102.830896225079
2018-06-27,99.580002,100.019997,97.400002,97.540001,31298400,92.454788,98.5224655861652,100.706499516667,102.890533447168
2018-06-28,97.379997,99.110001,97.260002,98.629997,26650700,93.487961,98.3413639771096,100.665832933333,102.990301889557
2018-06-29,98.93,99.910004,98.330002,98.610001,28053200,93.469009,98.1617066581796,100.599666383333,103.037626108487
2018-07-02,98.099998,100.059998,98,100.010002,19564500,94.796005,98.0327152981777,100.494499766667,102.956284235156
2018-07-03,100.480003,100.629997,98.940002,99.050003,14670300,93.886063,97.9794619799388,100.370666416667,102.761870853395
2018-07-05,99.5,99.919998,99.029999,99.760002,18977400,94.559044,97.9961291477351,100.232666433333,102.469203718932
2018-07-06,99.889999,101.43,99.669998,101.160004,19234600,95.886047,98.0094750768487,100.204499866667,102.399524656485
2018-07-09,101.650002,102.25,101.25,101.849998,18212000,96.540077,97.9796131200438,100.224999916667,102.47038671329
2018-07-10,102,102.510002,101.860001,102.120003,19293100,96.796013,97.9057308843192,100.278000066667,102.650269249014
2018-07-11,101.150002,102.339996,101.099998,101.980003,19644600,96.663315,97.8742967076074,100.309833433333,102.745370159059
2018-07-12,102.769997,104.410004,102.730003,104.190002,24335900,98.758095,97.5906540690507,100.44166695,103.292679830949
2018-07-13,104.370003,105.599998,104.089996,105.43,24635200,99.933456,97.1534229007272,100.619500233333,104.08557756594
2018-07-16,105.400002,105.82,104.519997,104.910004,21786900,99.440559,96.8704926606891,100.84483365,104.819174639311
2018-07-17,104.610001,106.5,104.32,105.949997,25901700,100.426331,96.6282741744821,101.101166933333,105.574059692185
2018-07-18,105.940002,106.050003,104.720001,105.120003,29493900,99.639595,96.5257927722368,101.3433337,106.160874627763
2018-07-19,104.93,105.309998,103.889999,104.400002,40171600,98.957146,96.4659295443432,101.478166966667,106.49040438899
2018-07-20,108.080002,108.199997,106.080002,106.269997,56004000,100.72966,96.2136541296272,101.746000316667,107.278346503706
2018-07-23,106.300003,108.139999,106.129997,107.970001,29707000,102.341011,96.096121359496,102.103166966667,108.110212573838
2018-07-24,108.57,108.82,107.260002,107.660004,26316600,102.04718,96.2827862849769,102.568833683333,108.85488108169
2018-07-25,107.959999,111.150002,107.599998,110.830002,30702100,105.051918,96.2483470175149,103.096666983333,109.944986949152
2018-07-26,110.739998,111,109.5,109.620003,31372100,103.904991,96.5689781113116,103.682667033333,110.796355955355
2018-07-27,110.18,110.18,106.139999,107.68,37005300,102.066139,97.2612973364104,104.16600035,111.07070336359
2018-07-30,107.190002,107.529999,104.760002,105.370003,34668300,99.876564,98.0055636396617,104.512833633333,111.020103627005
2018-07-31,106.489998,106.720001,105.379997,106.080002,27655200,100.549561,98.7605748024385,104.8480003,110.935425797562
2018-08-01,106.029999,106.449997,105.419998,106.279999,23628700,100.73912,99.5800275236452,105.173500166667,110.766972809688
2018-08-02,105.400002,108.089996,104.839996,107.57,26104300,101.961861,100.533613616497,105.536666716667,110.539719816837
2018-08-03,107.800003,108.050003,106.82,108.040001,18659600,102.407372,101.313264680906,105.880833416667,110.448402152427
2018-08-06,108.120003,108.419998,107.559998,108.129997,20265900,102.492683,101.945763956463,106.1935,110.441236043537
2018-08-07,108.559998,109.099998,108.169998,108.879997,16080200,103.203568,102.566596120842,106.52116645,110.475736779158
2018-08-08,109.330002,109.75,108.760002,109.489998,15487500,103.781784,103.403437410402,106.897499833333,110.391562256265
2018-08-09,109.709999,110.160004,109.599998,109.669998,13677200,103.952393,103.794305600342,107.19916635,110.604027099658
2018-08-10,109.419998,109.690002,108.379997,109,18183700,103.317329,104.056548793973,107.3983331,110.740117406027
2018-08-13,109.239998,109.580002,108.099998,108.209999,18472500,102.56852,104.370469061009,107.5756664,110.780863738991
2018-08-14,108.559998,109.75,108.040001,109.559998,16788300,103.848145,104.615875197824,107.751999766667,110.888124335509
2018-08-15,108.489998,108.989998,106.82,107.660004,29982800,102.439896,104.951436224688,107.878333016667,110.805229808646
2018-08-16,108.300003,108.860001,107.300003,107.639999,21384300,102.420876,105.555558575502,108.048333083333,110.541107591165
2018-08-17,107.360001,107.900002,106.690002,107.580002,18061500,102.363762,105.623703669676,108.07533325,110.526962830324
2018-08-20,107.510002,107.900002,106.480003,106.870003,17914200,101.68821,105.585260857203,108.058833433333,110.532406009464
2018-08-21,106.919998,107.349998,105.849998,105.980003,22881900,100.841354,105.404849294661,107.982833316667,110.560817338673
2018-08-22,105.849998,107.339996,105.779999,107.059998,18000600,101.868973,105.34450086924,107.8261665,110.307832130761
2018-08-23,107.150002,108.18,106.870003,107.559998,18167700,102.344734,105.435487309378,107.7009998,109.966512290622
2018-08-24,107.669998,108.559998,107.559998,108.400002,17234000,103.144005,105.43832634222,107.70966645,109.98100655778
2018-08-27,109.269997,109.639999,108.510002,109.599998,19662300,104.285812,105.674261727444,107.877833033333,110.081404339223
2018-08-28,109.940002,110.5,109.790001,110.260002,19151500,104.913826,105.828368685011,108.08399975,110.339630814989
2018-08-29,110.449997,112.029999,110.269997,112.019997,20818000,106.588493,105.859013349965,108.353499733333,110.847986116702
2018-08-30,111.669998,112.610001,111.440002,111.949997,22798700,106.521889,105.756535030366,108.6118332,111.467131369635
2018-08-31,111.690002,112.779999,111.519997,112.330002,23222700,106.883446,105.624486005218,108.840499766667,112.056513528116
2018-09-04,110.849998,111.959999,110.220001,111.709999,22634600,106.293533,105.639902247555,109.003499866667,112.367097485779
2018-09-05,111.010002,111.419998,108.099998,108.489998,32872400,103.229645,105.670619717317,109.034499883333,112.39838004935
2018-09-06,108.25,108.989998,107.510002,108.739998,23477600,103.467506,105.617070595946,108.98849985,112.359929104055
2018-09-07,108.230003,108.720001,107.230003,108.209999,22498600,102.963226,105.52789161392,108.900666566667,112.273441519413
2018-09-10,108.839996,109.639999,108.360001,109.379997,20727900,104.076492,105.532006024026,108.9058332,112.279660375974
2018-09-11,108.900002,111.589996,108.889999,111.239998,24301800,105.846306,105.55541548175,109.002999766667,112.450584051584
2018-09-12,111.43,111.849998,110.510002,111.709999,18891100,106.293533,105.517635919995,109.114999766667,112.712363613338
2018-09-13,112.120003,113.730003,112.120003,112.910004,26055600,107.435326,105.465579578623,109.369833233333,113.274086888044
2018-09-14,113.360001,113.730003,112.440002,113.370003,19122300,107.873024,105.453806479009,109.63216665,113.810526820991
2018-09-17,113.690002,113.699997,111.860001,112.139999,20736500,106.702667,105.659273036438,109.890999833333,114.122726630229
2018-09-18,112.190002,113.699997,111.720001,113.209999,22170900,107.720779,105.964254352595,110.180666316667,114.397078280738
2018-09-19,113.050003,113.32,111.040001,111.699997,21728400,106.284012,106.55439338789,110.461999633333,114.369605878777
2018-09-20,112.279999,113.800003,111.93,113.57,23714500,108.063324,107.111271877884,110.780666466667,114.450061055449
2018-09-21,114,115.290001,113.510002,114.260002,71229700,108.719887,107.454365753516,111.121499866667,114.788633979817
2018-09-24,113.029999,114.900002,112.220001,114.669998,27334500,109.109985,107.809933663401,111.40933325,115.008732836599
2018-09-25,114.800003,115.099998,113.75,114.449997,22668000,108.90065,107.982936520227,111.66849985,115.354063179773
2018-09-26,114.470001,115.059998,113.739998,113.980003,19352000,108.453468,108.088259122551,111.872333116667,115.656407110782
2018-09-27,114.779999,114.910004,114.199997,114.410004,19091300,108.862587,108.079056342198,112.02566665,115.972276957803
2018-09-28,114.190002,114.57,113.68,114.370003,21647800,108.824532,108.076657668948,112.136000033333,116.195342397719
2018-10-01,114.75,115.68,114.730003,115.610001,18883100,110.004425,107.999212233262,112.292500133333,116.585788033405
2018-10-02,115.300003,115.839996,114.440002,115.150002,20787200,109.566734,108.045073859411,112.484833483333,116.924593107256
2018-10-03,115.419998,116.18,114.93,115.169998,16648000,109.585747,108.420207014022,112.78933355,117.158460085978
2018-10-04,114.610001,114.760002,111.629997,112.790001,34821700,107.321159,109.141186684329,113.021666916667,116.902147149004
2018-10-05,112.629997,113.169998,110.639999,112.129997,29068900,106.693153,110.026748143053,113.2180001,116.409252056947
2018-10-08,111.660004,112.029999,109.339996,110.849998,29640600,105.47522,110.463467170136,113.2986667,116.133866229864
2018-10-09,111.139999,113.080002,110.800003,112.260002,26198600,106.816856,110.756103900959,113.3723336,115.988563299041
2018-10-10,111.239998,111.5,105.790001,106.160004,61376300,101.012634,109.719726935015,113.1953337,116.670940464985
2018-10-11,105.349998,108.93,104.199997,105.910004,63904300,100.774727,108.282624929918,112.866666883333,117.450708836749
2018-10-12,109.010002,111.239998,107.120003,109.57,47742100,104.257271,107.838499148616,112.673166766667,117.507834384718
2018-10-15,108.910004,109.480003,106.949997,107.599998,32068100,102.38279,107.200036842401,112.44533345,117.6906300576
2018-10-16,109.540001,111.410004,108.949997,111,31610200,105.617958,107.012781507831,112.32416685,117.635552192169
2018-10-17,111.68,111.809998,109.550003,110.709999,26548200,105.342003,106.899614816227,112.257666883333,117.61571895044
2018-10-18,110.099998,110.529999,107.830002,108.5,32506200,103.239174,106.52054222742,112.050333516667,117.580124805913
2018-10-19,108.93,110.860001,108.209999,108.660004,32785500,103.391388,106.242126411481,111.7948335,117.34754058852
2018-10-22,109.32,110.540001,108.239998,109.629997,26545600,104.314377,106.021804247243,111.571833416667,117.12186258609
2018-10-23,107.769997,108.970001,105.110001,108.099998,43770400,102.858536,105.548718428125,111.2198335,116.890948571875
2018-10-24,108.410004,108.489998,101.589996,102.32,63897800,97.358803,104.44203832625,110.713500083333,116.984961840417
2018-10-25,106.550003,109.269997,106.150002,108.300003,61646800,103.048874,104.252132373399,110.383500033333,116.514867693268
2018-10-26,105.690002,108.75,104.760002,106.959999,55523100,101.773819,103.959569264198,110.014333333333,116.069097402469
2018-10-29,108.110001,108.699997,101.629997,103.849998,55162000,98.814636,103.529417554682,109.483666466667,115.437915378652
2018-10-30,103.660004,104.379997,100.110001,103.730003,65350900,98.70047,102.813401124411,108.863499816667,114.913598508922
2018-10-31,105.440002,108.139999,105.389999,106.809998,51062400,101.631126,103.129354404605,108.43116645,113.732978495395
2018-11-01,107.050003,107.32,105.529999,105.919998,33384200,100.784248,103.160804188651,108.090999733333,113.021195278016
2018-11-02,106.480003,107.32,104.980003,106.160004,37680200,101.012634,103.142051875969,107.799666616667,112.457281357364
2018-11-05,106.370003,107.739998,105.900002,107.510002,27922100,102.297173,103.149687535413,107.615166766667,112.080645997921
2018-11-06,107.379997,108.839996,106.279999,107.720001,24340200,102.496994,103.416526411642,107.393499916667,111.370473421692
2018-11-07,109.440002,112.239998,109.400002,111.959999,37901700,106.531395,103.254079392634,107.562666483333,111.871253574033
2018-11-08,111.800003,112.209999,110.910004,111.75,25644100,106.331589,103.212655003716,107.82649985,112.440344696284
2018-11-09,110.849998,111.449997,108.760002,109.57,32039200,104.257271,103.196244585001,107.85733315,112.518421714999
2018-11-12,109.419998,109.959999,106.099998,106.870003,33621800,101.68821,103.177573033798,107.83899985,112.500426666202
2018-11-13,107.550003,108.739998,106.639999,106.940002,35374600,101.754799,103.182449206409,107.68833315,112.194217093592
2018-11-14,108.099998,108.260002,104.470001,104.970001,39495100,100.311813,103.100135181338,107.448833216667,111.797531251996
2018-11-15,104.989998,107.800003,103.910004,107.279999,38505200,102.519295,103.00025904896,107.317666633333,111.635074217707
2018-11-16,107.080002,108.879997,106.800003,108.290001,33502100,103.484482,103.015534522775,107.254999916667,111.494465310559
2018-11-19,108.269997,108.559998,103.550003,104.620003,44773900,99.977348,102.888570889949,107.060333383333,111.232095876718
2018-11-20,101.800003,102.970001,99.349998,101.709999,64052500,97.19648,101.904770516482,106.75783335,111.610896183518
2018-11-21,103.599998,104.43,102.239998,103.110001,28130600,98.534355,101.752921185945,106.714166766667,111.675412347388
2018-11-23,102.169998,103.809998,102,103.07,13823100,98.496124,101.279964795707,106.466833366667,111.653701937626
2018-11-26,104.790001,106.629997,104.580002,106.470001,32336200,101.745247,101.23040863657,106.42033335,111.61025806343
2018-11-27,106.269997,107.330002,105.360001,107.139999,29124500,102.385521,101.382898043081,106.514500183333,111.646102323586
2018-11-28,107.889999,111.330002,107.860001,111.120003,46788500,106.188904,101.831159116268,106.882666933333,111.934174750399
2018-11-29,110.330002,111.120003,109.029999,110.190002,28123200,105.300156,101.806056649007,107.049333733333,112.29261081766
2018-11-30,110.699997,110.970001,109.360001,110.889999,33665600,105.969086,101.830195589075,107.2568338,112.683472010925
2018-12-03,113,113.419998,110.730003,112.089996,34732800,107.115845,101.764713652279,107.553166966667,113.341620281055
2018-12-04,111.940002,112.639999,108.209999,108.519997,45197000,103.704262,101.826621544624,107.69016685,113.553712155377
2018-12-06,105.82,109.239998,105,109.190002,49107400,104.344536,101.836343707951,107.70000025,113.563656792049
2018-12-07,108.379997,109.449997,104.300003,104.82,45044900,100.168472,101.780506701299,107.449500266667,113.118493832035
2018-12-10,104.800003,107.980003,103.889999,107.589996,40801500,102.815529,101.847120457879,107.19266685,112.538213242121
2018-12-11,109.800003,110.949997,107.440002,108.589996,42381900,103.771156,101.881051568415,107.146000116667,112.410948664918
2018-12-12,110.889999,111.269997,109.040001,109.080002,36183000,104.239418,101.865805116821,107.253666783333,112.641528449846
2018-12-13,109.580002,110.870003,108.629997,109.449997,31333400,104.593002,101.875838225141,107.36416675,112.852495274859
2018-12-14,108.25,109.260002,105.5,106.029999,47043100,101.324768,101.964053632349,107.4156667,112.867279767651
2018-12-17,105.410004,105.800003,101.709999,102.889999,56957300,98.324112,101.569756371325,107.27249995,112.975243528675
2018-12-18,103.75,104.510002,102.519997,103.970001,49319200,99.356194,101.154484610728,107.056333266667,112.958181922605
2018-12-19,103.650002,106.879997,101.349998,103.690002,68198200,99.088608,100.953774284571,106.976166483333,112.998558682096
2018-12-20,103.050003,104.309998,98.779999,101.510002,70334200,97.005341,100.998349012287,106.9856665,112.972983987713
2018-12-21,101.629997,103,97.459999,98.230003,111242100,93.870926,100.171096977142,106.800833216667,113.430569456192
2018-12-24,97.68,97.970001,93.980003,94.129997,43935200,89.952843,98.259709986954,106.420833266667,114.58195654638
2018-12-26,95.139999,100.690002,93.959999,100.559998,51634800,96.097511,97.166955850317,106.04633325,114.925710649683
2018-12-27,99.300003,101.190002,96.400002,101.18,49498500,96.689995,96.3881404051389,105.695333283333,115.002526161528
2018-12-28,102.089996,102.410004,99.519997,100.389999,38196300,95.935051,95.9168801021741,105.228833183333,114.540786264493
2018-12-31,101.290001,102.400002,100.440002,101.57,33173800,97.062691,95.6304518943824,104.796666516667,113.962881138951
2019-01-02,99.550003,101.75,98.940002,101.120003,35329300,96.632668,95.3465433277154,104.306499916667,113.266456505618
2019-01-03,100.099998,100.190002,97.199997,97.400002,42579100,93.077728,95.0371857977822,103.61566665,112.194147502218
2019-01-04,99.720001,102.510002,98.93,101.93,44060600,97.4067,95.0302114343879,103.182333433333,111.334455432279
2019-01-07,101.639999,103.269997,100.980003,102.059998,35656100,97.530945,95.0178363086527,102.897000066667,110.776163824681
2019-01-08,103.040001,103.970001,101.709999,102.800003,31514400,98.238121,94.9957667168812,102.72883345,110.461900183119
2019-01-09,103.860001,104.879997,103.239998,104.269997,32280800,99.642853,95.0404535913651,102.611000016667,110.181546441968
2019-01-10,103.220001,103.75,102.379997,103.599998,30067600,99.002594,95.329525082293,102.323500016667,109.317474951041
2019-01-11,103.190002,103.440002,101.639999,102.800003,28314200,98.238121,95.8616948490085,101.965000083333,108.068305317658
2019-01-14,101.900002,102.870003,101.260002,102.050003,28437100,97.521393,96.5990969768924,101.585500266667,106.571903556441
2019-01-15,102.510002,105.050003,101.879997,105.010002,31587600,100.350037,96.9423153490282,101.438000283333,105.933685217639
2019-01-16,105.260002,106.260002,104.959999,105.379997,29853900,100.70359,96.7769108634115,101.541333566667,106.305756269922
2019-01-17,105,106.629997,104.760002,106.120003,28393000,101.410797,96.6061043306416,101.6498336,106.693562869359
2019-01-18,107.459999,107.900002,105.910004,107.709999,37427600,102.930214,96.2999436216963,101.809833733333,107.319723844971
2019-01-22,106.75,107.099998,104.860001,105.68,32371300,100.990295,96.2420211268419,102.027167066667,107.812313006492
2019-01-23,106.120003,107.040001,105.339996,106.709999,25874300,101.974609,96.4046268697948,102.367166966667,108.329707063539
2019-01-24,106.860001,107,105.339996,106.199997,23164800,101.487213,97.6671154380708,102.908166833333,108.149218228596
2019-01-25,107.239998,107.879997,106.199997,107.169998,31225600,102.414185,98.2291549655853,103.342166716667,108.455178467748
2019-01-28,106.260002,106.480003,104.660004,105.080002,29476700,100.416931,98.7502510782383,103.633000133333,108.515749188429
2019-01-29,104.879997,104.970001,102.169998,102.940002,31490500,98.371895,99.0555621047663,103.762333483333,108.469104861901
2019-01-30,104.620003,106.379997,104.330002,106.379997,49471900,101.659241,99.3183019792087,103.973666683333,108.629031387458
2019-01-31,103.800003,105.220001,103.18,104.43,55636400,99.795769,99.7659756850693,104.157333283333,108.548690881598
2019-02-01,103.779999,104.099998,102.349998,102.779999,35535700,98.219002,100.885442026696,104.39799985,107.910557673304
2019-02-04,102.870003,105.800003,102.769997,105.739998,31315100,101.04763,101.404160857672,104.580333116667,107.756505375662
2019-02-05,106.059998,107.269997,105.959999,107.220001,27325400,102.461967,101.711318535349,104.815999766667,107.920680997985
2019-02-06,107,107,105.529999,106.029999,20609800,101.324768,101.965654705714,104.983999683334,108.002344660953
2019-02-07,105.190002,105.589996,104.290001,105.269997,29760700,100.59848,102.03718339346,105.029999716667,108.022816039874
2019-02-08,104.389999,105.779999,104.260002,105.669998,21461100,100.980751,102.250895638103,105.12966645,108.008437261897
2019-02-11,106.199997,106.580002,104.970001,105.25,18914100,100.579384,102.63444260193,105.2783331,107.922223598071
2019-02-12,106.139999,107.139999,105.480003,106.889999,25056600,102.146606,103.259669405632,105.50049965,107.741329894368
2019-02-13,107.5,107.779999,106.709999,106.809998,18394900,102.070175,103.426416076658,105.65649955,107.886583023342
2019-02-14,106.309998,107.290001,105.660004,106.900002,21784700,102.156166,103.442872905993,105.710666366667,107.978459827341
2019-02-15,107.910004,108.300003,107.360001,108.220001,26606900,103.417587,103.345694013388,105.816833083333,108.287972153279
2019-02-19,107.790001,108.660004,107.779999,108.169998,18038500,103.369797,103.24784129805,105.868333016667,108.488824735284
2019-02-20,107.860001,107.940002,106.290001,107.150002,21607700,102.83239,103.253337678372,105.93066645,108.607995221628
2019-02-21,106.900002,109.480003,106.870003,109.410004,29063200,105.001305,103.127714596645,106.04183335,108.955952103355
2019-02-22,110.050003,111.199997,109.82,110.970001,27763200,106.498436,102.722143656443,106.2660001,109.809856543558
2019-02-25,111.760002,112.18,111.260002,111.589996,23750600,107.093452,102.244856774115,106.495666866667,110.746476959219
2019-02-26,111.260002,113.239998,111.169998,112.360001,21536700,107.832428,101.939105486671,106.838166666667,111.737227846663
2019-02-27,111.690002,112.360001,110.879997,112.169998,21487100,107.650093,102.181066856316,107.26033325,112.339599643684
2019-02-28,112.040001,112.879997,111.730003,112.029999,29083900,107.515739,102.127988607911,107.586166633334,113.044344658756
2019-03-01,112.889999,113.019997,111.669998,112.529999,23501200,107.995583,102.372379919893,107.992666516667,113.612953113441
2019-03-04,113.019997,113.25,110.800003,112.260002,26608000,107.736465,103.029305324389,108.444000016667,113.858694708945
2019-03-05,112.25,112.389999,111.230003,111.699997,19538300,107.199028,103.470099908094,108.7941667,114.118233491906
2019-03-06,111.870003,112.660004,111.43,111.75,17687000,107.247017,103.638821587246,109.050666816667,114.462512046088
2019-03-07,111.400002,111.550003,109.870003,110.389999,25339000,105.941803,103.986175801832,109.271500266667,114.556824731502
2019-03-08,109.160004,110.709999,108.800003,110.510002,22818400,106.056976,104.596646800646,109.519333766667,114.442020732687
2019-03-11,110.989998,112.949997,110.980003,112.830002,26491600,108.283501,105.226115675237,109.87016715,114.514218624764
2019-03-12,112.82,113.989998,112.650002,113.620003,26132700,109.041649,105.808180468788,110.26116715,114.714153831212
2019-03-13,114.129997,115,113.779999,114.5,35513800,109.8862,106.202301508572,110.657333783333,115.112366058095
2019-03-14,114.540001,115.199997,114.330002,114.589996,30763400,109.972557,106.563609782967,111.0376671,115.511724417033
2019-03-15,115.339996,117.25,114.589996,115.910004,54681100,111.239388,107.030064628511,111.502666983333,115.975269338156
2019-03-18,116.169998,117.610001,116.050003,117.57,31207600,112.832497,107.175526566892,111.9585003,116.741474033109
2019-03-19,118.089996,118.440002,116.989998,117.650002,37588700,112.909271,107.360166306683,112.433000316667,117.505834326651
2019-03-20,117.389999,118.75,116.709999,117.519997,28113300,112.7845,108.014264429034,112.959666833333,117.905069237633
2019-03-21,117.139999,120.82,117.089996,120.220001,29854400,115.375717,108.23573433154,113.499166616667,118.762598901794
2019-03-22,119.5,119.589996,117.040001,117.050003,33624500,112.333458,108.435324291025,113.86066665,119.286009008976
2019-03-25,116.559998,118.010002,116.32,117.660004,27067100,112.918869,108.614497820402,114.14333345,119.672169079599
2019-03-26,118.620003,118.709999,116.849998,117.910004,26097700,113.158806,108.742342704744,114.42166685,120.100990995257
2019-03-27,117.879997,118.209999,115.519997,116.769997,22733400,112.06472,109.034567402576,114.6731668,120.311766197424
2019-03-28,117.440002,117.580002,116.129997,116.93,18334800,112.218285,109.308295851387,114.906500133333,120.50470441528
2019-03-29,118.07,118.32,116.959999,117.940002,25399800,113.187599,109.568583462594,115.173166916667,120.77775037074
2019-04-01,118.949997,119.110001,118.099998,119.019997,22789100,114.224052,109.880675479696,115.505166766667,121.129658053637
2019-04-02,119.059998,119.480003,118.519997,119.190002,18142300,114.387207,110.315366208033,115.869666816667,121.423967425301
2019-04-03,119.860001,120.43,119.150002,119.970001,22860700,115.13578,110.758813431735,116.264833466667,121.770853501599
2019-04-04,120.099998,120.230003,118.379997,119.360001,20112800,114.550362,111.699209206334,116.7008334,121.702457593667
2019-04-05,119.389999,120.230003,119.370003,119.889999,15826200,115.059006,113.063170411487,117.192000083333,121.32082975518
2019-04-08,119.809998,120.019997,118.639999,119.93,15116200,115.097389,113.987514537325,117.555833316667,121.124152096009
2019-04-09,118.629997,119.540001,118.580002,119.279999,17612000,114.473595,114.762026462611,117.841499966667,120.920973470723
2019-04-10,119.760002,120.349998,119.540001,120.190002,16477200,115.346924,115.330025437773,118.1215,120.912974562227
2019-04-11,120.540001,120.849998,119.919998,120.330002,14209100,115.48127,115.925002404019,118.40450005,120.883997695981
2019-04-12,120.639999,120.980003,120.370003,120.949997,19745100,116.076302,116.24059455217,118.6470001,121.05340564783
2019-04-15,120.940002,121.580002,120.57,121.050003,15792600,116.172272,116.33465678456,118.846500116667,121.358343448774
2019-04-16,121.639999,121.650002,120.099998,120.769997,14071800,115.903549,116.40783817024,119.003833366667,121.599828563094
2019-04-17,121.239998,121.849998,120.540001,121.769997,19300900,116.863243,116.474524987344,119.1901667,121.905808412656
2019-04-18,122.190002,123.519997,121.300003,123.370003,27991000,118.398781,116.233511086643,119.357833466667,122.48215584669
2019-04-22,122.620003,124,122.57,123.760002,15648700,118.773064,116.119273765897,119.6353335,123.151393234104
