"x"
88.923096
87.458412
87.281944
88.173119
92.381889
91.517204
90.484863
90.943665
91.173096
92.170158
93.326019
93.193665
96.458336
100.455414
98.823067
98.478928
97.067169
95.699539
96.520142
93.74955
94.667198
95.126015
95.223068
96.017181
94.940735
93.961319
96.149551
96.92601
96.917168
96.56424
96.846596
96.855408
97.084839
99.37011
102.705399
101.849518
100.631874
100.28775
100.261261
100.940681
99.581863
100.428902
101.284813
99.599503
101.381889
99.228928
99.791107
101.703339
102.030922
104.925827
104.111366
106.200661
106.908943
105.474739
105.3862
104.571724
103.172935
102.916222
104.474335
107.121414
104.722214
103.978554
103.898895
104.199905
103.89006
104.63372
104.952385
105.3508
105.678375
106.165253
103.863487
107.652565
105.094048
104.978958
105.59864
104.297287
104.695679
105.076363
102.907364
104.102516
100.579025
98.622482
100.216049
101.420052
100.366554
100.472778
101.597115
102.411598
101.605965
101.490868
102.570953
104.9347
105.642952
106.059044
106.723015
107.333862
106.643326
105.873108
104.677956
105.749153
105.899681
106.42202
106.112152
104.244156
104.775337
103.27034
103.164093
103.500526
103.571327
104.952385
106.08149
104.596786
105.779213
108.064087
106.454918
107.477287
106.979446
106.90831
109.12204
105.948128
108.757545
109.57547
107.744034
108.464134
109.691048
108.295242
108.606392
107.30838
105.60141
106.099289
108.597511
108.864227
111.131294
111.895889
111.069069
110.108894
109.042023
107.450615
107.228378
106.090393
104.854614
104.80127
108.037392
108.037392
107.183922
107.930717
107.477287
107.432846
110.17115
108.499695
108.304138
108.890907
108.695297
107.752914
107.148346
107.592888
110.082222
111.575844
109.548798
106.499359
103.378777
98.177834
97.777786
100.871643
104.703468
104.26783
102.863144
100.133766
101.556252
101.342857
99.89373
103.209862
102.754478
104.263504
105.986771
105.183167
107.174324
108.17437
110.058372
109.353004
110.665565
109.763725
110.076233
108.120796
103.906319
100.629395
101.98661
103.5849
104.120628
106.102867
106.835037
103.62059
103.9599
103.647362
106.495705
109.388702
110.710197
108.995834
107.299324
107.129684
107.799355
107.522568
105.459946
101.620506
103.504517
104.049187
106.585022
106.951111
106.888603
105.165314
105.977852
105.058197
102.36161
103.781303
102.51342
102.022331
103.477745
102.272316
100.736557
99.477554
101.629425
102.138405
104.692062
98.781097
100.870483
100.147232
101.066925
102.156258
102.093735
100.638321
103.808098
105.493988
103.126595
105.583694
103.942604
103.915718
103.17141
104.211647
104.005379
103.888824
105.467094
106.56115
106.910896
103.861908
105.287735
105.314651
106.435608
106.121719
106.11277
107.448914
106.641846
105.493988
104.435829
104.633125
103.565994
100.517029
98.786316
98.266174
100.669479
97.952324
99.324348
97.988174
100.956459
102.938278
101.781433
102.525757
101.67382
102.193954
100.732246
99.88031
103.270073
103.924698
102.122208
101.108902
102.409164
100.185226
98.660751
99.683044
101.099915
99.198792
100.274879
103.261108
106.085854
105.323608
105.529861
108.749207
108.641609
107.789665
108.686432
108.803024
106.803261
109.107918
108.749207
109.242439
109.224503
109.188614
109.098938
109.044922
109.936371
112.646729
112.754791
112.421623
112.466637
112.133484
114.105469
114.123466
115.276062
116.869858
115.789314
116.086464
116.905899
116.770821
116.068459
116.986931
116.599739
114.393631
115.285057
114.24054
113.168999
113.75428
114.177505
115.041954
115.240036
114.654739
115.086952
117.509224
120.597717
119.724327
120.777817
120.462708
120.876854
119.580238
118.922913
118.571701
118.949913
119.274117
118.886909
119.139008
118.895866
119.46315
120.273567
117.680275
116.824837
116.158516
117.635254
116.662773
117.518204
117.058952
117.905373
117.437126
119.391129
120.138489
119.742294
120.660767
120.363609
121.138031
122.497734
123.21804
124.397667
123.30809
126.423683
126.675781
125.379143
124.343613
124.145569
124.159111
125.425491
124.547997
125.298866
125.00032
124.738037
125.904869
124.186218
124.023415
125.470665
127.107956
127.723015
127.415504
128.048645
128.790405
127.361221
127.786362
126.92704
126.510902
127.976326
127.397369
127.840652
127.315979
128.980362
129.369354
129.233688
129.975372
128.202438
128.175308
128.157211
129.134125
129.53215
129.812592
129.50502
129.242676
129.088898
129.342209
128.56427
128.283844
128.618591
129.016586
129.242676
128.102936
127.614487
128.184341
128.600464
128.482834
128.528076
128.455704
126.519981
124.195267
123.580139
124.168121
123.80632
123.06459
122.784157
123.571159
122.992218
122.669632
123.078552
121.424652
123.160347
121.724525
121.488274
123.233025
125.831985
125.114082
124.923279
127.140564
128.167435
127.685814
126.967934
127.940224
127.594971
125.695709
127.222397
125.850204
125.550301
125.041435
124.014503
124.187218
125.477615
122.451546
122.7696
121.942619
121.697327
121.888123
130.302963
131.193512
131.82962
132.102264
131.484314
130.657379
129.24881
128.985306
127.540436
128.430984
126.704399
126.295448
125.250404
125.141342
128.976212
129.857635
128.948929
132.792862
133.056442
138.381546
138.336151
137.67276
137.009399
135.809875
136.682281
138.363388
139.526581
138.863205
138.227081
143.206924
144.443176
146.833511
146.641907
143.81366
143.530838
145.428497
145.355484
146.085373
145.510635
146.468536
145.84816
146.54158
149.570618
147.380951
147.426559
147.189301
147.417465
148.740326
148.384521
147.289673
146.924774
146.01239
147.298828
147.718521
147.964859
148.174698
147.755035
147.417465
147.700256
148.129059
147.618164
146.578094
143.914032
144.789871
144.753372
145.127457
146.368256
147.107208
148.484894
148.703827
147.882706
147.891861
148.448425
146.669281
147.682037
146.441223
146.459427
146.258759
146.377365
146.660187
147.791504
148.831604
149.889877
149.305969
143.804535
146.495987
146.495987
148.348022
148.767715
150.884354
150.884354
153.219955
152.645203
153.457199
153.913345
153.548462
153.763641
153.855194
155.65918
155.869858
154.816742
157.307587
156.868011
155.402832
153.846054
153.57132
152.957779
151.364365
151.098785
150.732498
151.419327
149.670227
151.089676
150.1922
151.639069
151.07132
151.437607
151.410156
152.032883
151.538361
151.858871
151.611633
151.062149
153.095123
154.386353
154.990707
157.087769
156.739792
157.811264
159.377151
159.688553
159.917465
160.146408
159.880814
159.468735
158.00354
159.358841
159.450424
159.743484
158.644623
158.781937
158.717896
157.335037
157.078629
153.955917
154.633545
157.005356
158.049332
159.981522
160.457794
160.79657
163.049316
162.54567
161.712311
160.421112
164.450439
164.276428
164.258087
165.585953
167.774582
166.38266
166.172012
164.148224
165.796585
166.996216
165.865173
167.014603
168.29277
168.522644
170.039886
171.492767
170.343323
170.223755
169.745636
170.757095
170.361694
170.499634
171.630661
173.101913
171.897308
172.835266
171.906525
170.987
171.667435
170.55481
171.860504
171.354797
171.81456
173.966202
176.090378
176.347855
175.529465
175.078888
175.400711
173.727219
175.768539
176.375427
176.761627
177.469681
179.097229
179.198425
179.106461
179.216782
179.152435
177.07428
177.488068
178.122589
178.848999
178.17778
177.193832
175.465134
176.577744
179.115631
178.609909
179.078857
178.720245
179.391541
180.899536
180.117935
182.894928
183.676529
183.271927
182.416763
182.915207
182.527527
184.21666
182.269058
183.062897
182.509048
182.924423
182.933655
179.666168
180.681488
180.18306
178.170837
176.989365
177.866257
179.518478
181.004532
180.773804
182.241379
183.339767
185.047333
182.66597
182.813629
181.189102
179.693878
180.229218
178.069305
177.700119
178.327759
188.194885
189.431747
187.604172
191.517776
191.074707
192.126923
