"Date","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted","dn","mavg","up"
2018-03-09,44.490002,45,44.3475,44.994999,128740800,42.89468,40.0091586365982,43.1684585,46.3277583634018
2018-03-12,45.072498,45.5975,45.052502,45.43,128828400,43.309376,40.9460471531246,43.5008751666667,46.0557031802087
2018-03-13,45.647499,45.875,44.810001,44.9925,126774000,42.8923,41.5339998205908,43.7450418333333,45.9560838460759
2018-03-14,45.080002,45.130001,44.452499,44.610001,117473600,42.527649,42.1171141422556,43.9368335666667,45.7565529910778
2018-03-15,44.625,45.060001,44.517502,44.662498,90975200,42.577705,42.64016332142,44.10004195,45.55992057858
2018-03-16,44.662498,44.779999,44.404999,44.505001,157618800,42.427551,42.8144350063209,44.1820419333333,45.5496488603457
2018-03-19,44.330002,44.3675,43.415001,43.825001,133787200,41.779305,42.9041028914165,44.21291695,45.5217310085835
2018-03-20,43.810001,44.200001,43.735001,43.810001,78597600,41.764996,43.0320798692928,44.2522919833333,45.4725040973739
2018-03-21,43.759998,43.772499,42.814999,42.817501,148219600,40.818825,43.061090420373,44.2582086333333,45.4553268462937
2018-03-22,42.5,43.169998,42.150002,42.212502,165963200,40.242073,42.8805884312562,44.2247503166667,45.5689122020772
2018-03-23,42.0975,42.48,41.235001,41.235001,164115200,39.310204,42.3776259911531,44.1210420833333,45.8644581755136
2018-03-26,42.017502,43.275002,41.610001,43.192501,150164800,41.176319,42.1906681629077,44.0282921166667,45.8659160704256
2018-03-27,43.419998,43.787498,41.73,42.084999,163690400,40.120522,42.0018496023805,43.9173754,45.8329011976195
2018-03-28,41.8125,42.505001,41.297501,41.619999,166674000,39.677216,41.6875919165133,43.7711254333333,45.8546589501534
2018-03-29,41.952499,42.9375,41.724998,41.945,153594000,39.987053,41.493621318052,43.6835837166667,45.8735461152813
2018-04-02,41.66,42.235001,41.1175,41.669998,150347200,39.724884,41.2220489061063,43.5799586666667,45.9378684272271
2018-04-03,41.91,42.1875,41.220001,42.0975,121112000,40.132435,41.0043169510638,43.4672086166667,45.9301002822695
2018-04-04,41.220001,43.002499,41.192501,42.9025,138422000,40.899849,40.8930899109813,43.3727919333333,45.8524939556854
2018-04-05,43.145,43.557499,43.02,43.200001,107732800,41.183468,40.8740455890698,43.3476252166667,45.8212048442636
2018-04-06,42.7425,43.119999,42.049999,42.095001,140021200,40.130054,40.7839520779301,43.2640001666667,45.7440482554032
2018-04-09,42.470001,43.272499,42.462502,42.512501,116070800,40.528065,40.7744855465829,43.1624168833333,45.5503482200838
2018-04-10,43.25,43.5,42.8825,43.3125,113634400,41.290726,40.8898971796829,43.0560001833333,45.2221031869838
2018-04-11,43.057499,43.48,42.924999,43.110001,89726400,41.097668,41.0269360822377,42.9532918333333,44.8796475844289
2018-04-12,43.352501,43.75,43.259998,43.535,91557200,41.502842,41.124100835458,42.8925001166667,44.6608993978753
2018-04-13,43.695,43.959999,43.462502,43.682499,100497200,41.643448,41.2403504482436,42.8402501,44.4401497517564
2018-04-16,43.7575,44.047501,43.7075,43.955002,86313600,41.903229,41.3282134549289,42.8072501666667,44.2862868784045
2018-04-17,44.122501,44.735001,44.102501,44.560001,106421600,42.48,41.25321604955,42.8370835166667,44.4209509837833
2018-04-18,44.452499,44.705002,44.220001,44.459999,83018000,42.384655,41.1907618486097,42.8644168333333,44.538071818057
2018-04-19,43.439999,43.8475,43.165001,43.200001,139235200,41.183468,41.191453086216,42.8778752166667,44.5642973471173
2018-04-20,42.650002,42.805,41.357498,41.43,261964400,39.496098,41.1081831227592,42.8455418166667,44.5829005105742
2018-04-23,41.7075,41.73,41.022499,41.310001,146062000,39.381695,41.0484717172354,42.8307501166667,44.6130285160979
2018-04-24,41.4175,41.5825,40.305,40.735001,134768000,38.833523,40.7636568266979,42.7398334,44.7160099733021
2018-04-25,40.654999,41.355,40.602501,40.912498,113528400,39.002747,40.5377848837564,42.6609584333333,44.7841319829103
2018-04-26,41.029999,41.432499,40.842499,41.055,111852000,39.138596,40.4264430660413,42.6260833833333,44.8257237006254
2018-04-27,41,41.0825,40.157501,40.580002,142623200,38.685768,40.1814082899229,42.5462918,44.9111753100771
2018-04-30,40.532501,41.814999,40.459999,41.314999,169709600,39.386463,40.1135640269996,42.5224167666667,44.9312695063337
2018-05-01,41.602501,42.299999,41.317501,42.275002,214277600,40.301659,40.1267458745853,42.5288751166667,44.9310043587481
2018-05-02,43.807499,44.4375,43.450001,44.142502,266157600,42.081989,40.1258023741845,42.6110835,45.0963646258155
2018-05-03,43.970001,44.375,43.610001,44.2225,136272800,42.158249,40.099866367501,42.6515835166667,45.2033006658323
2018-05-04,44.5625,46.0625,44.5425,45.9575,224805200,43.812256,39.9690855113623,42.8065418666667,45.643998221971
2018-05-07,46.294998,46.9175,46.1875,46.290001,169805600,44.129234,39.7382146309361,42.9923335166667,46.2464524023972
2018-05-08,46.247501,46.555,45.9175,46.512501,113611200,44.341343,39.5823780108996,43.1471668666667,46.7119557224338
2018-05-09,46.637501,46.849998,46.305,46.84,92844800,44.653561,39.4410352754503,43.3218335,47.2026317245497
2018-05-10,46.935001,47.592499,46.912498,47.509998,111957200,45.292282,39.2546665159385,43.5130001166667,47.7713337173949
2018-05-11,47.372501,47.514999,46.862499,47.147499,104848800,45.120022,39.1382941858168,43.6866667333333,48.2350392808499
2018-05-14,47.252499,47.3825,46.965,47.037498,83115200,45.014751,39.0579990517466,43.84791665,48.6378342482534
2018-05-15,46.695,46.767502,46.275002,46.610001,94780800,44.605633,39.0242231579938,43.9521666833333,48.8801102086729
2018-05-16,46.517502,47.115002,46.5,47.044998,76732400,45.021931,38.9845895730366,44.07341665,49.1622437269634
2018-05-17,47,47.227501,46.59,46.747501,69176000,44.737225,39.0272476031787,44.2459583166667,49.4646690301547
2018-05-18,46.797501,46.952499,46.532501,46.577499,73190800,44.574535,39.2852086281924,44.487125,49.6890413718076
2018-05-21,47,47.317501,46.727501,46.907501,73603200,44.890358,39.6669661375647,44.76862505,49.8702839624353
2018-05-22,47.095001,47.220001,46.695,46.790001,60962800,44.777901,40.2181726550616,45.0700000666667,49.9218274782718
2018-05-23,46.587502,47.125,46.439999,47.09,80233600,45.064991,40.8427324273571,45.3664167333333,49.8901010393096
2018-05-24,47.192501,47.209999,46.552502,47.037498,92936000,45.014751,41.5354195369856,45.6575834166667,49.7797472963477
2018-05-25,47.057499,47.412498,46.912498,47.145,69844000,45.11763,42.5339516461118,45.9850833,49.4362149538883
2018-05-29,46.900002,47.1875,46.717499,46.974998,90056400,44.954937,43.5932400749804,46.2732499666667,48.9532598583529
2018-05-30,46.93,47,46.695,46.875,74762000,44.859249,44.701966371963,46.5178749333333,48.3337834947037
2018-05-31,46.805,47.057499,46.535,46.717499,109931200,44.708511,45.2501099319661,46.65587485,48.0616397680339
2018-06-01,46.997501,47.564999,46.9375,47.560001,93770000,45.514782,46.0279294226743,46.8201248333333,47.6123202439923
2018-06-04,47.91,48.355,47.837502,47.9575,105064800,45.895187,46.219607321887,46.9465832,47.673559078113
2018-06-05,48.267502,48.485001,48.09,48.327499,86264000,46.249279,46.1354876075646,47.03837485,47.9412620924354
2018-06-06,48.407501,48.52,47.98,48.494999,83734400,46.409576,46.1341706202624,47.1385414833333,48.1429123464043
2018-06-07,48.535,48.549999,48.084999,48.365002,85388800,46.285172,46.1167050328604,47.2219581833333,48.3272113338063
2018-06-08,47.7925,48,47.442501,47.924999,106627200,45.864094,46.1126039399459,47.2444999333333,48.3763959267207
2018-06-11,47.837502,47.9925,47.552502,47.807499,73234000,45.751648,46.1196403182629,47.2749583333333,48.4302763484038
2018-06-12,47.8475,48.1525,47.787498,48.07,67644400,46.00285,46.1233383142125,47.3187083333333,48.5140783524542
2018-06-13,48.105,48.220001,47.610001,47.674999,86553600,45.624836,46.2219668718793,47.3829166,48.5438663281207
2018-06-14,47.887501,47.892502,47.555,47.700001,86440400,45.648773,46.2781450215909,47.4243749833333,48.5706049450757
2018-06-15,47.5075,47.540001,47.064999,47.209999,246876800,45.179836,46.3263098859907,47.4452082666667,48.5641066473426
2018-06-18,46.970001,47.305,46.799999,47.185001,73939600,45.15591,46.3887584521403,47.4656666166667,48.5425747811931
2018-06-19,46.285,46.5825,45.862499,46.422501,134314000,44.426205,46.2539020766865,47.4309165666667,48.6079310566469
2018-06-20,46.587502,46.799999,46.432499,46.625,82514800,44.620003,46.2083495750859,47.4167915,48.6252334249141
2018-06-21,46.8125,47.087502,46.235001,46.365002,102847600,44.371178,46.1562014340121,47.4006666,48.6451317659879
2018-06-22,46.529999,46.537498,46.174999,46.23,108801600,44.241978,46.0516503497866,47.3697082333333,48.6877661168801
2018-06-25,45.849998,46.23,45.182499,45.5425,126652400,43.584038,45.7792413011612,47.2944582833333,48.8096752655054
2018-06-26,45.747501,46.6325,45.634998,46.107498,98276800,44.124744,45.6589501909045,47.2527082666667,48.8464663424289
2018-06-27,46.307499,46.82,46.0075,46.040001,101141200,44.060146,45.5838587147806,47.2243332833333,48.8648078518861
2018-06-28,46.025002,46.552502,45.950001,46.375,69460800,44.380741,45.5207991224409,47.2004583666667,48.8801176108924
2018-06-29,46.572498,46.797501,45.727501,46.2775,90950800,44.287437,45.4202040046081,47.1461250666667,48.8720461287253
2018-07-02,45.955002,46.825001,45.855,46.794998,70925200,44.782677,45.3720997213488,47.06820835,48.7643169786513
2018-07-03,46.947498,46.987499,45.884998,45.98,55819200,44.002735,45.3379006000817,46.9673749666667,48.5968493332517
2018-07-05,46.314999,46.602501,46.07,46.349998,66416800,44.356819,45.3440861693011,46.8678333,48.391580430699
2018-07-06,46.355,47.107498,46.299999,46.9925,69940800,44.971695,45.4238054732213,46.7911665833334,48.1585276934454
2018-07-09,47.375,47.669998,47.325001,47.645,79026400,45.596127,45.4433606607189,46.7790415666667,48.1147224726144
2018-07-10,47.677502,47.82,47.544998,47.587502,63756400,45.541107,45.4556310003456,46.7723748833333,48.0891187663211
2018-07-11,47.125,47.445,46.9025,46.970001,75326000,44.950153,45.5254404722407,46.7274999333333,47.929559394426
2018-07-12,47.3825,47.852501,47.327499,47.7575,72164400,45.703789,45.5484498058424,46.7180415833333,47.8876333608243
2018-07-13,47.77,47.959999,47.724998,47.8325,50055600,45.77557,45.5325460387234,46.72420815,47.9158702612766
2018-07-16,47.880001,48.162498,47.605,47.727501,60172400,45.675083,45.4863988355617,46.75220815,48.0180174644383
2018-07-17,47.4375,47.967499,47.299999,47.862499,62138000,45.804279,45.4568831439422,46.7828747666667,48.1088663893912
2018-07-18,47.945,47.950001,47.482498,47.599998,65573600,45.55307,45.492034024217,46.8522913833333,48.2125487424497
2018-07-19,47.422501,48.137501,47.422501,47.970001,81147200,45.907154,45.4919239353959,46.9134998,48.3350756646041
2018-07-20,47.945,48.107498,47.5425,47.860001,82704800,45.80188,45.5107666486951,46.9772080333334,48.4436494179716
2018-07-23,47.669998,47.990002,47.389999,47.9025,63957600,45.842548,45.5783478219409,47.0495414333334,48.5207350447258
2018-07-24,48.112499,48.415001,48.012501,48.25,74791600,46.17511,45.7696799277795,47.1782498166667,48.5868197055539
2018-07-25,48.264999,48.712502,48.107498,48.705002,66839600,46.610558,45.8624171238477,47.2974165833334,48.732416042819
2018-07-26,48.6525,48.990002,48.4025,48.552502,76304000,46.464603,45.9438963847476,47.4153749666667,48.8868535485858
2018-07-27,48.747501,48.797501,47.525002,47.744999,96096000,45.69183,46.1029927667206,47.50187495,48.9007571332794
2018-07-30,47.974998,48.049999,47.267502,47.477501,84118000,45.435837,46.2892430223176,47.5684166166667,48.8475902110157
2018-07-31,47.575001,48.035,47.334999,47.572498,157492000,45.526745,46.446251402024,47.62620825,48.8061650979761
2018-08-01,49.782501,50.439999,49.327499,50.375,271742800,48.208736,46.3780651467035,47.8143749333334,49.2506847199632
2018-08-02,50.145,52.095001,50.087502,51.8475,249616000,49.617908,46.0974765301909,48.0645,50.0315234698092
2018-08-03,51.7575,52.185001,51.369999,51.997501,133789600,49.761463,45.8347959772192,48.3170417333334,50.7992874894475
2018-08-06,52,52.3125,51.767502,52.267502,101701600,50.019844,45.5924947487441,48.54550015,51.498505551256
2018-08-07,52.330002,52.375,51.689999,51.7775,102349600,49.550922,45.4907368732384,48.7603334666667,52.029930060095
2018-08-08,51.512501,51.952499,51.130001,51.8125,90102000,49.584415,45.5826763521046,48.9866251166667,52.3905738812287
2018-08-09,52.3825,52.445,51.799999,52.220001,93970400,49.974396,45.6021365375784,49.21208345,52.8220303624217
2018-08-10,51.84,52.275002,51.6675,51.8825,98444800,49.825539,45.678685228802,49.4172085333334,53.1557318378648
2018-08-13,52.327499,52.737499,51.924999,52.217499,103563600,50.147263,45.7764698042334,49.6402918333334,53.5041138624333
2018-08-14,52.540001,52.639999,52.064999,52.4375,82992000,50.358536,45.9409134146952,49.8738335166667,53.8067536186381
2018-08-15,52.305,52.685001,52.0825,52.560001,115230400,50.476181,46.1629518924806,50.1120836,54.0612153075195
2018-08-16,52.9375,53.452499,52.8675,53.330002,114001600,51.21566,46.3551872696748,50.3807502333334,54.4063131969919
2018-08-17,53.360001,54.487499,53.290001,54.395,141708000,52.238426,46.5412022416223,50.6917919166667,54.8423815917111
2018-08-20,54.525002,54.794998,53.7775,53.865002,121150800,51.729446,46.8292133989597,51.0110419,55.1928704010403
2018-08-21,54.200001,54.297501,53.5075,53.759998,104639200,51.628605,47.1407587297313,51.2925001833333,55.4442416369354
2018-08-22,53.525002,54.09,53.459999,53.762501,76072400,51.631001,47.4766388937816,51.55562515,55.6346114062184
2018-08-23,53.662498,54.262501,53.650002,53.872501,75532800,51.736645,47.8453544775849,51.81962515,55.7938958224151
2018-08-24,54.150002,54.224998,53.7775,54.040001,73905600,51.897511,48.4428789954713,52.1192084333333,55.7955378711953
2018-08-27,54.287498,54.685001,54.0825,54.485001,82100400,52.324856,49.2948617094914,52.4601667666667,55.625471823842
2018-08-28,54.752499,55.134998,54.73,54.924999,91107200,52.74741,50.3592424592126,52.8242917666667,55.2893410741207
2018-08-29,55.037498,55.872501,54.852501,55.744999,109019200,53.534901,50.7174790062676,53.0964168166667,55.4753546270657
2018-08-30,55.8125,57.064999,55.599998,56.2575,195175200,54.027081,50.7253759369299,53.34462505,55.9638741630701
2018-08-31,56.627499,57.217499,56.5,56.907501,173360400,54.65131,50.6539852466914,53.5958333666667,56.5376814866419
2018-09-04,57.102501,57.294998,56.657501,57.09,109560400,54.826572,50.6292931694042,53.84074995,57.0522067305958
2018-09-05,57.247501,57.4175,56.275002,56.717499,133332000,54.468857,50.7494503879223,54.08354165,57.4176329120777
2018-09-06,56.557499,56.837502,55.325001,55.775002,137160000,53.563717,51.0692764757892,54.3009167333333,57.5325569908774
2018-09-07,55.462502,56.342499,55.177502,55.325001,150479200,53.131557,51.3517133300637,54.4739167666667,57.5961202032696
2018-09-10,55.237499,55.462502,54.1175,54.5825,158066000,52.418491,51.71448713228,54.6128751,57.51126306772
2018-09-11,54.502499,56.075001,54.139999,55.962502,142996000,53.743786,52.0567245473698,54.7678335166667,57.4789424859635
2018-09-12,56.235001,56.25,54.959999,55.267502,197114800,53.076336,52.4296725518,54.9234169,57.4171612482
2018-09-13,55.880001,57.087502,55.642502,56.602501,166825600,54.358402,52.8234621649386,55.1235002833333,57.423538401728
2018-09-14,56.4375,56.709999,55.630001,55.959999,127997200,53.741383,53.1065221162318,55.2676669166667,57.4288117171015
2018-09-17,55.537498,55.737499,54.317501,54.470001,148780400,52.310467,53.2074010319667,55.3068752666667,57.4063495013666
2018-09-18,54.447498,55.462502,54.279999,54.560001,126286800,52.396893,53.2903969915094,55.3379586333333,57.3855202751573
2018-09-19,54.625,54.904999,53.825001,54.592499,108495200,52.428093,53.3898251835524,55.3672503,57.3446754164476
2018-09-20,55.060001,55.57,54.787498,55.0075,106435200,52.82663,53.5924251116571,55.4347919333333,57.2771587550096
2018-09-21,55.195,55.34,54.322498,54.415001,384986800,52.257626,53.7280666927059,55.4730001833333,57.2179336739608
2018-09-24,54.205002,55.314999,54.157501,55.197498,110773600,53.009117,53.8798859685649,55.5167918333333,57.1536976981018
2018-09-25,54.9375,55.705002,54.924999,55.547501,98217600,53.345238,54.0062612283384,55.5655418333333,57.1248224383283
2018-09-26,55.25,55.9375,54.939999,55.105,95938800,52.920277,54.0490816775444,55.5854168666667,57.1217520557889
2018-09-27,55.955002,56.610001,55.884998,56.237499,120724800,54.007877,54.0612008957628,55.62312515,57.1850494042372
2018-09-28,56.197498,56.459999,56.005001,56.435001,91717600,54.197552,54.0614798034698,55.6227502166667,57.1840206298636
2018-10-01,56.987499,57.355,56.587502,56.814999,94403200,54.562473,54.0565009844748,55.6249585666667,57.1934161488585
2018-10-02,56.8125,57.5,56.657501,57.32,99152800,55.047455,54.0370194592425,55.6322086,57.2273977407575
2018-10-03,57.512501,58.3675,57.445,58.017502,114619200,55.717308,53.8655897623715,55.6892086166667,57.5128274709618
2018-10-04,57.695,58.087502,56.682499,56.997501,128168000,54.737751,53.8079622963901,55.7530419,57.6981215036099
2018-10-05,56.990002,57.102501,55.145,56.072498,134322000,53.849419,53.8277235743665,55.7776251833333,57.7275267923002
2018-10-08,55.552502,56.200001,55.049999,55.942501,118655600,53.724571,53.9389476579193,55.8281251666667,57.7173026754141
2018-10-09,55.91,56.817501,55.5625,56.717499,107564000,54.468857,53.9848641670666,55.8767918,57.7687194329334
2018-10-10,56.365002,56.587502,54.012501,54.09,167962400,51.945511,53.9134974695731,55.8470001666667,57.7805028637603
2018-10-11,53.630001,54.875,53.080002,53.612499,212497600,51.486954,53.6216195122484,55.7175834333334,57.8135473544183
2018-10-12,55.105,55.720001,54.209999,55.5275,161351600,53.326027,53.5681374177728,55.67020845,57.7722794822272
2018-10-15,55.290001,55.4575,54.317501,54.34,123164000,52.1856,53.5497183324245,55.6633751166667,57.7770319009089
2018-10-16,54.732498,55.747501,54.189999,55.537498,116736000,53.335632,53.5956905970815,55.6829167166667,57.7701428362519
2018-10-17,55.575001,55.66,54.834999,55.297501,91541600,53.105148,53.7051108840787,55.7240834,57.7430559159213
2018-10-18,54.465,54.935001,53.25,54.005001,130325200,51.863892,53.5394806779411,55.6711668,57.802852922059
2018-10-19,54.514999,55.314999,54.357498,54.827499,132314800,52.653778,53.5586039855611,55.6782084166667,57.7978128477723
2018-10-22,54.947498,55.84,54.735001,55.162498,115168400,52.975498,53.5972881719935,55.6960001,57.7947120280065
2018-10-23,53.9575,55.8125,53.674999,55.682499,155071200,53.47488,53.5657299199818,55.6792083666667,57.7926868133515
2018-10-24,55.650002,56.057499,53.634998,53.772499,163702000,51.640614,53.4650053785341,55.6372499833333,57.8094945881326
2018-10-25,54.427502,55.345001,54.1875,54.950001,119423200,52.771431,53.3855805015135,55.5664167166667,57.7472529318199
2018-10-26,53.974998,55.047501,53.1675,54.075001,189033600,51.931118,53.21305959333,55.4562500666667,57.6994405400033
2018-10-29,54.797501,54.922501,51.522499,53.060001,183742000,50.956356,52.9213475217721,55.2687084,57.6160692782279
2018-10-30,52.787498,53.794998,52.317501,53.325001,146640000,51.210846,52.7152587714065,55.0680417166667,57.4208246619269
2018-10-31,54.220001,55.112499,54.154999,54.715,153435600,52.545742,52.9526242227521,54.90391665,56.8552090772479
2018-11-01,54.762501,55.59,54.202499,55.555,233292800,53.352436,53.1646100241791,54.7969166,56.4292231758209
2018-11-02,52.387501,53.412498,51.357498,51.869999,365314800,49.813526,52.7301554358332,54.6022498666667,56.4743442975001
2018-11-05,51.075001,51.0975,49.5425,50.397499,264654800,48.399406,51.7671799125279,54.3329998333333,56.8988197541388
2018-11-06,50.48,51.18,50.422501,50.942501,127531600,48.922813,51.2497950564512,54.0571248666667,56.8644546768821
2018-11-07,51.4925,52.514999,51.032501,52.487499,133697600,50.406548,50.9984825758644,53.9128748,56.8272670241356
2018-11-08,52.494999,52.529999,51.6875,52.122501,101450400,50.230675,50.8074161169112,53.8257497833333,56.8440834497555
2018-11-09,51.387501,51.502499,50.5625,51.1175,137463200,49.262157,50.4399999067687,53.6211664333333,56.8023329598979
2018-11-12,49.75,49.962502,48.447498,48.5425,204542000,46.780617,49.6124972808629,53.33512475,57.0577522191371
2018-11-13,47.907501,49.294998,47.862499,48.057499,187531600,46.313213,48.8024263110435,52.99745805,57.1924897889564
2018-11-14,48.474998,48.619999,46.482498,46.700001,243204000,45.004997,47.8544489333933,52.5976246833333,57.3408004332733
2018-11-15,47.0975,47.9925,46.724998,47.852501,185915200,46.115658,47.0947163534915,52.2706246333333,57.4465329131751
2018-11-16,47.625,48.7425,47.365002,48.3825,147713200,46.626423,46.6074332555801,51.9371247333333,57.2668162110865
2018-11-19,47.5,47.674999,46.247501,46.465,167701200,44.778519,45.9658724868755,51.51462475,57.0633770131245
2018-11-20,44.592499,45.3675,43.877499,44.244999,271300800,42.639088,44.9026578337907,50.98662475,57.0705916662093
2018-11-21,44.932499,45.067501,44.137501,44.195,124496800,42.590916,44.0001815404813,50.4855415166667,56.9709014928521
2018-11-23,43.735001,44.150002,43.025002,43.072498,94496000,41.509159,43.0605243130721,49.9149581833333,56.7693920535946
2018-11-26,43.560001,43.737499,42.564999,43.654999,179994000,42.070507,42.2328852333874,49.3760831,56.5192809666127
2018-11-27,42.877499,43.692501,42.720001,43.560001,165549600,41.978958,41.5011176639708,48.8838748,56.2666319360293
2018-11-28,44.182499,45.322498,43.732498,45.235001,184250000,43.593163,41.1459140751545,48.46474975,55.7835854248455
2018-11-29,45.665001,45.700001,44.424999,44.887501,167080000,43.258286,41.1008059742177,47.9819164666667,54.8630269591156
2018-11-30,45.072498,45.0825,44.2575,44.645,158126000,43.024586,41.2718788070599,47.45920815,53.6465374929401
2018-12-03,46.115002,46.235001,45.302502,46.205002,163210000,44.527954,41.3267469678051,47.1442499833334,52.9617529988616
2018-12-04,45.237499,45.5975,44.067501,44.172501,165377200,42.569233,41.1351228384322,46.8575833666667,52.5800438949012
2018-12-06,42.939999,43.695,42.605,43.68,172393600,42.094604,40.8699889621915,46.4815,52.0930110378085
2018-12-07,43.372501,43.622501,42.075001,42.122501,169126400,40.593643,40.76807990772,46.0112500666667,51.2544202256134
2018-12-10,41.25,42.522499,40.8325,42.400002,248104000,40.861057,40.7734178054487,45.5015000833333,50.229582361218
2018-12-11,42.915001,42.947498,41.75,42.157501,189126800,40.627365,40.8826907121684,45.0627084166667,49.242726121165
2018-12-12,42.599998,42.98,42.255001,42.275002,142510800,40.740608,40.8288012893999,44.7386668,48.6485323106001
2018-12-13,42.622501,43.142502,42.387501,42.737499,127594400,41.186314,40.841537764517,44.4562085666667,48.0708793688163
2018-12-14,42.25,42.27,41.32,41.369999,162814800,39.868439,40.6060174435946,44.17550025,47.7449830564055
2018-12-17,41.362499,42.087502,40.682499,40.985001,177151600,39.497421,40.4244713215107,43.8619169666667,47.2993626118227
