"x"
1.8
2.9
3.3
2.8
2
1.7
0.9
1.5
2.6
2.4
2.6
1.6
1.6
1.3
1.9
2.5
1.3
2.5
2.8
2.6
3.8
3
2.2
1.9
1.6
1.4
1.6
2
1.8
2
2.3
2.8
3.1
3.3
3.2
2.3
2.2
2.1
2.3
2.6
0.8
-8.4
-2
-1.5
1.2
12.5
5
5.7
3.7
1.8
1.9
0.9
