N225.Open,N225.High,N225.Low,N225.Close,N225.Volume,N225.Adjusted,HSI.Open,HSI.High,HSI.Low,HSI.Close,HSI.Volume,HSI.Adjusted,BSESN.Open,BSESN.High,BSESN.Low,BSESN.Close,BSESN.Volume,BSESN.Adjusted,NSEI.Open,NSEI.High,NSEI.Low,NSEI.Close,NSEI.Volume,NSEI.Adjusted,AORD.Open,AORD.High,AORD.Low,AORD.Close,AORD.Volume,AORD.Adjusted
18869.400391,19778.599609,18577.060547,19206.990234,3191800000,19206.990234,24996.759766,25113.199219,23677.060547,24900.890625,36587953000,24900.890625,29533.419922,30024.740234,27248.449219,27957.490234,256500,27957.490234,8953.849609,9119.200195,8269.150391,8491,3727800,8491,5898.5,5962,5720.5,5861.899902,19459643100,5861.899902
19129.75,20252.119141,18927.949219,19520.009766,3047400000,19520.009766,24955.199219,28588.519531,24926.109375,28133,58920380800,28133,27954.859375,29094.609375,26897.539063,27011.310547,218100,27011.310547,8483.700195,8841.650391,8144.75,8181.5,3108200,8181.5,5861.899902,5963.5,5734.700195,5773.700195,14694227100,5773.700195
19510.849609,20655.330078,19257.849609,20563.150391,3291500000,20563.150391,28231.259766,28524.599609,27191.029297,27424.189453,36888421300,27424.189453,27204.630859,28071.160156,26423.990234,27828.439453,217100,27828.439453,8230.049805,8489.549805,7997.149902,8433.650391,3384800,8433.650391,5773.700195,5886.200195,5580.399902,5774.899902,15827350400,5774.899902
20444.539063,20952.710938,19990.550781,20235.730469,3459500000,20235.730469,27373.060547,27854.740234,25617.779297,26250.029297,44649024000,26250.029297,27770.789063,27968.75,26307.070313,27780.830078,241700,27780.830078,8417.25,8467.150391,7940.299805,8368.5,3156900,8368.5,5774.899902,5774.899902,5383.399902,5451.200195,16235892400,5451.200195
20291.050781,20850,19115.199219,20585.240234,3318200000,20585.240234,26459.429688,26459.429688,22836.820313,24636.279297,46504063100,24636.279297,27823.650391,28578.330078,27416.390625,28114.560547,217000,28114.560547,8376.25,8654.75,8315.400391,8532.849609,3097900,8532.849609,5448.100098,5699.299805,5372.399902,5681.700195,13834709300,5681.700195
20540.210938,20946.929688,17714.300781,18890.480469,3723100000,18890.480469,24533.140625,24924.070313,20865.259766,21670.580078,41879353100,21670.580078,28089.089844,28417.589844,25298.419922,26283.089844,286800,26283.089844,8510.650391,8621.549805,7667.25,7971.299805,3939200,7971.299805,5681.700195,5710.799805,4936.299805,5222.100098,18241252700,5222.100098
18763.720703,18777.470703,16901.490234,17388.150391,3132300000,17388.150391,21692.779297,22228.589844,20368.119141,20846.300781,40309679200,20846.300781,26127.039063,26471.820313,24833.539063,26154.830078,313100,26154.830078,7907.950195,8055,7539.5,7948.899902,3436500,7948.899902,5222.100098,5236.899902,4958.100098,5058.600098,19251685700,5058.600098
17479.970703,19202.339844,17389.570313,19083.099609,2979600000,19083.099609,21172.939453,23423.640625,21130.109375,22640.039063,34315908200,22640.039063,26344.189453,27618.140625,26168.710938,26656.830078,242600,26656.830078,7992.049805,8336.299805,7930.649902,8065.799805,3364200,8065.799805,5058.600098,5420.600098,5058.600098,5288.600098,16257553300,5288.600098
18827.109375,19994.050781,18641.220703,19747.470703,2559500000,19747.470703,22502.279297,23342.070313,21907.349609,21996.419922,34484662600,21996.419922,26641.689453,26824.300781,25451.419922,26145.669922,196700,26145.669922,8054.549805,8116.100098,7714.149902,7935.25,2868500,7935.25,5288.600098,5361.399902,5041.600098,5218.200195,16485050700,5218.200195
19799.080078,20012.400391,18562.509766,19033.710938,2749100000,19033.710938,22197.810547,22563.470703,21010.259766,21914.400391,29502918600,21914.400391,26201.269531,26256.419922,24867.730469,26117.539063,218600,26117.539063,7958.149902,7979.299805,7551.049805,7946.350098,3026200,7946.350098,5218.200195,5372,4963.899902,5344.600098,16288456700,5344.600098
18818.580078,18951.119141,16017.259766,17518.300781,3235900000,17518.300781,21782.619141,21794.839844,18534.300781,19683.109375,40565390400,19683.109375,26116.519531,26116.519531,23839.759766,24870.689453,220300,24870.689453,7924.549805,7937.549805,7241.5,7563.549805,3781100,7563.549805,5344.600098,5379.600098,4857.899902,5056.600098,14098469900,5056.600098
17699.599609,17905.369141,14865.769531,16026.759766,4174100000,16026.759766,19770.960938,19770.960938,18278.800781,19111.929688,28652196000,19111.929688,24982.220703,25002.320313,22494.609375,23002,364500,23002,7589.5,7600.450195,6825.799805,6987.049805,5170500,6987.049805,5056.600098,5122.100098,4762.100098,4947.899902,19442888200,4947.899902
16013,17291.349609,15857.370117,16758.669922,3307500000,16758.669922,19259.990234,20872.550781,19108.300781,20776.699219,34067509300,20776.699219,23153.320313,25479.619141,23133.179688,25341.859375,301700,25341.859375,7038.25,7777.600098,7035.100098,7738.399902,4809600,7738.399902,4947.899902,5272.100098,4936.600098,5151.799805,20113708200,5151.799805
16719.560547,17613.560547,15471.799805,16666.050781,3230600000,16666.050781,20786.179688,21654.070313,20045.470703,21067.050781,32340640800,21067.050781,25301.699219,26100.539063,24523.199219,25606.619141,236300,25606.619141,7718.049805,7992,7516.850098,7849.799805,3538800,7849.799805,5151.799805,5342.899902,4975.700195,5316,15213115400,5316
16357.099609,17251.359375,15975.469727,17234.980469,2563800000,17234.980469,21061.769531,21061.769531,19594.609375,20815.089844,32345943100,20815.089844,25565.439453,26837.199219,25057.929688,26667.960938,280500,26667.960938,7822.700195,8213.599609,7678.350098,8160.100098,4361300,8160.100098,5316,5489.799805,5253.200195,5447.799805,17978190200,5447.799805
17097.220703,17145.949219,14864.009766,15575.919922,3093000000,15575.919922,20726.529297,21352.369141,19662.699219,20794.369141,39021655300,20794.369141,26684.460938,27105.410156,25911.330078,26999.720703,245400,26999.720703,8179.200195,8308.150391,7927.049805,8287.75,4193500,8287.75,5447.799805,5461,5131.899902,5310.399902,17921161900,5310.399902
15698.019531,16938.960938,15106.519531,16569.269531,2816900000,16569.269531,20967.470703,22300.509766,20304.390625,21891.369141,31713817500,21891.369141,27064.330078,28240.199219,27034.140625,28051.859375,266300,28051.859375,8313.049805,8674.700195,8287.549805,8638.5,3321700,8638.5,5310.399902,5650.799805,5237.799805,5644,15205357100,5644
16415.310547,16943.669922,15921.040039,16887.400391,2675600000,16887.400391,22027.650391,23193.900391,21725.380859,22976.880859,38561200800,22976.880859,28083.080078,28532.25,27627.970703,28452.169922,280700,28452.169922,8654.299805,8819.200195,8518.150391,8786.200195,3826100,8786.200195,5644,5691.799805,5510.200195,5529.399902,17313412400,5529.399902
16885.160156,17156.359375,16285.410156,16449.839844,2493200000,16449.839844,22897.160156,24364,22843.419922,23297.150391,39728207400,23297.150391,28459.089844,29077.279297,27716.779297,27865.960938,258900,27865.960938,8793.599609,8968.700195,8555.200195,8611.150391,3900400,8611.150391,5529.399902,5560.700195,5294.100098,5525.200195,17803214900,5525.200195
16566.029297,17461.029297,16554.830078,17425.019531,2222800000,17425.019531,23652.830078,24064.5,22775.289063,22934.539063,26308577200,22934.539063,27997.289063,28477.650391,27488.300781,27941.509766,228500,27941.509766,8666.150391,8806.950195,8506.150391,8638,3165200,8638,5525.200195,5578.899902,5347.299805,5402.399902,15198480400,5402.399902
17380.539063,18482.939453,16111.80957,18308.480469,3226000000,18308.480469,23015.060547,23268.050781,21957.710938,22789.769531,34929744700,22789.769531,27966.179688,28029.800781,25717.929688,26652.810547,261000,26652.810547,8653.150391,8669.599609,7916.399902,8224.5,4585400,8224.5,5402.399902,5583.5,5138.899902,5502.399902,18827057200,5502.399902
18535.240234,19592.900391,18227.390625,19114.369141,3038700000,19114.369141,22948.650391,23076.240234,21488.820313,22000.560547,35336630000,22000.560547,26756.660156,26803.759766,25753.740234,26626.460938,189300,26626.460938,8244,8274.950195,7893.799805,8185.799805,3118800,8185.799805,5502.399902,5746.700195,5443.5,5719.100098,15862784600,5719.100098
19298.679688,19615.400391,18650.330078,19041.339844,2440400000,19041.339844,21993.359375,23397.089844,21883.820313,23360.779297,25822815800,23360.779297,26711.150391,27980.390625,26447.060547,27655.960938,201400,27655.960938,8210.099609,8672.700195,8133.799805,8561.299805,4009100,8561.299805,5720.700195,5876.799805,5661.200195,5675,13557800800,5675
18926.970703,19519.439453,18805.320313,19118.990234,2606300000,19118.990234,23211.880859,24216.529297,22997.460938,23740.730469,41223714800,23740.730469,27669.080078,29065.310547,27590.099609,28743.320313,240100,28743.320313,8570.349609,8982.150391,8537.5,8879.599609,4398500,8879.599609,5675,5880.899902,5635.100098,5761,17390206600,5761
19226.939453,19668.009766,18909.259766,18909.259766,2646000000,18909.259766,23849.220703,24656.650391,23438.859375,24111.589844,42389134200,24111.589844,28849.039063,29824.619141,28716.210938,29620.5,1536500,29620.5,8904.400391,9218.400391,8860.099609,9173.75,4835000,9173.75,5761,5937.200195,5724.100098,5903.799805,20191684500,5903.799805
18988,19289.429688,18224.679688,19196.740234,2178500000,19196.740234,24236.560547,24717.439453,23723.869141,24615.130859,27864260500,24615.130859,29737.730469,30184.220703,29241.480469,29918.400391,194700,29918.400391,9220.599609,9367.150391,9075.150391,9304.049805,2931300,9304.049805,5903.799805,5983.200195,5826.700195,5947.600098,13914426600,5947.600098
19154.029297,19998.490234,19144.619141,19650.570313,2230200000,19650.570313,24773.800781,25817.949219,24358.720703,25660.650391,33998951700,25660.650391,30021.490234,31255.279297,29804.119141,31145.800781,282400,31145.800781,9339.849609,9649.599609,9269.900391,9621.25,4541800,9621.25,5947.600098,5976.399902,5720.5,5761.299805,19761002700,5761.299805
19692.160156,20318.109375,19686.320313,20033.429688,2326500000,20033.429688,25736.349609,26090.330078,25557.800781,25764.580078,35906269800,25764.580078,31117.089844,31522.869141,30680.660156,30921.609375,329400,30921.609375,9603.549805,9709.299805,9448.75,9520.900391,3558000,9520.900391,5761.299805,5863.799805,5670.700195,5764,19162785000,5764
20056.320313,20200.880859,19856.650391,19925.179688,1790600000,19925.179688,25654.769531,27324.380859,25199.859375,27323.990234,37177052800,27323.990234,31156.039063,32672.660156,31017.109375,32514.939453,258300,32514.939453,9587.950195,10114.849609,9543.549805,10077.099609,3732400,10077.099609,5764,5846.200195,5705.600098,5773.899902,16497542700,5773.899902
19907.080078,20113.730469,19280.019531,19646.240234,1876000000,19646.240234,27326.039063,28127.900391,26863.710938,27970.300781,47152524300,27970.300781,32579.800781,32686.480469,31128.019531,31730.490234,241300,31730.490234,10101.049805,10137.849609,9685.549805,9917.900391,4168000,9917.900391,5773.899902,5852.700195,5711.700195,5776.299805,19994391200,5776.299805
19733.570313,20481.269531,19239.519531,20356.279297,1807500000,20356.279297,28015.220703,28248.119141,27300.369141,27554.300781,34006627000,27554.300781,31769.339844,32524.109375,31081.830078,31283.720703,233900,31283.720703,9937.650391,10178.950195,9687.549805,9788.599609,4165300,9788.599609,5776.299805,5835.700195,5702.200195,5744.899902,15795779200,5744.899902
20400.509766,22086.880859,20363.279297,22011.609375,1872800000,22011.609375,27884.210938,28798.779297,27737.380859,28245.539063,36453138400,28245.539063,31537.810547,33340.171875,31440.480469,33213.128906,209400,33213.128906,9893.299805,10384.5,9831.049805,10335.299805,4500300,10335.299805,5744.899902,6003.200195,5717.700195,5976.399902,16222442900,5976.399902
22144.919922,23382.150391,21972.339844,22724.960938,1981200000,22724.960938,28387.550781,30199.689453,28137.769531,29177.349609,42264399600,29177.349609,33344.230469,33865.949219,32683.589844,33149.351563,718100,33149.351563,10390.349609,10490.450195,10094,10226.549805,4650900,10226.549805,5976.399902,6124.700195,5976.399902,6057.200195,17026893200,6057.200195
22916.929688,22994.330078,22119.210938,22764.939453,1539000000,22764.939453,29261.310547,29997.960938,28134.929688,29919.150391,33816384100,29919.150391,33247.660156,34137.96875,32565.160156,34056.828125,252700,34056.828125,10263.700195,10552.400391,10033.349609,10530.700195,3504400,10530.700195,6057.200195,6193,6023.5,6167.299805,15342066000,6167.299805
23073.730469,24129.339844,23065.199219,23098.289063,1606300000,23098.289063,30028.289063,33484.078125,30028.289063,32887.269531,65422943900,32887.269531,34059.988281,36443.980469,33703.371094,35965.019531,382500,35965.019531,10477.549805,11171.549805,10404.650391,11027.700195,4560600,11027.700195,6167.299805,6256.5,6103.899902,6146.5,16152513000,6146.5
23276.099609,23492.769531,20950.150391,22068.240234,1840200000,22068.240234,32950.300781,33048.039063,29129.259766,30844.720703,51985739100,30844.720703,36048.988281,36256.828125,33482.808594,34184.039063,342600,34184.039063,11044.549805,11117.349609,10276.299805,10492.849609,4389900,10492.849609,6146.5,6229.799805,5887.299805,6117.299805,17390365400,6117.299805
21901.130859,21971.160156,20347.490234,21454.300781,1732700000,21454.300781,30476.990234,31978.140625,29819.630859,30093.380859,44458615200,30093.380859,34141.21875,34278.628906,32483.839844,32968.679688,266400,32968.679688,10479.950195,10525.5,9951.900391,10113.700195,4389100,10113.700195,6117.299805,6130.700195,5861.899902,5868.899902,18092533800,5868.899902
21441.570313,22495.560547,21056.019531,22467.869141,1386000000,22467.869141,29927.880859,31094.109375,29518.689453,30808.449219,34848642500,30808.449219,33030.871094,35213.300781,32972.558594,35160.359375,227700,35160.359375,10151.650391,10759,10111.299805,10739.349609,4499400,10739.349609,5868.899902,6079.299805,5834,6071.600098,16235024000,6071.600098
22453.419922,23050.390625,21931.650391,22201.820313,1607600000,22201.820313,30782.210938,31592.560547,29791.869141,30468.560547,37856201400,30468.560547,35328.910156,35993.53125,34302.890625,35322.378906,239400,35322.378906,10783.849609,10929.200195,10417.799805,10736.150391,5142500,10736.150391,6071.600098,6245.899902,6067.899902,6123.5,20106627400,6123.5
22126.25,23011.570313,22038.400391,22304.509766,1513500000,22304.509766,30548.779297,31521.130859,28169.099609,28955.109375,42599949800,28955.109375,35373.980469,35877.410156,34784.679688,35423.480469,321000,35423.480469,10738.450195,10893.25,10550.900391,10714.299805,4683800,10714.299805,6123.5,6347.799805,6086.799805,6289.700195,23047771300,6289.700195
